效果ID	描述（策划看）	表名(1skill,2skillAction,3skillEffect,4skillHurt)	字段名	数据ID	改变方式（1加减，2替换）	参数类型	参数1(字符串)	参数2(字符串数组)	参数3(布尔值)	参数4(数值)	参数5(数值数组)	帧事件触发（skillAction表中动作连招字段）
1032095	四糸乃-技能1-穿透率3级	4	hurtValue503	5011	1	4				700		
1032096	四糸乃-技能1-穿透率3级	4	hurtValue503	5020	1	4				700		
1032097	四糸乃-技能1-穿透率3级	4	hurtValue503	5021	1	4				700		
1032098	四糸乃-技能1-穿透率3级	4	hurtValue503	5030	1	4				700		
1032099	四糸乃-技能1-穿透率3级	4	hurtValue503	5031	1	4				700		
1032100	四糸乃-技能1-穿透率3级	4	hurtValue503	5040	1	4				700		
1032101	四糸乃-技能1-穿透率3级	4	hurtValue503	5041	1	4				700		
1032102	四糸乃-技能1-穿透率3级	4	hurtValue503	5042	1	4				700		
1032103	四糸乃-技能1-穿透率4级	4	hurtValue503	5010	1	4				1000		
1032104	四糸乃-技能1-穿透率4级	4	hurtValue503	5011	1	4				1000		
1032105	四糸乃-技能1-穿透率4级	4	hurtValue503	5020	1	4				1000		
1032106	四糸乃-技能1-穿透率4级	4	hurtValue503	5021	1	4				1000		
1032107	四糸乃-技能1-穿透率4级	4	hurtValue503	5030	1	4				1000		
1032108	四糸乃-技能1-穿透率4级	4	hurtValue503	5031	1	4				1000		
1032109	四糸乃-技能1-穿透率4级	4	hurtValue503	5040	1	4				1000		
1032110	四糸乃-技能1-穿透率4级	4	hurtValue503	5041	1	4				1000		
1032111	四糸乃-技能1-穿透率4级	4	hurtValue503	5042	1	4				1000		
1032112	四糸乃-技能1-暴击-伤害1级	4	hurtValue509	5010	1	4				1000		
1032113	四糸乃-技能1-暴击-伤害1级	4	hurtValue509	5011	1	4				1000		
1032114	四糸乃-技能1-暴击-伤害1级	4	hurtValue509	5020	1	4				1000		
1032115	四糸乃-技能1-暴击-伤害1级	4	hurtValue509	5021	1	4				1000		
1032116	四糸乃-技能1-暴击-伤害1级	4	hurtValue509	5030	1	4				1000		
1032117	四糸乃-技能1-暴击-伤害1级	4	hurtValue509	5031	1	4				1000		
1032118	四糸乃-技能1-暴击-伤害1级	4	hurtValue509	5040	1	4				1000		
1032119	四糸乃-技能1-暴击-伤害1级	4	hurtValue509	5041	1	4				1000		
1032120	四糸乃-技能1-暴击-伤害1级	4	hurtValue509	5042	1	4				1000		
1032121	四糸乃-技能1-暴击-伤害2级	4	hurtValue509	5010	1	4				1500		
1032122	四糸乃-技能1-暴击-伤害2级	4	hurtValue509	5011	1	4				500		
1032123	四糸乃-技能1-暴击-伤害2级	4	hurtValue509	5020	1	4				1500		
1032124	四糸乃-技能1-暴击-伤害2级	4	hurtValue509	5021	1	4				1500		
1032125	四糸乃-技能1-暴击-伤害2级	4	hurtValue509	5030	1	4				1500		
1032126	四糸乃-技能1-暴击-伤害2级	4	hurtValue509	5031	1	4				1500		
1032127	四糸乃-技能1-暴击-伤害2级	4	hurtValue509	5040	1	4				1500		
1032128	四糸乃-技能1-暴击-伤害2级	4	hurtValue509	5041	1	4				1500		
1032129	四糸乃-技能1-暴击-伤害2级	4	hurtValue509	5042	1	4				1500		
1032130	四糸乃-技能1-暴击-伤害3级	4	hurtValue509	5010	1	4				2000		
1032131	四糸乃-技能1-暴击-伤害3级	4	hurtValue509	5011	1	4				2000		
1032132	四糸乃-技能1-暴击-伤害3级	4	hurtValue509	5020	1	4				2000		
1032133	四糸乃-技能1-暴击-伤害3级	4	hurtValue509	5021	1	4				2000		
1032134	四糸乃-技能1-暴击-伤害3级	4	hurtValue509	5030	1	4				2000		
1032135	四糸乃-技能1-暴击-伤害3级	4	hurtValue509	5031	1	4				2000		
1032136	四糸乃-技能1-暴击-伤害3级	4	hurtValue509	5040	1	4				2000		
1032137	四糸乃-技能1-暴击-伤害3级	4	hurtValue509	5041	1	4				2000		
1032138	四糸乃-技能1-暴击-伤害3级	4	hurtValue509	5042	1	4				2000		
1032139	四糸乃-技能1-普怪伤1级	4	hurtValue654	5010	1	4				500		
1032140	四糸乃-技能1-普怪伤1级	4	hurtValue654	5011	1	4				500		
1032141	四糸乃-技能1-普怪伤1级	4	hurtValue654	5020	1	4				500		
1032142	四糸乃-技能1-普怪伤1级	4	hurtValue654	5021	1	4				500		
1032143	四糸乃-技能1-普怪伤1级	4	hurtValue654	5030	1	4				500		
1032144	四糸乃-技能1-普怪伤1级	4	hurtValue654	5031	1	4				500		
1032145	四糸乃-技能1-普怪伤1级	4	hurtValue654	5040	1	4				500		
1032146	四糸乃-技能1-普怪伤1级	4	hurtValue654	5041	1	4				500		
1032147	四糸乃-技能1-普怪伤1级	4	hurtValue654	5042	1	4				500		
1032148	四糸乃-技能1-普怪伤2级	4	hurtValue654	5010	1	4				800		
1032149	四糸乃-技能1-普怪伤2级	4	hurtValue654	5011	1	4				800		
1032150	四糸乃-技能1-普怪伤2级	4	hurtValue654	5020	1	4				800		
1032151	四糸乃-技能1-普怪伤2级	4	hurtValue654	5021	1	4				800		
1032152	四糸乃-技能1-普怪伤2级	4	hurtValue654	5030	1	4				800		
1032153	四糸乃-技能1-普怪伤2级	4	hurtValue654	5031	1	4				800		
1032154	四糸乃-技能1-普怪伤2级	4	hurtValue654	5040	1	4				800		
1032155	四糸乃-技能1-普怪伤2级	4	hurtValue654	5041	1	4				800		
1032156	四糸乃-技能1-普怪伤2级	4	hurtValue654	5042	1	4				800		
1032157	四糸乃-技能1-普怪伤3级	4	hurtValue654	5010	1	4				1200		
1032158	四糸乃-技能1-普怪伤3级	4	hurtValue654	5011	1	4				1200		
1032159	四糸乃-技能1-普怪伤3级	4	hurtValue654	5020	1	4				1200		
1032160	四糸乃-技能1-普怪伤3级	4	hurtValue654	5021	1	4				1200		
1032161	四糸乃-技能1-普怪伤3级	4	hurtValue654	5030	1	4				1200		
1032162	四糸乃-技能1-普怪伤3级	4	hurtValue654	5031	1	4				1200		
1032163	四糸乃-技能1-普怪伤3级	4	hurtValue654	5040	1	4				1200		
1032164	四糸乃-技能1-普怪伤3级	4	hurtValue654	5041	1	4				1200		
1032165	四糸乃-技能1-普怪伤3级	4	hurtValue654	5042	1	4				1200		
1032166	四糸乃-技能1-普怪伤4级	4	hurtValue654	5010	1	4				1500		
1032167	四糸乃-技能1-普怪伤4级	4	hurtValue654	5011	1	4				1500		
1032168	四糸乃-技能1-普怪伤4级	4	hurtValue654	5020	1	4				1500		
1032169	四糸乃-技能1-普怪伤4级	4	hurtValue654	5021	1	4				1500		
1032170	四糸乃-技能1-普怪伤4级	4	hurtValue654	5030	1	4				1500		
1032171	四糸乃-技能1-普怪伤4级	4	hurtValue654	5031	1	4				1500		
1032172	四糸乃-技能1-普怪伤4级	4	hurtValue654	5040	1	4				1500		
1032173	四糸乃-技能1-普怪伤4级	4	hurtValue654	5041	1	4				1500		
1032174	四糸乃-技能1-普怪伤4级	4	hurtValue654	5042	1	4				1500		
1032801	四糸乃-技能表现-技能1-1级	1	first	100320	2	4				3021		
1032802	四糸乃-技能表现-技能1-2级	1	first	100320	2	4				3022		
1032803	四糸乃-技能表现-技能1-3级	1	first	100320	2	4				3023		
1033080	四糸乃-技能2-CDR-1级	1	cd	100370	1	4				-500		
1033081	四糸乃-技能2-CDR-2级	1	cd	100370	1	4				-1000		
1033082	四糸乃-技能2-CDR-3级	1	cd	100370	1	4				-1500		
1033083	四糸乃-技能2-1级-技能伤1级	4	hurtScale	5060	1	4				0.06		
1033084	四糸乃-技能2-2级-技能伤1级	4	hurtScale	5070	1	4				0.06		
1033085	四糸乃-技能2-3级-技能伤1级	4	hurtScale	5080	1	4				0.06		
1033086	四糸乃-技能2-1级-技能伤2级	4	hurtScale	5060	1	4				0.09		
1033087	四糸乃-技能2-2级-技能伤2级	4	hurtScale	5070	1	4				0.09		
1033088	四糸乃-技能2-3级-技能伤2级	4	hurtScale	5080	1	4				0.09		
1033089	四糸乃-技能2-1级-技能伤3级	4	hurtScale	5060	1	4				0.12		
1033090	四糸乃-技能2-2级-技能伤3级	4	hurtScale	5070	1	4				0.12		
1033091	四糸乃-技能2-3级-技能伤3级	4	hurtScale	5080	1	4				0.12		
1033092	四糸乃-技能2-1级-技能伤4级	4	hurtScale	5060	1	4				0.15		
1033093	四糸乃-技能2-2级-技能伤4级	4	hurtScale	5070	1	4				0.15		
1033094	四糸乃-技能2-3级-技能伤4级	4	hurtScale	5080	1	4				0.15		
1033095	四糸乃-技能2-0级-持续时间1级	3	totalTime	30703	1	4				1000		
1033096	四糸乃-技能2-0级-持续时间1级	3	totalTime	30704	1	4				1000		
1033097	四糸乃-技能2-1级-持续时间1级	3	totalTime	30712	1	4				1000		
1033098	四糸乃-技能2-1级-持续时间1级	3	totalTime	30715	1	4				1000		
1033099	四糸乃-技能2-2级-持续时间1级	3	totalTime	30722	1	4				1000		
1033100	四糸乃-技能2-2级-持续时间1级	3	totalTime	30725	1	4				1000		
1033101	四糸乃-技能2-3级-持续时间1级	3	totalTime	30732	1	4				1000		
1033102	四糸乃-技能2-3级-持续时间1级	3	totalTime	30735	1	4				1000		
1033103	四糸乃-技能2-0级-持续时间2级	3	totalTime	30703	1	4				2000		
1033104	四糸乃-技能2-0级-持续时间2级	3	totalTime	30704	1	4				2000		
1033105	四糸乃-技能2-1级-持续时间2级	3	totalTime	30712	1	4				2000		
1033106	四糸乃-技能2-1级-持续时间2级	3	totalTime	30715	1	4				2000		
1033107	四糸乃-技能2-2级-持续时间2级	3	totalTime	30722	1	4				2000		
1033108	四糸乃-技能2-2级-持续时间2级	3	totalTime	30725	1	4				2000		
1033109	四糸乃-技能2-3级-持续时间2级	3	totalTime	30732	1	4				2000		
1033110	四糸乃-技能2-3级-持续时间2级	3	totalTime	30735	1	4				2000		
1033111	四糸乃-技能2-0级-持续时间3级	3	totalTime	30703	1	4				3000		
1033112	四糸乃-技能2-0级-持续时间3级	3	totalTime	30704	1	4				3000		
1033113	四糸乃-技能2-1级-持续时间3级	3	totalTime	30712	1	4				3000		
1033114	四糸乃-技能2-1级-持续时间3级	3	totalTime	30715	1	4				3000		
1033115	四糸乃-技能2-2级-持续时间3级	3	totalTime	30722	1	4				3000		
1033116	四糸乃-技能2-2级-持续时间3级	3	totalTime	30725	1	4				3000		
1033117	四糸乃-技能2-3级-持续时间3级	3	totalTime	30732	1	4				3000		
1033118	四糸乃-技能2-3级-持续时间3级	3	totalTime	30735	1	4				3000		
1033119	四糸乃-技能2-1级-机械伤1级	4	hurtValue652	5060	1	4				200		
1033120	四糸乃-技能2-2级-机械伤1级	4	hurtValue652	5070	1	4				200		
1033121	四糸乃-技能2-3级-机械伤1级	4	hurtValue652	5080	1	4				200		
1033122	四糸乃-技能2-1级-机械伤2级	4	hurtValue652	5060	1	4				400		
1033123	四糸乃-技能2-2级-机械伤2级	4	hurtValue652	5070	1	4				400		
1033124	四糸乃-技能2-3级-机械伤2级	4	hurtValue652	5080	1	4				400		
1033125	四糸乃-技能2-1级-机械伤3级	4	hurtValue652	5060	1	4				600		
1033126	四糸乃-技能2-2级-机械伤3级	4	hurtValue652	5070	1	4				600		
1033127	四糸乃-技能2-3级-机械伤3级	4	hurtValue652	5080	1	4				600		
1033128	四糸乃-技能2-1级-机械伤4级	4	hurtValue652	5060	1	4				800		
1033129	四糸乃-技能2-2级-机械伤4级	4	hurtValue652	5070	1	4				800		
1033130	四糸乃-技能2-3级-机械伤4级	4	hurtValue652	5080	1	4				800		
1033801	四糸乃-技能表现-技能2-1级	1	first	100370	2	4				3071		
1033802	四糸乃-技能表现-技能2-2级	1	first	100370	2	4				3072		
1033803	四糸乃-技能表现-技能2-3级	1	first	100370	2	4				3073		
1034001	四糸乃-必杀-CDR-1级	1	cd	100380	1	4				-500		
1034002	四糸乃-必杀-CDR-2级	1	cd	100380	1	4				-1000		
1034003	四糸乃-必杀-CDR-3级	1	cd	100380	1	4				-1500		
1034004	四糸乃-必杀-0级-普怪伤1级	4	hurtValue654	5090	1	4				500		
1034005	四糸乃-必杀-1级-普怪伤1级	4	hurtValue654	5091	1	4				500		
1034006	四糸乃-必杀-2级-普怪伤1级	4	hurtValue654	5100	1	4				500		
1034007	四糸乃-必杀-3级-普怪伤1级	4	hurtValue654	5101	1	4				500		
1034008	四糸乃-必杀-0级-普怪伤1级	4	hurtValue654	5110	1	4				500		
1034009	四糸乃-必杀-1级-普怪伤1级	4	hurtValue654	5111	1	4				500		
1034010	四糸乃-必杀-2级-普怪伤1级	4	hurtValue654	5120	1	4				500		
1034011	四糸乃-必杀-3级-普怪伤1级	4	hurtValue654	5121	1	4				500		
1034012	四糸乃-必杀-0级-普怪伤2级	4	hurtValue654	5090	1	4				800		
1034013	四糸乃-必杀-1级-普怪伤2级	4	hurtValue654	5091	1	4				800		
1034014	四糸乃-必杀-2级-普怪伤2级	4	hurtValue654	5100	1	4				800		
1034015	四糸乃-必杀-3级-普怪伤2级	4	hurtValue654	5101	1	4				800		
1034016	四糸乃-必杀-0级-普怪伤2级	4	hurtValue654	5110	1	4				800		
1034017	四糸乃-必杀-1级-普怪伤2级	4	hurtValue654	5111	1	4				800		
1034018	四糸乃-必杀-2级-普怪伤2级	4	hurtValue654	5120	1	4				800		
1034019	四糸乃-必杀-3级-普怪伤2级	4	hurtValue654	5121	1	4				800		
1034020	四糸乃-必杀-0级-普怪伤3级	4	hurtValue654	5090	1	4				1200		
1034021	四糸乃-必杀-1级-普怪伤3级	4	hurtValue654	5091	1	4				1200		
1034022	四糸乃-必杀-2级-普怪伤3级	4	hurtValue654	5100	1	4				1200		
1034023	四糸乃-必杀-3级-普怪伤3级	4	hurtValue654	5101	1	4				1200		
1034024	四糸乃-必杀-0级-普怪伤3级	4	hurtValue654	5110	1	4				1200		
1034025	四糸乃-必杀-1级-普怪伤3级	4	hurtValue654	5111	1	4				1200		
1034026	四糸乃-必杀-2级-普怪伤3级	4	hurtValue654	5120	1	4				1200		
1034027	四糸乃-必杀-3级-普怪伤3级	4	hurtValue654	5121	1	4				1200		
1034028	四糸乃-必杀-0级-普怪伤4级	4	hurtValue654	5090	1	4				1500		
1034029	四糸乃-必杀-1级-普怪伤4级	4	hurtValue654	5091	1	4				1500		
1034030	四糸乃-必杀-2级-普怪伤4级	4	hurtValue654	5100	1	4				1500		
1034031	四糸乃-必杀-3级-普怪伤4级	4	hurtValue654	5101	1	4				1500		
1034032	四糸乃-必杀-0级-普怪伤4级	4	hurtValue654	5110	1	4				1500		
1034033	四糸乃-必杀-1级-普怪伤4级	4	hurtValue654	5111	1	4				1500		
1034034	四糸乃-必杀-2级-普怪伤4级	4	hurtValue654	5120	1	4				1500		
1034035	四糸乃-必杀-3级-普怪伤4级	4	hurtValue654	5121	1	4				1500		
1034036	四糸乃-必杀-0级-技能伤1级	4	hurtScale	5090	1	4				0.06		
1034037	四糸乃-必杀-1级-技能伤1级	4	hurtScale	5091	1	4				0.06		
1034038	四糸乃-必杀-2级-技能伤1级	4	hurtScale	5100	1	4				0.06		
1034039	四糸乃-必杀-3级-技能伤1级	4	hurtScale	5101	1	4				0.06		
1034040	四糸乃-必杀-0级-技能伤1级	4	hurtScale	5110	1	4				0.06		
1034041	四糸乃-必杀-1级-技能伤1级	4	hurtScale	5111	1	4				0.06		
1034042	四糸乃-必杀-2级-技能伤1级	4	hurtScale	5120	1	4				0.06		
1034043	四糸乃-必杀-3级-技能伤1级	4	hurtScale	5121	1	4				0.06		
1034044	四糸乃-必杀-0级-技能伤2级	4	hurtScale	5090	1	4				0.09		
1034045	四糸乃-必杀-1级-技能伤2级	4	hurtScale	5091	1	4				0.09		
1034046	四糸乃-必杀-2级-技能伤2级	4	hurtScale	5100	1	4				0.09		
1034047	四糸乃-必杀-3级-技能伤2级	4	hurtScale	5101	1	4				0.09		
1034048	四糸乃-必杀-0级-技能伤2级	4	hurtScale	5110	1	4				0.09		
1034049	四糸乃-必杀-1级-技能伤2级	4	hurtScale	5111	1	4				0.09		
1034050	四糸乃-必杀-2级-技能伤2级	4	hurtScale	5120	1	4				0.09		
1034051	四糸乃-必杀-3级-技能伤2级	4	hurtScale	5121	1	4				0.09		
1034052	四糸乃-必杀-0级-技能伤3级	4	hurtScale	5090	1	4				0.12		
1034053	四糸乃-必杀-1级-技能伤3级	4	hurtScale	5091	1	4				0.12		
1034054	四糸乃-必杀-2级-技能伤3级	4	hurtScale	5100	1	4				0.12		
1034055	四糸乃-必杀-3级-技能伤3级	4	hurtScale	5101	1	4				0.12		
1034056	四糸乃-必杀-0级-技能伤3级	4	hurtScale	5110	1	4				0.12		
1034057	四糸乃-必杀-1级-技能伤3级	4	hurtScale	5111	1	4				0.12		
1034058	四糸乃-必杀-2级-技能伤3级	4	hurtScale	5120	1	4				0.12		
1034059	四糸乃-必杀-3级-技能伤3级	4	hurtScale	5121	1	4				0.12		
1034060	四糸乃-必杀-0级-技能伤4级	4	hurtScale	5090	1	4				0.15		
1034061	四糸乃-必杀-1级-技能伤4级	4	hurtScale	5091	1	4				0.15		
1034062	四糸乃-必杀-2级-技能伤4级	4	hurtScale	5100	1	4				0.15		
1034063	四糸乃-必杀-3级-技能伤4级	4	hurtScale	5101	1	4				0.15		
1034064	四糸乃-必杀-0级-技能伤4级	4	hurtScale	5110	1	4				0.15		
1034065	四糸乃-必杀-1级-技能伤4级	4	hurtScale	5111	1	4				0.15		
1034066	四糸乃-必杀-2级-技能伤4级	4	hurtScale	5120	1	4				0.15		
1034067	四糸乃-必杀-3级-技能伤4级	4	hurtScale	5121	1	4				0.15		
1034068	四糸乃-必杀-0级-穿透率1级	4	hurtValue503	5090	1	4				300		
1034069	四糸乃-必杀-1级-穿透率1级	4	hurtValue503	5091	1	4				300		
1034070	四糸乃-必杀-2级-穿透率1级	4	hurtValue503	5100	1	4				300		
1034071	四糸乃-必杀-3级-穿透率1级	4	hurtValue503	5101	1	4				300		
1034072	四糸乃-必杀-0级-穿透率1级	4	hurtValue503	5110	1	4				300		
1034073	四糸乃-必杀-1级-穿透率1级	4	hurtValue503	5111	1	4				300		
1034074	四糸乃-必杀-2级-穿透率1级	4	hurtValue503	5120	1	4				300		
1034075	四糸乃-必杀-3级-穿透率1级	4	hurtValue503	5121	1	4				300		
1034076	四糸乃-必杀-0级-穿透率2级	4	hurtValue503	5090	1	4				500		
1034077	四糸乃-必杀-1级-穿透率2级	4	hurtValue503	5091	1	4				500		
1034078	四糸乃-必杀-2级-穿透率2级	4	hurtValue503	5100	1	4				500		
1034079	四糸乃-必杀-3级-穿透率2级	4	hurtValue503	5101	1	4				500		
1034080	四糸乃-必杀-0级-穿透率2级	4	hurtValue503	5110	1	4				500		
1034081	四糸乃-必杀-1级-穿透率2级	4	hurtValue503	5111	1	4				500		
1034082	四糸乃-必杀-2级-穿透率2级	4	hurtValue503	5120	1	4				500		
1034083	四糸乃-必杀-3级-穿透率2级	4	hurtValue503	5121	1	4				500		
1034084	四糸乃-必杀-0级-穿透率3级	4	hurtValue503	5090	1	4				700		
1034085	四糸乃-必杀-1级-穿透率3级	4	hurtValue503	5091	1	4				700		
1034086	四糸乃-必杀-2级-穿透率3级	4	hurtValue503	5100	1	4				700		
1034087	四糸乃-必杀-3级-穿透率3级	4	hurtValue503	5101	1	4				700		
1034088	四糸乃-必杀-0级-穿透率3级	4	hurtValue503	5110	1	4				700		
1034089	四糸乃-必杀-1级-穿透率3级	4	hurtValue503	5111	1	4				700		
1034090	四糸乃-必杀-2级-穿透率3级	4	hurtValue503	5120	1	4				700		
1034091	四糸乃-必杀-3级-穿透率3级	4	hurtValue503	5121	1	4				700		
1034092	四糸乃-必杀-0级-穿透率4级	4	hurtValue503	5090	1	4				1000		
1034093	四糸乃-必杀-1级-穿透率4级	4	hurtValue503	5091	1	4				1000		
1034094	四糸乃-必杀-2级-穿透率4级	4	hurtValue503	5100	1	4				1000		
1034095	四糸乃-必杀-3级-穿透率4级	4	hurtValue503	5101	1	4				1000		
1034096	四糸乃-必杀-0级-穿透率4级	4	hurtValue503	5110	1	4				1000		
1034097	四糸乃-必杀-1级-穿透率4级	4	hurtValue503	5111	1	4				1000		
1034098	四糸乃-必杀-2级-穿透率4级	4	hurtValue503	5120	1	4				1000		
1034099	四糸乃-必杀-3级-穿透率4级	4	hurtValue503	5121	1	4				1000		
1034100	四糸乃-必杀-0级-持续时间1级	3	totalTime	30802	1	4				1000		
1034101	四糸乃-必杀-1级-持续时间1级	3	totalTime	30812	1	4				1000		
1034102	四糸乃-必杀-1级-持续时间1级	3	totalTime	30813	1	4				1000		
1034103	四糸乃-必杀-2级-持续时间1级	3	totalTime	30822	1	4				1000		
1034104	四糸乃-必杀-2级-持续时间1级	3	totalTime	30823	1	4				1000		
1034105	四糸乃-必杀-3级-持续时间1级	3	totalTime	30831	1	4				1000		
1034106	四糸乃-必杀-0级-持续时间2级	3	totalTime	30802	1	4				2000		
1034107	四糸乃-必杀-1级-持续时间2级	3	totalTime	30812	1	4				2000		
1034108	四糸乃-必杀-1级-持续时间2级	3	totalTime	30813	1	4				2000		
1034109	四糸乃-必杀-2级-持续时间2级	3	totalTime	30822	1	4				2000		
1034110	四糸乃-必杀-2级-持续时间2级	3	totalTime	30823	1	4				2000		
1034111	四糸乃-必杀-3级-持续时间2级	3	totalTime	30831	1	4				2000		
1034112	四糸乃-必杀-0级-持续时间3级	3	totalTime	30802	1	4				3000		
1034113	四糸乃-必杀-1级-持续时间3级	3	totalTime	30812	1	4				3000		
1034114	四糸乃-必杀-1级-持续时间3级	3	totalTime	30813	1	4				3000		
1034115	四糸乃-必杀-2级-持续时间3级	3	totalTime	30822	1	4				3000		
1034116	四糸乃-必杀-2级-持续时间3级	3	totalTime	30823	1	4				3000		
1034117	四糸乃-必杀-3级-持续时间3级	3	totalTime	30831	1	4				3000		
1034118	四糸乃-必杀-0级-机械伤1级	4	hurtValue652	5090	1	4				200		
1034119	四糸乃-必杀-1级-机械伤1级	4	hurtValue652	5091	1	4				200		
1034120	四糸乃-必杀-2级-机械伤1级	4	hurtValue652	5100	1	4				200		
1034121	四糸乃-必杀-3级-机械伤1级	4	hurtValue652	5101	1	4				200		
1034122	四糸乃-必杀-0级-机械伤1级	4	hurtValue652	5110	1	4				200		
1034123	四糸乃-必杀-1级-机械伤1级	4	hurtValue652	5111	1	4				200		
1034124	四糸乃-必杀-2级-机械伤1级	4	hurtValue652	5120	1	4				200		
1034125	四糸乃-必杀-3级-机械伤1级	4	hurtValue652	5121	1	4				200		
1034126	四糸乃-必杀-0级-机械伤2级	4	hurtValue652	5090	1	4				400		
1034127	四糸乃-必杀-1级-机械伤2级	4	hurtValue652	5091	1	4				400		
1034128	四糸乃-必杀-2级-机械伤2级	4	hurtValue652	5100	1	4				400		
1034129	四糸乃-必杀-3级-机械伤2级	4	hurtValue652	5101	1	4				400		
1034130	四糸乃-必杀-0级-机械伤2级	4	hurtValue652	5110	1	4				400		
1034131	四糸乃-必杀-1级-机械伤2级	4	hurtValue652	5111	1	4				400		
