id	关卡名策划看	关卡类型(1-战斗，2-约会，3-城市约会，11-卡巴拉活动关卡)	玩法模式(1-常规，2-飞行，3-撞击，约会关卡不填)	前置关卡id	是否为free关	约会ID(读取约会表中的ID)	剧情简介	每卷最后1个主线剧情关卡(填1做标识)	关卡点位(1个wave中每个关卡布局点)	所属关卡组ID	精灵限定类型(0-无限定/禁用；1-不能编入自己的精灵；2-可以编入自己的精灵；3-禁用精灵；)	限定精灵ID(读取heroLimitforDungeon表ID)	禁用精灵ID(读取hero表中ID)	刷怪组id	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	背景音乐	显示顺序	难度	地图摄像机修正Z	地图摄像机修正X(x1-x2，x1为向左扩大，x2为向右扩大)	关卡时长	关卡名字（暂时没用此字段）	关卡简名（获取系统用）	关卡分级名字	关卡图标	关卡图标上奖励展示	关卡图片	关卡图片(约会关卡用此字段配置关卡场景展示缩略图)	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	刷怪备注(策划看)	通关条件类型(1歼灭，2生存，3击杀具体怪物，4击杀怪物类型，5击杀怪物数量，6防守)	通关条件参数(歼灭不填，生存x秒内存活，怪物ID及数量x，怪物敌人类型及数量x，怪物总量x)	通关条件描述	通关条件开场描述	挑战类型(1通关，2连击数，3通关时间小于，4损失血量低于x%，5死亡人数小于x，6受击次数小于x，7倒地次数小于x，8使用x次觉醒技能，9使用角色出场技击败x个敌人，10选择一个助战角色，11队伍中包含某角色，12每x秒至少击杀1名敌人，13队伍中所有精灵使用技能总次数不超过x，14队伍中不能有精灵阵亡，21-达到约会评分等级，22-完成特定结局)	挑战参数（类型为1通关时，参数配置为1）	挑战描述	首通奖励展示	关卡掉落展示	进入等级	消耗资源	可进入次数	是否可以开启决斗模式	开启决斗模式消耗资源	决斗模式奖励倍数	决斗模式下的怪物技能	是否可以一次性挑战多次	快速挑战参数{挑战次数:解锁星星条件}	奖励	首通奖励	是否播放关卡开场默认动作	是否播放胜利动作
207525	第7章困难5-5	1	1	107528-207524					[37,[1,2]]	7005				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	2			300				icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510103-510153	510224-570002-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220725	60120725	1	1
301101	第1章地狱1-1	1	1	201210					[30,[1,2]]	1001				111101-111102-111103-111104	2_tiantai	1201	sound/battle_sound/battle_004.mp3	1	3			300	300301			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+循环	1	[[2]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510217-510104-510154	510217-510157-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230101	60130101	1	1
301102	第1章地狱1-2	1	1	201210-301101					[20,[3]]	1001				111201-111202-111203-111204	2_xuexiaocaochang	1202	sound/battle_sound/battle_001.mp3	2	3			300	300302			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[2]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510218-510104-510154	510218-510232-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230102	60130102	1	1
301103	第1章地狱1-3	1	1	201210-301102					[49,[4]]	1001				111301-111302-111303-111304	2_hedao	1203	sound/battle_sound/battle_002.mp3	3	3			300	300303			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8003	3	300903	常规+极限+常规	1	[[2]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510301-510104-510154	510219-510301-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230103	60130103	1	1
301204	第1章地狱2-1	1	1	201210-301103					[30,[5,6]]	1002				111401-111402-111403-111404	2_bingfengjiedao	1204	sound/battle_sound/battle_003.mp3	1	3			300	300304			icon/fuben/levelIcon/Dating/tiantai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png				定时(怪物易进攻)	1	[[2]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510220-510104-510154	510220-510107-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230104	60130104	1	1
301205	第1章地狱2-2	1	1	201210-301204					[46,[4]]	1002				111501-111502-111503-111504	2_tiantai	1205	sound/battle_sound/battle_004.mp3	2	3			300	300305			icon/fuben/levelIcon/Dungeon/feixingguanqia_2.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png	8004	1	300904		1	[[2]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510221-510104-510154	510221-510231-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230105	60130105	1	1
301206	第1章地狱2-3	1	1	201210-301205					[23,[3]]	1002				111601-111602-111603-111604	2_xuexiaocaochang	1206	sound/battle_sound/battle_001.mp3	3	3			300	300301			icon/fuben/levelIcon/Dungeon/jiaowai_2.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png					1	[[2]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510301-510104-510154	510222-510301-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230106	60130106	1	1
302101	第2章地狱1-1	1	1	202315-301206					[29,[1,2]]	2001				211101-211102-211103-211104	2_xuexiaocaochang	2201	sound/battle_sound/battle_004.mp3	1	3			300	300301			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510223-510104-510154	510223-510157-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230201	60130201	1	1
302102	第2章地狱1-2	1	1	202315-302101					[19,[3]]	2001				211201-211202-211203-211204	2_hedao	2202	sound/battle_sound/battle_001.mp3	2	3			300	300302			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png	8009	1	300909	常规+循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510224-510104-510154	510224-510230-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230202	60130202	1	1
302103	第2章地狱1-3	1	1	202315-302102					[48,[4]]	2001				211301-211302-211303-211304	2_bingfengjiedao	2203	sound/battle_sound/battle_002.mp3	3	3			300	300303			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png				极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510306-510104-510154	510217-510306-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230203	60130203	1	1
302204	第2章地狱2-1	1	1	202315-302103					[30,[1,2]]	2002				211401-211402-211403-211404	2_tiantai	2204	sound/battle_sound/battle_003.mp3	1	3			300	300304			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510218-510104-510154	510218-510107-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230204	60130204	1	1
302205	第2章地狱2-2	1	1	202315-302204					[33,[5,6]]	2002				211501-211502-211503-211504	2_xuexiaocaochang	2205	sound/battle_sound/battle_004.mp3	2	3			300	300305			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png	8007	3	300907	常规+定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510219-510104-510154	510219-510229-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230205	60130205	1	1
302206	第2章地狱2-3	1	1	202315-302205					[36,[1,2]]	2002				211601-211602-211603-211604	2_hedao	2206	sound/battle_sound/battle_001.mp3	3	3			300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510306-510104-510154	510220-510306-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230206	60130206	1	1
302307	第2章地狱3-1	1	1	202315-302206					[30,[5,6]]	2003				211701-211702-211703-211704	2_bingfengjiedao	2207	sound/battle_sound/battle_002.mp3	1	3			300	300302			icon/fuben/levelIcon/Dating/tiantai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png				常规+极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510221-510104-510154	510221-510157-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230207	60130207	1	1
302308	第2章地狱3-2	1	1	202315-302307					[46,[4]]	2003				211801-211802-211803-211804	2_tiantai	2208	sound/battle_sound/battle_003.mp3	2	3			300	300303			icon/fuben/levelIcon/Dungeon/feixingguanqia_2.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png	8008	1	300908		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510222-510104-510154	510222-510228-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230208	60130208	1	1
302309	第2章地狱3-3	1	1	202315-302308					[23,[3]]	2003				211901-211902-211903-211904	2_xuexiaocaochang	2209	sound/battle_sound/battle_004.mp3	3	3			300	300304			icon/fuben/levelIcon/Dungeon/jiaowai_2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+常规+循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510306-510104-510154	510223-510306-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230209	60130209	1	1
303101	第3章地狱1-1	1	1	203315-302309					[30,[1,2]]	3001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300301			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8005	3	300905	常规+极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510224-510104-510154	510224-510107-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230301	60130301	1	1
303102	第3章地狱1-2	1	1	203315-303101					[20,[3]]	3001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300302			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510217-510104-510154	510217-510227-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230302	60130302	1	1
303103	第3章地狱1-3	1	1	203315-303102					[49,[4]]	3001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300303			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png				循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510309-510104-510154	510218-510309-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230303	60130303	1	1
303204	第3章地狱2-1	1	1	203315-303103					[30,[5,6]]	3002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300304			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png	8001	1	300901	定时(怪物易进攻)	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510219-510104-510154	510219-510157-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230304	60130304	1	1
303205	第3章地狱2-2	1	1	203315-303204					[46,[4]]	3002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300305			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510220-510104-510154	510220-510226-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230305	60130305	1	1
303206	第3章地狱2-3	1	1	203315-303205					[23,[3]]	3002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8003	3	300903		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510309-510104-510154	510221-510309-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230306	60130306	1	1
303307	第3章地狱3-1	1	1	203315-303206					[30,[1,2]]	3003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300302			icon/fuben/levelIcon/Dating/tiantai.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png				常规+极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510222-510104-510154	510222-510107-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230307	60130307	1	1
303308	第3章地狱3-2	1	1	203315-303307					[33,[5,6]]	3003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300303			icon/fuben/levelIcon/Dungeon/feixingguanqia_2.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png				循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510223-510104-510154	510223-510225-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230308	60130308	1	1
303309	第3章地狱3-3	1	1	203315-303308					[36,[1,2]]	3003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300304			icon/fuben/levelIcon/Dungeon/jiaowai_2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png	8006	3	300906		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510309-510104-510154	510224-510309-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230309	60130309	1	1
304101	第4章地狱1-1	1	1	204315-303309					[30,[5,6]]	4001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300301			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8007	3	300907		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510225-510104-510154	510225-510240-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230401	60130401	1	1
304102	第4章地狱1-2	1	1	204315-304101					[33,[1,2]]	4001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300302			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+常规+定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510226-510104-510154	510226-510239-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230402	60130402	1	1
304103	第4章地狱1-3	1	1	204315-304102					[36,[5,6]]	4001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300303			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510304-510104-510154	510227-510304-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230403	60130403	1	1
304204	第4章地狱2-1	1	1	204315-304103					[30,[1,2]]	4002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	3			300	300304			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510228-510104-510154	510228-510238-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230404	60130404	1	1
304205	第4章地狱2-2	1	1	204315-304204					[46,[4]]	4002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	3			300	300305			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8008	1	300908		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510229-510104-510154	510229-510237-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230405	60130405	1	1
304206	第4章地狱2-3	1	1	204315-304205					[23,[3]]	4002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510304-510104-510154	510230-510304-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230406	60130406	1	1
304307	第4章地狱3-1	1	1	204315-304206					[30,[5,6]]	4003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300302			icon/fuben/levelIcon/Dating/tiantai.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8004	1	300904	极限(怪物易进攻)	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510231-510104-510154	510231-510236-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230407	60130407	1	1
304308	第4章地狱3-2	1	1	204315-304307					[20,[3]]	4003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300303			icon/fuben/levelIcon/Dungeon/feixingguanqia_2.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png				常规+常规+循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510232-510104-510154	510232-510235-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230408	60130408	1	1
304309	第4章地狱3-3	1	1	204315-304308					[49,[4]]	4003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	3			300	300304			icon/fuben/levelIcon/Dungeon/jiaowai_2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png	8002	1	300902		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510304-510104-510154	510225-510304-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230409	60130409	1	1
305101	第5章地狱1-1	1	1	205420-304309					[30,[1,2]]	5001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png				常规+定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510226-510104-510154	510226-510234-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230501	60130501	1	1
305102	第5章地狱1-2	1	1	205420-305101					[46,[4]]	5001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300302			icon/fuben/levelIcon/Dating/tiantai.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8005	3	300905		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510227-510104-510154	510227-510233-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230502	60130502	1	1
305103	第5章地狱1-3	1	1	205420-305102					[23,[3]]	5001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300303			icon/fuben/levelIcon/Dungeon/feixingguanqia_2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510311-510104-510154	510228-510311-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230503	60130503	1	1
305204	第5章地狱2-1	1	1	205420-305103					[30,[5,6]]	5002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300304			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png				常规+循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510229-510104-510154	510229-510240-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230504	60130504	1	1
305205	第5章地狱2-2	1	1	205420-305204					[20,[3]]	5002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300305			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8008	1	300908		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510230-510104-510154	510230-510239-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230505	60130505	1	1
305206	第5章地狱2-3	1	1	205420-305205					[49,[4]]	5002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300301			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510312-510104-510154	510231-510312-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230506	60130506	1	1
305307	第5章地狱3-1	1	1	205420-305206					[30,[5,6]]	5003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300302			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png				定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510232-510104-510154	510232-510238-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230507	60130507	1	1
305308	第5章地狱3-2	1	1	205420-305307					[33,[1,2]]	5003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300303			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8001	1	300901		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510225-510104-510154	510225-510236-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230508	60130508	1	1
305309	第5章地狱3-3	1	1	205420-305308					[36,[5,6]]	5003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300304			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510311-510104-510154	510226-510311-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230509	60130509	1	1
305410	第5章地狱4-1	1	1	205420-305309					[30,[1,2]]	5004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300305			icon/fuben/levelIcon/Dating/tiantai.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png	8006	3	300906		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510227-510104-510154	510227-510236-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230510	60130510	1	1
305411	第5章地狱4-2	1	1	205420-305410					[20,[3]]	5004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300				icon/fuben/levelIcon/Dungeon/feixingguanqia_2.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510228-510104-510154	510228-510235-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230511	60130511	1	1
305412	第5章地狱4-3	1	1	205420-305411					[49,[4]]	5004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300				icon/fuben/levelIcon/Dungeon/jiaowai_2.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510312-510104-510154	510229-510312-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230512	60130512	1	1
