id	排序	所属日期（1~7分别对应周1~周日）	刷怪组id	关卡等级(刷出怪物的等级，不用刷怪器中的怪物等级)	难度(1-普通关卡，2-BOSS关卡)	关卡类型(1-Boss，2-精灵，3-精英，4-杂兵)	地图ID	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	关卡时长	地图摄像机修正	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	通关条件类型(1歼灭，暂无其他通关条件类型)	通关条件参数	背景音乐	关卡掉落展示	进入等级	消耗资源	可进入次数	奖励	层数奖励	模式名字	模式描述	推荐攻略描述
103038	38	3	3000112-3000113-3000114	38	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641038	{500001:8000,500002:40,570005:8}	300843	300853	300863
103039	39	3	3000115-3000116	39	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641039	{500001:8000,500002:40,570005:8}	300843	300853	300863
103040	40	3	4000001	40	2	1	12	Zudui_01	101001	180	270	8103	3	300903	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641040	{500001:8000,500002:40,570005:8}	300843	300853	300863
103041	41	3	3000121-3000122-3000123	41	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641041	{500001:10000,500002:50,570005:10}	300843	300853	300863
103042	42	3	3000124-3000125	42	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641042	{500001:10000,500002:50,570005:10}	300843	300853	300863
103043	43	3	3000127-3000128	43	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641043	{500001:10000,500002:50,570005:10}	300843	300853	300863
103044	44	3	3000130-3000131-3000132	44	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641044	{500001:10000,500002:50,570005:10}	300843	300853	300863
103045	45	3	3000133-3000134	45	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641045	{500001:10000,500002:50,570005:10}	300843	300853	300863
103046	46	3	3000136-3000137-3000138	46	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641046	{500001:10000,500002:50,570005:10}	300843	300853	300863
103047	47	3	3000139-3000140	47	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641047	{500001:10000,500002:50,570005:10}	300843	300853	300863
103048	48	3	3000142-3000143-3000144	48	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641048	{500001:10000,500002:50,570005:10}	300843	300853	300863
103049	49	3	3000145-3000146	49	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641049	{500001:10000,500002:50,570005:10}	300843	300853	300863
103050	50	3	4000001	50	2	1	12	Zudui_01	101001	180	270	8103	3	300903	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641050	{500001:10000,500002:50,570005:10}	300843	300853	300863
103051	51	3	3000151-3000152-3000153	51	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641051	{500001:12000,500002:60,570005:12}	300843	300853	300863
103052	52	3	3000154-3000155-3000156	52	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641052	{500001:12000,500002:60,570005:12}	300843	300853	300863
103053	53	3	3000157-3000158	53	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641053	{500001:12000,500002:60,570005:12}	300843	300853	300863
103054	54	3	3000160-3000161-3000162	54	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641054	{500001:12000,500002:60,570005:12}	300843	300853	300863
103055	55	3	3000163-3000164	55	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641055	{500001:12000,500002:60,570005:12}	300843	300853	300863
103056	56	3	3000166-3000167-3000168	56	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641056	{500001:12000,500002:60,570005:12}	300843	300853	300863
103057	57	3	3000169-3000170	57	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641057	{500001:12000,500002:60,570005:12}	300843	300853	300863
103058	58	3	3000172-3000173-3000174	58	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641058	{500001:12000,500002:60,570005:12}	300843	300853	300863
103059	59	3	3000175-3000176	59	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641059	{500001:12000,500002:60,570005:12}	300843	300853	300863
103060	60	3	4000001	60	2	1	12	Zudui_01	101001	180	270	8103	3	300903	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641060	{500001:12000,500002:60,570005:12}	300843	300853	300863
103061	61	3	3000181-3000182	61	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641061	{500001:14000,500002:70,570005:14}	300843	300853	300863
103062	62	3	3000184-3000185-3000186	62	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641062	{500001:14000,500002:70,570005:14}	300843	300853	300863
103063	63	3	3000187-3000188	63	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641063	{500001:14000,500002:70,570005:14}	300843	300853	300863
103064	64	3	3000190-3000191-3000192	64	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641064	{500001:14000,500002:70,570005:14}	300843	300853	300863
103065	65	3	3000193-3000194-3000195	65	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641065	{500001:14000,500002:70,570005:14}	300843	300853	300863
103066	66	3	3000196-3000197	66	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641066	{500001:14000,500002:70,570005:14}	300843	300853	300863
103067	67	3	3000199-3000200	67	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641067	{500001:14000,500002:70,570005:14}	300843	300853	300863
103068	68	3	3000202-3000203-3000204	68	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641068	{500001:14000,500002:70,570005:14}	300843	300853	300863
103069	69	3	3000205-3000206	69	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641069	{500001:14000,500002:70,570005:14}	300843	300853	300863
103070	70	3	4000001	70	2	1	12	Zudui_01	101001	180	270	8103	3	300903	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641070	{500001:14000,500002:70,570005:14}	300843	300853	300863
103071	71	3	3000211-3000212-3000213	71	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641071	{500001:16000,500002:80,570005:16}	300843	300853	300863
103072	72	3	3000214-3000215-3000216	72	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641072	{500001:16000,500002:80,570005:16}	300843	300853	300863
103073	73	3	3000217-3000218	73	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641073	{500001:16000,500002:80,570005:16}	300843	300853	300863
103074	74	3	3000220-3000221	74	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641074	{500001:16000,500002:80,570005:16}	300843	300853	300863
103075	75	3	3000223-3000224-3000225	75	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641075	{500001:16000,500002:80,570005:16}	300843	300853	300863
103076	76	3	3000226-3000227	76	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641076	{500001:16000,500002:80,570005:16}	300843	300853	300863
103077	77	3	3000229-3000230-3000231	77	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641077	{500001:16000,500002:80,570005:16}	300843	300853	300863
103078	78	3	3000232-3000233	78	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641078	{500001:16000,500002:80,570005:16}	300843	300853	300863
103079	79	3	3000235-3000236	79	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641079	{500001:16000,500002:80,570005:16}	300843	300853	300863
103080	80	3	4000001	80	2	1	12	Zudui_01	101001	180	270	8103	3	300903	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641080	{500001:16000,500002:80,570005:16}	300843	300853	300863
103081	81	3	3000241-3000242-3000243	81	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641081	{500001:18000,500002:90,570005:18}	300843	300853	300863
103082	82	3	3000244-3000245-3000246	82	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641082	{500001:18000,500002:90,570005:18}	300843	300853	300863
103083	83	3	3000247-3000248	83	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641083	{500001:18000,500002:90,570005:18}	300843	300853	300863
103084	84	3	3000250-3000251-3000252	84	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641084	{500001:18000,500002:90,570005:18}	300843	300853	300863
103085	85	3	3000253-3000254	85	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641085	{500001:18000,500002:90,570005:18}	300843	300853	300863
103086	86	3	3000256-3000257-3000258	86	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641086	{500001:18000,500002:90,570005:18}	300843	300853	300863
103087	87	3	3000259-3000260	87	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641087	{500001:18000,500002:90,570005:18}	300843	300853	300863
103088	88	3	3000262-3000263-3000264	88	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641088	{500001:18000,500002:90,570005:18}	300843	300853	300863
103089	89	3	3000265-3000266	89	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641089	{500001:18000,500002:90,570005:18}	300843	300853	300863
103090	90	3	4000001	90	2	1	12	Zudui_01	101001	180	270	8103	3	300903	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641090	{500001:18000,500002:90,570005:18}	300843	300853	300863
103091	91	3	3000271-3000272-3000273	91	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641091	{500001:20000,500002:100,570005:20}	300843	300853	300863
103092	92	3	3000274-3000275-3000276	92	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641092	{500001:20000,500002:100,570005:20}	300843	300853	300863
103093	93	3	3000277-3000278	93	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641093	{500001:20000,500002:100,570005:20}	300843	300853	300863
103094	94	3	3000280-3000281-3000282	94	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641094	{500001:20000,500002:100,570005:20}	300843	300853	300863
103095	95	3	3000283-3000284-3000285	95	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641095	{500001:20000,500002:100,570005:20}	300843	300853	300863
103096	96	3	3000286-3000287	96	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641096	{500001:20000,500002:100,570005:20}	300843	300853	300863
103097	97	3	3000289-3000290-3000291	97	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641097	{500001:20000,500002:100,570005:20}	300843	300853	300863
103098	98	3	3000292-3000293-3000294	98	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641098	{500001:20000,500002:100,570005:20}	300843	300853	300863
103099	99	3	3000295-3000296	99	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641099	{500001:20000,500002:100,570005:20}	300843	300853	300863
103100	100	3	4000001	100	2	1	12	Zudui_01	101001	180	270	8103	3	300903	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641100	{500001:20000,500002:100,570005:20}	300843	300853	300863
103101	101	3	3000301-3000302	101	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641001	{500001:2000,500002:10,570005:2}	300843	300853	300863
103102	102	3	3000304-3000305-3000306	102	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641002	{500001:2000,500002:10,570005:2}	300843	300853	300863
103103	103	3	3000307-3000308	103	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641003	{500001:2000,500002:10,570005:2}	300843	300853	300863
103104	104	3	3000310-3000311-3000312	104	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641004	{500001:2000,500002:10,570005:2}	300843	300853	300863
103105	105	3	3000313-3000314-3000315	105	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641005	{500001:2000,500002:10,570005:2}	300843	300853	300863
103106	106	3	3000316-3000317	106	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641006	{500001:2000,500002:10,570005:2}	300843	300853	300863
103107	107	3	3000319-3000320-3000321	107	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641007	{500001:2000,500002:10,570005:2}	300843	300853	300863
103108	108	3	3000322-3000323	108	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641008	{500001:2000,500002:10,570005:2}	300843	300853	300863
103109	109	3	3000325-3000326-3000327	109	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641009	{500001:2000,500002:10,570005:2}	300843	300853	300863
103110	110	3	3000328	110	2	1	12	Zudui_01	101001	180	270	8103	3	300903	4	[[40001,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641010	{500001:2000,500002:10,570005:2}	300843	300853	300863
103111	111	3	3000331-3000332-3000333	111	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641011	{500001:4000,500002:20,570005:4}	300843	300853	300863
103112	112	3	3000334-3000335-3000336	112	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641012	{500001:4000,500002:20,570005:4}	300843	300853	300863
103113	113	3	3000337-3000338	113	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641013	{500001:4000,500002:20,570005:4}	300843	300853	300863
103114	114	3	3000340-3000341-3000342	114	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641014	{500001:4000,500002:20,570005:4}	300843	300853	300863
103115	115	3	3000343-3000344	115	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641015	{500001:4000,500002:20,570005:4}	300843	300853	300863
103116	116	3	3000346-3000347-3000348	116	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641016	{500001:4000,500002:20,570005:4}	300843	300853	300863
103117	117	3	3000349-3000350	117	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641017	{500001:4000,500002:20,570005:4}	300843	300853	300863
103118	118	3	3000352-3000353-3000354	118	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641018	{500001:4000,500002:20,570005:4}	300843	300853	300863
103119	119	3	3000355-3000356	119	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641019	{500001:4000,500002:20,570005:4}	300843	300853	300863
103120	120	3	3000358	120	2	1	12	Zudui_01	101001	180	270	8103	3	300903	4	[[40004,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641020	{500001:4000,500002:20,570005:4}	300843	300853	300863
103121	121	3	3000361-3000362-3000363	121	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641021	{500001:6000,500002:30,570005:6}	300843	300853	300863
103122	122	3	3000364-3000365	122	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641022	{500001:6000,500002:30,570005:6}	300843	300853	300863
103123	123	3	3000367-3000368-3000369	123	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641023	{500001:6000,500002:30,570005:6}	300843	300853	300863
103124	124	3	3000370-3000371-3000372	124	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641024	{500001:6000,500002:30,570005:6}	300843	300853	300863
103125	125	3	3000373-3000374	125	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641025	{500001:6000,500002:30,570005:6}	300843	300853	300863
103126	126	3	3000376-3000377-3000378	126	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641026	{500001:6000,500002:30,570005:6}	300843	300853	300863
103127	127	3	3000379-3000380	127	1	2	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641027	{500001:6000,500002:30,570005:6}	300843	300853	300863
103128	128	3	3000382-3000383-3000384	128	1	3	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641028	{500001:6000,500002:30,570005:6}	300843	300853	300863
103129	129	3	3000385-3000386	129	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641029	{500001:6000,500002:30,570005:6}	300843	300853	300863
103130	130	3	3000388	130	2	1	12	Zudui_01	101001	180	270	8103	3	300903	4	[[40005,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641030	{500001:6000,500002:30,570005:6}	300843	300853	300863
103131	131	3	3000391-3000392-3000393	131	1	4	13-16	4_wujin_DEM002	101001	180		8103	3	300903	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641031	{500001:8000,500002:40,570005:8}	300843	300853	300863
