id	兼职名称	兼职名称	条件	兼职稀有度	消耗精力	完成所需时间	奖励	固定奖励	随机奖励	属性奖励	兼职经验奖励	限制时间
104041	花店-兼职1（5星）	920291	104-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533107,"num":40},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533205,"num":0,"min":1,"max":5,"weight":5000},{"id":533206,"num":0,"min":1,"max":5,"weight":5000},{"id":533303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533107:40,500019:2}	500002-533205-533206-533303	{500019:2}	40	0
104042	花店-兼职2（5星）	920292	104-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533108,"num":40},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533205,"num":0,"min":1,"max":5,"weight":5000},{"id":533206,"num":0,"min":1,"max":5,"weight":5000},{"id":533303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533108:40,500019:2}	500002-533205-533206-533303	{500019:2}	40	0
104043	花店-兼职3（5星）	920293	104-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533109,"num":40},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533205,"num":0,"min":1,"max":5,"weight":5000},{"id":533206,"num":0,"min":1,"max":5,"weight":5000},{"id":533303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533109:40,500023:2}	500002-533205-533206-533303	{500023:2}	40	0
104044	花店-兼职4（5星）	920294	104-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533107,"num":40},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533205,"num":0,"min":1,"max":5,"weight":5000},{"id":533206,"num":0,"min":1,"max":5,"weight":5000},{"id":533303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533107:40,500023:2}	500002-533205-533206-533303	{500023:2}	40	0
104045	花店-兼职5（5星）	920295	104-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533108,"num":40},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533205,"num":0,"min":1,"max":5,"weight":5000},{"id":533206,"num":0,"min":1,"max":5,"weight":5000},{"id":533303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533108:40,500020:2}	500002-533205-533206-533303	{500020:2}	40	0
104046	花店-兼职6（5星）	920296	104-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533109,"num":40},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533205,"num":0,"min":1,"max":5,"weight":5000},{"id":533206,"num":0,"min":1,"max":5,"weight":5000},{"id":533303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533109:40,500020:2}	500002-533205-533206-533303	{500020:2}	40	0
104047	花店-兼职7（5星）	920297	104-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533107,"num":24},{"id":533109,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533205,"num":0,"min":1,"max":5,"weight":5000},{"id":533206,"num":0,"min":1,"max":5,"weight":5000},{"id":533303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533107:24,533109:24}	500002-533205-533206-533303		40	0
104048	花店-兼职8（5星）	920298	104-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533108,"num":24},{"id":533107,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533205,"num":0,"min":1,"max":5,"weight":5000},{"id":533206,"num":0,"min":1,"max":5,"weight":5000},{"id":533303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533108:24,533107:24}	500002-533205-533206-533303		40	1
104049	花店-兼职9（5星）	920299	104-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533109,"num":24},{"id":533108,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533205,"num":0,"min":1,"max":5,"weight":5000},{"id":533206,"num":0,"min":1,"max":5,"weight":5000},{"id":533303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533109:24,533108:24}	500002-533205-533206-533303		40	1
104050	花店-兼职10（5星）	920300	104-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533107,"num":16},{"id":533108,"num":16},{"id":533109,"num":16}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533205,"num":0,"min":1,"max":5,"weight":5000},{"id":533206,"num":0,"min":1,"max":5,"weight":5000},{"id":533303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533107:16,533108:16,533109:16}	500002-533205-533206-533303		40	0
