特效ID	名字（策划看）	特效触发事件名	特效资源名	动画名称	固定特效朝向（包括固定特效朝向，或子弹飞行方向，不填则为释放者朝向，填1则固定X轴正方向，填2则固定X轴负方向）	特效颜色叠加	触发新特效几率	触发新特效	气浪强度（0为关闭，最强100）	是否循环	渲染层级(0在角色下层，1在人物上层，2根据地图Y值排序)	碰撞类型(0矩形，1多边形)	碰撞范围Y轴修正	碰撞区域	缩放	特效类型（1普通型，2放出型）	牵引类型，放出型特效没有牵引数据（0或不填表示没有牵引，1推吸类型，2固定方向）	牵引速度X（推吸类型，只填写X轴正负速度值，正推负吸。固定方向类型，填写XY轴速度）	牵引速度Y	伤害方式判定（0不进行伤害判定，1根据hurt帧事件判定，2碰撞即算伤害）	伤害触发	是否开启地图蒙板	父节点(1触发者,2目标,3地图,4UI层)	特效是否跟随触发动作(0不删除，1删除)	播放位置（0随施法者1目标位置2施法者挂点3施法者位置4目标挂点5随机位置）	播放位置偏移X（单位像素，正前负后）	播放位置偏移Y（0与角色Y轴一致。1~10为可行走区域的10条路）	挂点骨骼名称（不填为spine原点。）	目标选择（0无，1自身，2随机敌人，3最近的敌人，4最远的敌人，5随机地面点）	目标选择范围（以自身为基点，配置x_y_w_h。来确定一个矩形范围。xy为矩形起点坐标，wh为框大小）	目标选择数量	跟踪方式（0直线，1始终跟踪，2角度跟踪，3追踪目标位置，angle,4圆形，5S曲线，6折射，7直线角度，8贝塞尔曲线目标位置,10贝赛尔曲线固定位置）	直线飞行子弹的角度	圆形和S曲线飞行半径	折射时间	贝塞尔曲线高度	命中数量回收(发射型特效生效。0或不填为不回收。其他数字为命中该数量后回收)	自动触发特效（特效结束or回收时，自动播放下一个特效）	特效速度（包含贝塞尔曲线速度）	特效总时间(循环播放特效生效)	回收特效资源	回收特效动画	受击特效资源	受击特效动画（上层）	受击特效动画（下层）	受击特效角度	受击特效缩放	触发事件（配置该特效的事件名）	触发刷怪表（配置刷怪表ID）	刷怪位置类型（1随机，2特效中心点）
60810	崇宫真那-大招-1级	effect1	effects_10601_skillC	skillC1_1						0	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		0				1			
60811	崇宫真那-大招-1级	effect2	effects_10601_skillC	skillC1_2						0	1		70-40	bdbox_eff	1	1				1	6811-6811-6811-6811-6811-6811-6811-6812	1	3		3				0			0	0				0	0	0	0	0		effects_20101_skillA1	effects_skillA		120	1			
60812	崇宫真那-大招-1级	effect2	effects_10601_skillC	skillC1_3						0	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		0			0	1			
60820	崇宫真那-大招-2级	effect1	effects_10601_skillC	skillC2_1						0	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		0				1			
60821	崇宫真那-大招-2级	effect2	effects_10601_skillC	skillC2_2						0	1		70-40	bdbox_eff	1	1				1	6821-6821-6821-6821-6821-6821-6821-6821-6822	1	3		3				0			0	0				0	0	0	0	0		effects_20101_skillA1	effects_skillA		120	1			
60822	崇宫真那-大招-2级	effect3	effects_10601_skillC	skillC2_3						0	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		0			0	1			
60830	崇宫真那-大招-3级	effect1	effects_10601_skillC	skillC3_1						0	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		0				1			
60831	崇宫真那-大招-3级	effect2	effects_10601_skillC	skillC3_2						0	1		70-40	bdbox_eff	1	1				1	6831-6831-6831-6831-6831-6831-6831-6831-6832-6832	1	3		3				0			0	0				0	0	0	0	0		effects_20101_skillA1	effects_skillA		120	1			
60832	崇宫真那-大招-3级	effect3	effects_10601_skillC	skillC3_3						0	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		0			0	1			
60120	崇宫真那—觉醒up	effect1	effects_10601_skillD	skillD						0	1		70-40	bdbox_eff	1	1				1	6030-6031-6032	1	1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
60130	崇宫真那—觉醒up	effect2	effects_10601_skillD	skillD2						0	1		70-40	bdbox_eff	1	1				1	6033-6033-6033-6033-6033-6033-6033-6034	1	3		2			root	0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
66120	崇宫真那-猫娘-觉醒up	effect1	effects_10601_skillD2	skillD						0	1		70-40	bdbox_eff	1	1				1	6030-6031-6032	1	1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
66130	崇宫真那-猫娘-觉醒up	effect2	effects_10601_skillD2	skillD2						0	1		70-40	bdbox_eff	1	1				1	6033-6033-6033-6033-6033-6033-6033-6034	1	3		2			root	0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
60140	崇宫真那—闪避	effect1	effects_10601_quickmove	quickmove						1	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	1000	0		effects_20101_skillA1	effects_skillA		120	1			
60141	崇宫真那—闪避-闪电穿梭	effect1	effects_10601_dodge	dodge						0	1		70-40	bdbox_eff	1	1				1	6040		1		0				0			0	0				0	0	400	1000	0		effects_20101_skillA1	effects_skillA		120	1			
60150	崇宫真那—出场—闪电聚集up	effect1	effects_10601_skillF	skillF_up						0	1		100-100	bdbox_eff	1	1	1	-200		1	6050-6050-6050-6050-6060		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		120	1			
60160	崇宫真那—出场—闪电聚集down	effect1	effects_10601_skillF	skillF_down						0	1		70-40	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		120	1			
60180	崇宫真那—下落	effect1	effects_10601_quickmove	quickmove						1	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	1000	0		effects_20101_skillA1	effects_skillA		120	1			
60190	崇宫真那—电流爆炸	effect1	effects_10601_skillE	skillE						0	1		70-40	bdbox_eff	1	1				1	6070		3		3				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		120	1			
70010	八舞耶俱矢-普攻1	effect0	effects_10701_skillA	skillA1						0	1		70-40	bdbox_eff	1	1				1	9001		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70020	八舞耶俱矢-普攻2	effect0	effects_10701_skillA	skillA2						0	1		70-40	bdbox_eff	1	1				1	9002		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70030	八舞耶俱矢-普攻3	effect0	effects_10701_skillA	skillA3						0	1		70-40	bdbox_eff	1	1				1	9003		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70040	八舞耶俱矢-普攻4	effect0	effects_10701_skillA	skillA4						0	1		70-40	bdbox_eff	1	1				1	9004		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70050	八舞耶俱矢-普攻5	effect0	effects_10701_skillA	skillA5						0	1		70-40	bdbox_eff	1	1				1	9005		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70060	八舞耶俱矢-技能1-直接发射	effect2	effects_10701_skillB_leve0	skillB						0	1		70-40	bdbox_eff	1	1				1	9010		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70061	八舞耶俱矢-技能1-0段	effect1	effects_10701_skillB_leve0	skillB						0	1		70-40	bdbox_eff	1	1				1	9011		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70062	八舞耶俱矢-技能1-1段	effect1	effects_10701_skillB_leve1	skillB						0	1		70-40	bdbox_eff	1	1				1	9012		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70063	八舞耶俱矢-技能1-2段	effect1	effects_10701_skillB_leve2	skillB						0	1		70-40	bdbox_eff	1	1				1	9013		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70064	八舞耶俱矢-技能1-3段	effect1	effects_10701_skillB_leve3	skillB						0	1		70-40	bdbox_eff	1	1				1	9014		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70065	八舞耶俱矢-技能1-3段+	effect1	effects_10701_skillB_leve4	animation						0	1		70-40	bdbox_eff	1	1				1	9015		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
70066	八舞耶俱矢-技能1-蓄力展示	effect0	effects_10701_skillB_juqi	animation						1	1		70-40	bdbox_eff	1	0.6				0	0		1		0				0			0	0				0	0	0	1000	0		effects_10701_skillA	skillA		120	1			
70067	八舞耶俱矢-技能1-蓄力展示	effect0	effects_10701_skillB_juqi	animation						1	1		70-40	bdbox_eff	1	0.9				0	0		1		0				0			0	0				0	0	0	1000	0		effects_10701_skillA	skillA		120	1			
70068	八舞耶俱矢-技能1-蓄力展示	effect0	effects_10701_skillB_juqi	animation						1	1		70-40	bdbox_eff	1	1.2				0	0		1		0				0			0	0				0	0	0	1000	0		effects_10701_skillA	skillA		120	1			
70080	八舞耶俱矢-技能2-旋风展示	effect1	effects_10701_extra_skillB	extra_skillB_shoushanglizi						0	1		50-50	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	0	1000	0		effects_10701_skillA	skillA		0	1			
70081	八舞耶俱矢-技能2-旋风0-出现	effect2	effects_10701_extra_skillB	extra_skillB_chuxian						1	2		50-50	bdbox_eff	1	2				1	9070		3		2	50		root	0			0	0				0	70082	400	300	0		effects_10701_skillA	skillA		0	1			
70082	八舞耶俱矢-技能2-旋风0-循环	effect1	effects_10701_extra_skillB	extra_skillB_xunhuan						1	2		50-50	bdbox_eff	1	2				1	9071		3		2			root	0			0	0				0	70083	400	2000	0		effects_10701_skillA	skillA		0	1			
70083	八舞耶俱矢-技能2-旋风0-消失	effect1	effects_10701_extra_skillB	extra_skillB_xiaoshi						0	2		50-50	bdbox_eff	1	1				1	9070		3		2			root	0			0	0				0	0	0	0	0		effects_10701_skillA	skillA		0	1			
70084	八舞耶俱矢-技能2-旋风1-出现	effect2	effects_10701_extra_skillB	extra_skillB_chuxian						1	2		50-50	bdbox_eff	1	2				1	9070		3		2	50		root	0			0	0				0	70085	400	300	0		effects_10701_skillA	skillA		0	1			
70085	八舞耶俱矢-技能2-旋风1-循环	effect1	effects_10701_extra_skillB	extra_skillB_xunhuan						1	2		50-50	bdbox_eff	1	2				1	9071		3		2			root	0			0	0				0	70086	400	1000	0		effects_10701_skillA	skillA		0	1			
70086	八舞耶俱矢-技能2-旋风1-消失爆炸	effect1	effects_10701_extra_skillB	extra_skillB_baokai						0	2		50-50	bdbox_eff	1	1				1	9071		3		2			root	0			0	0				0	0	0	0	0		effects_10701_skillA	skillA		0	1			
70087	八舞耶俱矢-技能2-旋风2-出现	effect2	effects_10701_extra_skillB	extra_skillB_chuxian						1	2		50-50	bdbox_eff	1	2				1	9070		3		2	50		root	0			0	0				0	70088	400	300	0		effects_10701_skillA	skillA		0	1			
70088	八舞耶俱矢-技能2-旋风2-循环	effect1	effects_10701_extra_skillB	extra_skillB_xunhuan						1	2		50-50	bdbox_eff	1	2				1	9070		3		2			root	0			0	0				0	70089	400	500	0		effects_10701_skillA	skillA		0	1			
70089	八舞耶俱矢-技能2-旋风2-原地循环	effect1	effects_10701_extra_skillB	extra_skillB_xunhuan						1	2		50-50	bdbox_eff	1	1				1	9071		3		2			root	0			0	0				0	70090	0	1500	0		effects_10701_skillA	skillA		0	1			
70090	八舞耶俱矢-技能2-旋风2-消失爆炸	effect1	effects_10701_extra_skillB	extra_skillB_baokai						0	2		50-50	bdbox_eff	1	1				1	9072		3		2			root	0			0	0				0		0	0	0		effects_10701_skillA	skillA		0	1			
71010	八舞耶俱矢-大招0	effect0	effects_10701_skillC	skillC_0						0	1		70-40	bdbox_eff	1	1				1	9019		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
71011	八舞耶俱矢-大招1	effect0	effects_10701_skillC	skillC_1_1			10000	71020-71021-71022-71023-71024		0	1		70-40	bdbox_eff	1	1				1	9020		3		3				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
71012	八舞耶俱矢-大招1	effect1	effects_10701_skillC	skillC_1_2						0	1		70-40	bdbox_eff	1	1				1	9020		3		3				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
71013	八舞耶俱矢-大招2	effect0	effects_10701_skillC	skillC_2_1			10000	71020-71021-71022-71023-71024-71025-71026-71027-71028-71029		0	1		70-40	bdbox_eff	1	1				1	9021		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
71014	八舞耶俱矢-大招2	effect1	effects_10701_skillC	skillC_2_2						0	1		70-40	bdbox_eff	1	1				1	9021		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
71015	八舞耶俱矢-大招3	effect0	effects_10701_skillC	skillC_2_1			10000	71020-71021-71022-71023-71024-71025-71026-71027-71028-71029		0	1		70-40	bdbox_eff	1	1				1	9022		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
71016	八舞耶俱矢-大招3	effect1	effects_10701_skillC	skillC_3_2						1	2		70-40	bdbox_eff	1	2				2	9022		3		3			root	0			0	0				0	0	1300	1500	0		effects_10701_skillA	skillA		120	1			
71020	八舞耶俱矢-大招-风箭1	effect1	effects_10701_skillC	skillC1						1	2		500-500	bdbox_eff	1.3	2				2	9023		3		2			p3_f_1	0		1	0	0				1	0	1800	1000	0		effects_10701_skillA	skillA		0	1			
71021	八舞耶俱矢-大招-风箭1	effect2	effects_10701_skillC	skillC1						1	2		500-500	bdbox_eff	1.3	2				2	9023		3		2			p3_f_2	0		1	0	0				1	0	1800	1000	0		effects_10701_skillA	skillA		0	1			
71022	八舞耶俱矢-大招-风箭1	effect3	effects_10701_skillC	skillC1						1	2		500-500	bdbox_eff	1.3	2				2	9023		3		2			p3_f_4	0		1	0	0				1	0	1800	1000	0		effects_10701_skillA	skillA		0	1			
71023	八舞耶俱矢-大招-风箭1	effect4	effects_10701_skillC	skillC1						1	2		500-500	bdbox_eff	1.3	2				2	9023		3		2			p3_f_6	0		1	0	0				1	0	1800	1000	0		effects_10701_skillA	skillA		0	1			
71024	八舞耶俱矢-大招-风箭1	effect5	effects_10701_skillC	skillC1						1	2		500-500	bdbox_eff	1.3	2				2	9023		3		2			p3_f_1	0		1	0	0				1	0	1800	1000	0		effects_10701_skillA	skillA		0	1			
71025	八舞耶俱矢-大招-风箭1	effect6	effects_10701_skillC	skillC1						1	2		500-500	bdbox_eff	1.3	2				2	9023		3		2			p3_f_2	0		1	0	0				1	0	1800	1000	0		effects_10701_skillA	skillA		0	1			
71026	八舞耶俱矢-大招-风箭1	effect7	effects_10701_skillC	skillC1						1	2		500-500	bdbox_eff	1.3	2				2	9023		3		2			p3_f_4	0		1	0	0				1	0	1800	1000	0		effects_10701_skillA	skillA		0	1			
71027	八舞耶俱矢-大招-风箭1	effect8	effects_10701_skillC	skillC1						1	2		500-500	bdbox_eff	1.3	2				2	9023		3		2			p3_f_6	0		1	0	0				1	0	1800	1000	0		effects_10701_skillA	skillA		0	1			
71028	八舞耶俱矢-大招-风箭1	effect9	effects_10701_skillC	skillC1						1	2		500-500	bdbox_eff	1.3	2				2	9023		3		2			p3_f_1	0		1	0	0				1	0	1800	1000	0		effects_10701_skillA	skillA		0	1			
71029	八舞耶俱矢-大招-风箭1	effect10	effects_10701_skillC	skillC1						1	2		500-500	bdbox_eff	1.3	2				2	9023		3		2			p3_f_2	0		1	0	0				1	0	1800	1000	0		effects_10701_skillA	skillA		0	1			
72010	八舞耶俱矢-觉醒1	effect1	effects_10701_skillD_t	skillB						0	1		70-40	bdbox_eff	1	1				1	0	1	3		3				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
72011	八舞耶俱矢-觉醒3最后	effect3	effects_10701_skillD5_t	skillB						0	1		70-40	bdbox_eff	1	1				1	9030	1	3		3				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
72012	八舞耶俱矢-觉醒3最后	effect3	effects_10701_skillD5_d	skillB						0	0		70-40	bdbox_eff	1	1				1	0	1	3		3				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
72013	八舞耶俱矢-觉醒2穿刺展示	effect2	effects_10701_skillD2	skillB						0	1		70-40	bdbox_eff	1.4	1				0	0	1	4		3				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
72014	八舞耶俱矢-觉醒2穿刺伤害	effect2	effects_10701_skillD2	skillB2						0	1		70-40	bdbox_eff	1.4	1	1	-300		1	9031		3		3				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
74010	八舞耶俱矢—闪避	effect1	effects_10701_dodge	dodge_1						1	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	1000	0		effects_10701_skillA	skillA		120	1			
74011	八舞耶俱矢—闪避-突刺	effect1	effects_10701_dodge	dodge_2						0	1		70-40	bdbox_eff	1	1				1	9040		1		0				0			0	0				0	0	400	1000	0		effects_10701_skillA	skillA		120	1			
75010	八舞耶俱矢-出场技能	effect1	effects_10701_skillF	skillB						0	1		70-40	bdbox_eff	1	1				1	9050		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		120	1			
76010	八舞耶俱矢-大招-最后一击旋风	effect1	effects_10701_skillC_hit	skillC_hit						0	1		70-40	bdbox_eff	1	1				1	9060		3		1				3	0_-500_1000_1000		0	0				0	0	400	2000	0		effects_10701_skillA	skillA		120	1			
80010	八舞夕弦-普攻1	effect1	effects_10801_skilla	skilla1						0	1		70-40	bdbox_eff	1	1				1	9101		1		0				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit		120	1			
80020	八舞夕弦-普攻2	effect1	effects_10801_skilla	skilla2						0	1		70-40	bdbox_eff	1	1				1	9102		1		0				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit2		120	1			
80030	八舞夕弦-普攻3	effect1	effects_10801_skilla	skilla3						0	1		70-40	bdbox_eff	1	1				1	9103		1		0				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit3		120	1			
80040	八舞夕弦-普攻4	effect1	effects_10801_skilla	skilla4_up						0	1		70-40	bdbox_eff	1	1				1	9104		1		0				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit		120	1			
80041	八舞夕弦-普攻4down	effect1	effects_10801_skilla	skilla4_down						0	0		70-40	bdbox_eff	1	1				0	0		3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit		120	1			
80050	八舞夕弦-普攻5	effect1	effects_10801_skilla	skilla5_up						0	1		70-40	bdbox_eff	1	1				1	9105		1		0				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit2		120	1			
80051	八舞夕弦-普攻5down	effect1	effects_10801_skilla	skilla5_down						0	0		70-40	bdbox_eff	1	1				0	0		3		3	-250			0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit2		120	1			
80201	夕弦-大招-出现	effect0	effects_10801_skillc	effects_10801_skillc1_1						0	1		70-40	bdbox_eff	1	1	1	-100		1	9120-9120-9120-9120-9120-9120-9121	1	1		0				0			0	0				0	0	400	0	0		effects_10801_skillc	skillchit1		120	1			
80211	夕弦-大招-循环	effect0	effects_10801_skillc	effects_10801_skillc2_1						1	1		70-40	bdbox_eff	1	1				1	9122	1	1		0				0			0	0				0	0	400	3000	0		effects_10801_skillc	skillchit2		120	1			
80212	夕弦-大招-循环-角色幻影	effect0	effects_10801_skillc	effects_10801_skillc_down						1	0		70-40	bdbox_eff	1	1				1	9122	1	1		0				0			0	0				0	0	400	3000	0		effects_10801_skillc	skillchit2		120	1			
80221	夕弦-大招-消失	effect0	effects_10801_skillc	effects_10801_skillc3_1						0	1		70-40	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10801_skillc	skillchit2		120	1			
83010	八舞夕弦-觉醒1	effect1	effects_10801_skilld	skilld1						0	1		70-40	bdbox_eff	1	1				0	0	1	3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit		120	1			
83011	八舞夕弦-觉醒2	effect1	effects_10801_skilld	skilld2						0	1		70-40	bdbox_eff	1	1				1	9130	1	3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit3		120	1			
83012	八舞夕弦-觉醒1	effect1	effects_10801_skilld	skilld1						0	1		70-40	bdbox_eff	1	1				0	0	1	3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit		120	1			
83013	八舞夕弦-觉醒2	effect1	effects_10801_skilld	skilld2						0	1		70-40	bdbox_eff	1	1				1	9131	1	3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit3		120	1			
83014	八舞夕弦-觉醒1	effect1	effects_10801_skilld	skilld1						0	1		70-40	bdbox_eff	1	1				0	0	1	3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit		120	1			
83015	八舞夕弦-觉醒2	effect1	effects_10801_skilld	skilld2						0	1		70-40	bdbox_eff	1	1				1	9132	1	3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit3		120	1			
83016	八舞夕弦-觉醒1	effect1	effects_10801_skilld	skilld1						0	1		70-40	bdbox_eff	1	1				0	0	1	3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit		120	1			
83017	八舞夕弦-觉醒2	effect1	effects_10801_skilld	skilld2						0	1		70-40	bdbox_eff	1	1				1	9133	1	3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit3		120	1			
83018	八舞夕弦-觉醒1	effect1	effects_10801_skilld	skilld1						0	1		70-40	bdbox_eff	1	1				0	0	1	3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit		120	1			
83019	八舞夕弦-觉醒2	effect1	effects_10801_skilld	skilld2						0	1		70-40	bdbox_eff	1	1				1	9134	1	3		3				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit3		120	1			
84010	八舞夕弦—闪避	effect1	effects_10801_dodge	dodge						1	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	1000	0		effects_10801_skilla	skillhit		120	1			
85010	八舞夕弦—出场—闪电聚集up	effect1	effects_10801_skillf	skillf						0	1		100-100	bdbox_eff	1	1	1	-300		1	9140-9141-9141-9141-9141		1		0				0			0	0				0	0	400	0	0		effects_10801_skilla	skillhit		120	1			
86010	八舞夕弦-流血旋风	effect1	effects_10801_xiaoxuanfeng	xiaoxuanfeng						1	1		70-40	bdbox_eff	0.7	1				1	9142		3		1				3	0_-500_1000_1000		0	0				0	0	400	1000	0		effects_10801_skilla	skillhit		120	1			
86011	八舞夕弦-击杀爆炸	effect1	effects_10801_fengbao	fengbao						1	1		70-40	bdbox_eff	1	1				1	9143		3		1				3	0_-500_1000_1000		0	0				0	0	400	500	0		effects_10801_skilla	skillhit		120	1			
86012	八舞夕弦-闪避旋风	effect1	effects_10801_xiaoxuanfeng	xiaoxuanfeng						1	1		70-40	bdbox_eff	0.7	1				1	9142		3		3				3	0_-500_1000_1000		0	0				0	0	400	1000	0		effects_10801_skilla	skillhit		120	1			
90010	艾伦-普攻1	effect0	fight_10901_skillA	skillA_1						0	1		70-40	bdbox_eff	1	1				1	9501		1		0				0			0	0				0	0	400	0	0					120	1			
90011	艾伦-普攻2	effect0	fight_10901_skillA	skillA_2						0	1		70-40	bdbox_eff	1	1				1	9502		1		0				0			0	0				0	0	400	0	0					120	1			
90012	艾伦-普攻3	effect0	fight_10901_skillA	skillA_3						0	1		70-40	bdbox_eff	1	1				1	9503		1		0				0			0	0				0	0	400	0	0					120	1			
90013	艾伦-普攻4	effect0	fight_10901_skillA	skillA_4						0	1		70-40	bdbox_eff	1	1				1	9504		1		0				0			0	0				0	0	400	0	0					120	1			
90014	艾伦-普攻5	effect0	fight_10901_skillA	skillA_5						0	0		70-40	bdbox_eff	1	1				1	9505		3		3				0			0	0				0	0	400	0	0					120	1			
90020	艾伦-普攻1	effect0	fight_10901_skillA	skillA_1_1						0	1		70-40	bdbox_eff	1	1				1	9501		1		0				0			0	0				0	0	400	0	0					120	1			
90021	艾伦-普攻2	effect0	fight_10901_skillA	skillA_2_1						0	1		70-40	bdbox_eff	1	1				1	9502		1		0				0			0	0				0	0	400	0	0					120	1			
90022	艾伦-普攻3	effect0	fight_10901_skillA	skillA_3_1						0	1		70-40	bdbox_eff	1	1				1	9503		1		0				0			0	0				0	0	400	0	0					120	1			
90023	艾伦-普攻4	effect0	fight_10901_skillA	skillA_4_1						0	1		70-40	bdbox_eff	1	1				1	9504		1		0				0			0	0				0	0	400	0	0					120	1			
90024	艾伦-普攻5	effect0	fight_10901_skillA	skillA_5_1						0	0		70-40	bdbox_eff	1	1				1	9505		3		3				0			0	0				0	0	400	0	0					120	1			
90060	艾伦-技能1连斩-0级-平斩	effect0	fight_10901_skillF	skillF_1						0	1		70-40	bdbox_eff	1	1				1	9511		1		0				0			0	0				0	0	400	0	0					120	1			
90061	艾伦-技能1连斩-0级-连刺3次	effect0	fight_10901_skillF	skillF_2						0	1		70-40	bdbox_eff	1	1				1	9512		1		0				0			0	0				0	0	400	0	0					120	1			
90063	艾伦-技能1连斩-1级-连刺5次	effect0	fight_10901_skillF	skillF_1_1						0	1		70-40	bdbox_eff	1	1				1	9513		1		0				0			0	0				0	0	400	0	0					120	1			
90064	艾伦-技能1连斩-2级-最后上挑	effect0	fight_10901_skillF	skillF_3						0	1		70-40	bdbox_eff	1	1				1	9514		1		0				0			0	0				0	0	400	0	0					120	1			
90070	艾伦-技能1连斩-3级-平斩+	effect0	fight_10901_skillF	skillF_1_2						0	1		70-40	bdbox_eff	1	1				1	9515		1		0				0			0	0				0	0	400	0	0					120	1			
90071	艾伦-技能1连斩-3级-连刺5次+	effect0	fight_10901_skillF	skillF_1_1_1						0	1		70-40	bdbox_eff	1	1				1	9516		1		0				0			0	0				0	0	400	0	0					120	1			
90072	艾伦-技能1连斩-3级-最后上挑+	effect0	fight_10901_skillF	skillF_3_1						0	1		70-40	bdbox_eff	1	1				1	9517		1		0				0			0	0				0	0	400	0	0					120	1			
90090	艾伦-技能2-招架	effect0	fight_10901_skillG	skillG_0_1						0	1		70-40	bdbox_eff	1	1				1	9507		1		0				0			0	0				0	0	400	0	0					120	1			
90100	艾伦-技能2—0级一闪	effect0	fight_10901_skillG	skillG_0_3						0	1		70-40	bdbox_eff	1	1				1	9520		3		3				0			0	0				0	0	400	0	0					120	1			
90101	艾伦-技能2—1级一斩	effect0	fight_10901_skillG	skillG_1						0	1		70-40	bdbox_eff	1	1				1	9521		3	1	3				0			0	0				0	0	400	0	0					120	1			
90102	艾伦-技能2—1级一斩后闪	effect0	fight_10901_skillG	skillG_0_3						0	1		70-40	bdbox_eff	1	1				1	9522		3		3				0			0	0				0	0	400	0	0					120	1			
90103	艾伦-技能2—3级一斩	effect0	fight_10901_skillG	skillG_1						0	1		70-40	bdbox_eff	1	1				1	9523		3	1	3				0			0	0				0	0	400	0	0					120	1			
