id	任务类型（1主线任务 2日常任务 3成就 4活动任务 5活跃度奖励 6七日签到 7次日奖励 8 十香活动任务）	重置类型（1.不会重置2.每天重置）	内容类型（1.指定副本关卡 2.其他）	客户端排序	任务名称	任务名称2	icon	icon底板颜色	icon气泡颜色	颜色备注	任务描述	任务描述2	任务类型标签（主线使用）	接取条件id（关联事件表）	接取参数	完成条件id（关联事件表）	完成参数	需要进度	完成奖励	任务描述3	跳转界面	完成结果（1.被后置任务替换。2.保留此任务，出现后置任务）	继承进度的任务id	是否开启	有效时间(单位为天，-1为永久生效）
40189	3	1	2	189	1310572	拥有50个质点	ui/task/icon_7.png				1320572	拥有50个质点		10001	{"plvl":5,"pre_task_id":40188}	2002	{"superType":2}	50	{500002:10}			2		0	-1
40190	3	1	2	190	1310573	拥有100个质点	ui/task/icon_7.png				1320573	拥有100个质点		10001	{"plvl":5,"pre_task_id":40189}	2002	{"superType":2}	100	{500002:10}			2		0	-1
40191	3	1	2	191	1310574	拥有200个质点	ui/task/icon_7.png				1320574	拥有250个质点		10001	{"plvl":5,"pre_task_id":40190}	2002	{"superType":2}	200	{500002:10}			2		0	-1
40192	3	1	2	192	1310575	拥有500个质点	ui/task/icon_7.png				1320575	拥有500个质点		10001	{"plvl":5,"pre_task_id":40191}	2002	{"superType":2}	500	{500002:10}			2		0	-1
40193	3	1	2	193	1310576	坚持不懈1	ui/task/icon_4.png				1320576	连续登陆2天		10001	{"plvl":1}	3002		2	{570033:1}			2		1	-1
40194	3	1	2	194	1310577	坚持不懈2	ui/task/icon_4.png				1320577	连续登陆7天		10001	{"plvl":1,"pre_task_id":40193}	3002		7	{570033:3}			2	40193	1	-1
40195	3	1	2	195	1310578	坚持不懈3	ui/task/icon_4.png				1320578	连续登陆14天		10001	{"plvl":1,"pre_task_id":40194}	3002		14	{570033:5}			2	40194	1	-1
40196	3	1	2	196	1310579	坚持不懈4	ui/task/icon_4.png				1320579	连续登陆30天		10001	{"plvl":1,"pre_task_id":40195}	3002		30	{570033:10}			2	40195	1	-1
40197	3	1	2	197	1310580	积淀的成果1	ui/task/icon_4.png				1320580	累计登陆5天		10001	{"plvl":1}	3001		5	{500002:500}			2		1	-1
40198	3	1	2	198	1310581	积淀的成果2	ui/task/icon_4.png				1320581	累计登陆10天		10001	{"plvl":1,"pre_task_id":40197}	3001		10	{500002:1000}			2		1	-1
40199	3	1	2	199	1310582	积淀的成果3	ui/task/icon_4.png				1320582	累计登陆30天		10001	{"plvl":1,"pre_task_id":40198}	3001		30	{500002:2000}			2		1	-1
40200	3	1	2	200	1310583	积淀的成果4	ui/task/icon_4.png				1320583	累计登陆50天		10001	{"plvl":1,"pre_task_id":40199}	3001		50	{500002:3000}			2		1	-1
40201	3	1	2	201	1310584	积淀的成果5	ui/task/icon_4.png				1320584	累计登陆100天		10001	{"plvl":1,"pre_task_id":40200}	3001		100	{500002:5000}			2		1	-1
40202	3	1	2	202	1310585	积淀的成果6	ui/task/icon_4.png				1320585	累计登陆200天		10001	{"plvl":1,"pre_task_id":40201}	3001		200	{500002:8000}			2		1	-1
40203	3	1	2	203	1310586	积淀的成果7	ui/task/icon_4.png				1320586	累计登陆365天		10001	{"plvl":1,"pre_task_id":40202}	3001		365	{500002:10000}			2		1	-1
40204	3	1	2	204	1310587	任意精灵达到10级	ui/task/icon_6.png				1320587	任意精灵达到10级		10001	{"plvl":1}	13001		10	{500002:10}		6	2		0	-1
40205	3	1	2	205	1310588	任意精灵达到20级	ui/task/icon_6.png				1320588	任意精灵达到20级		10001	{"plvl":1,"pre_task_id":40204}	13001		20	{500002:10}		6	2		0	-1
40206	3	1	2	206	1310589	任意精灵达到30级	ui/task/icon_6.png				1320589	任意精灵达到30级		10001	{"plvl":1,"pre_task_id":40205}	13001		30	{500002:10}		6	2		0	-1
40207	3	1	2	207	1310590	任意精灵达到40级	ui/task/icon_6.png				1320590	任意精灵达到40级		10001	{"plvl":1,"pre_task_id":40206}	13001		40	{500002:10}		6	2		0	-1
40208	3	1	2	208	1310591	任意精灵达到50级	ui/task/icon_6.png				1320591	任意精灵达到50级		10001	{"plvl":1,"pre_task_id":40207}	13001		50	{500002:10}		6	2		0	-1
40209	3	1	2	209	1310592	任意精灵达到60级	ui/task/icon_6.png				1320592	任意精灵达到60级		10001	{"plvl":1,"pre_task_id":40208}	13001		60	{500002:10}		6	2		0	-1
40210	3	1	2	210	1310593	任意精灵达到突破2级	ui/task/icon_6.png				1320593	任意精灵达到突破2级		10001	{"plvl":1}	13002		2	{500002:10}		6	2		0	-1
40211	3	1	2	211	1310594	任意精灵达到突破3级	ui/task/icon_6.png				1320594	任意精灵达到突破3级		10001	{"plvl":1,"pre_task_id":40210}	13002		3	{500002:10}		6	2		0	-1
40212	3	1	2	212	1310595	任意精灵达到突破4级	ui/task/icon_6.png				1320595	任意精灵达到突破4级		10001	{"plvl":1,"pre_task_id":40211}	13002		4	{500002:10}		6	2		0	-1
40213	3	1	2	213	1310596	任意精灵达到突破5级	ui/task/icon_6.png				1320596	任意精灵达到突破5级		10001	{"plvl":1,"pre_task_id":40212}	13002		5	{500002:10}		6	2		0	-1
40214	3	1	2	214	1310597	任意精灵达到突破6级	ui/task/icon_6.png				1320597	任意精灵达到突破6级		10001	{"plvl":1,"pre_task_id":40213}	13002		6	{500002:10}		6	2		0	-1
40215	3	1	2	215	1310598	任意精灵达到突破7级	ui/task/icon_6.png				1320598	任意精灵达到突破7级		10001	{"plvl":1,"pre_task_id":40214}	13002		7	{500002:10}		6	2		0	-1
40216	3	1	2	216	1310599	任意精灵达到突破8级	ui/task/icon_6.png				1320599	任意精灵达到突破8级		10001	{"plvl":1,"pre_task_id":40215}	13002		8	{500002:10}		6	2		0	-1
40217	3	1	2	217	1310600	任意精灵达到突破9级	ui/task/icon_6.png				1320600	任意精灵达到突破9级		10001	{"plvl":1,"pre_task_id":40216}	13002		9	{500002:10}		6	2		0	-1
40218	3	1	2	218	1310601	任意精灵达到突破10级	ui/task/icon_6.png				1320601	任意精灵达到突破10级		10001	{"plvl":1,"pre_task_id":40217}	13002		10	{500002:10}		6	2		0	-1
40219	3	1	2	219	1310602	至少5个精灵达到突破2级	ui/task/icon_6.png				1320602	至少5个精灵达到突破2级		10001	{"plvl":1}	13003	{"limitLvl":2}	5	{500002:10}		6	2		0	-1
40220	3	1	2	220	1310603	至少5个精灵达到突破3级	ui/task/icon_6.png				1320603	至少5个精灵达到突破3级		10001	{"plvl":1,"pre_task_id":40219}	13003	{"limitLvl":3}	5	{500002:10}		6	2		0	-1
40221	3	1	2	221	1310604	至少5个精灵达到突破4级	ui/task/icon_6.png				1320604	至少5个精灵达到突破4级		10001	{"plvl":1,"pre_task_id":40220}	13003	{"limitLvl":4}	5	{500002:10}		6	2		0	-1
40222	3	1	2	222	1310605	至少5个精灵达到突破5级	ui/task/icon_6.png				1320605	至少5个精灵达到突破5级		10001	{"plvl":1,"pre_task_id":40221}	13003	{"limitLvl":5}	5	{500002:10}		6	2		0	-1
40223	3	1	2	223	1310606	至少5个精灵达到突破6级	ui/task/icon_6.png				1320606	至少5个精灵达到突破6级		10001	{"plvl":1,"pre_task_id":40222}	13003	{"limitLvl":6}	5	{500002:10}		6	2		0	-1
40224	3	1	2	224	1310607	至少5个精灵达到突破7级	ui/task/icon_6.png				1320607	至少5个精灵达到突破7级		10001	{"plvl":1,"pre_task_id":40223}	13003	{"limitLvl":7}	5	{500002:10}		6	2		0	-1
40225	3	1	2	225	1310608	至少5个精灵达到突破8级	ui/task/icon_6.png				1320608	至少5个精灵达到突破8级		10001	{"plvl":1,"pre_task_id":40224}	13003	{"limitLvl":8}	5	{500002:10}		6	2		0	-1
40226	3	1	2	226	1310609	至少5个精灵达到突破9级	ui/task/icon_6.png				1320609	至少5个精灵达到突破9级		10001	{"plvl":1,"pre_task_id":40225}	13003	{"limitLvl":9}	5	{500002:10}		6	2		0	-1
40227	3	1	2	227	1310610	至少5个精灵达到突破10级	ui/task/icon_6.png				1320610	至少5个精灵达到突破10级		10001	{"plvl":1,"pre_task_id":40226}	13003	{"limitLvl":10}	5	{500002:10}		6	2		0	-1
40228	3	1	2	228	1310611	任意建筑达到2级	ui/task/icon_4.png				1320611	任意建筑达到2级		10001	{"plvl":6}	16002		2	{500002:10}		9	2		0	-1
40229	3	1	2	229	1310612	任意建筑达到3级	ui/task/icon_4.png				1320612	任意建筑达到3级		10001	{"plvl":1,"pre_task_id":40228}	16002		3	{500002:10}		9	2		0	-1
40230	3	1	2	230	1310613	任意建筑达到4级	ui/task/icon_4.png				1320613	任意建筑达到4级		10001	{"plvl":1,"pre_task_id":40229}	16002		4	{500002:10}		9	2		0	-1
40231	3	1	2	231	1310614	任意建筑达到5级	ui/task/icon_4.png				1320614	任意建筑达到5级		10001	{"plvl":1,"pre_task_id":40230}	16002		5	{500002:10}		9	2		0	-1
40232	3	1	2	232	1310615	5个建筑达到2级	ui/task/icon_4.png				1320615	5个建筑达到2级		10001	{"plvl":6}	16002	{"limitLvl":2}	5	{500002:10}		9	2		0	-1
40233	3	1	2	233	1310616	5个建筑达到3级	ui/task/icon_4.png				1320616	5个建筑达到3级		10001	{"plvl":1,"pre_task_id":40232}	16002	{"limitLvl":3}	5	{500002:10}		9	2		0	-1
40234	3	1	2	234	1310617	5个建筑达到4级	ui/task/icon_4.png				1320617	5个建筑达到4级		10001	{"plvl":1,"pre_task_id":40233}	16002	{"limitLvl":4}	5	{500002:10}		9	2		0	-1
40235	3	1	2	235	1310618	5个建筑达到5级	ui/task/icon_4.png				1320618	5个建筑达到5级		10001	{"plvl":1,"pre_task_id":40234}	16002	{"limitLvl":5}	5	{500002:10}		9	2		0	-1
40236	3	1	2	236	1310619	我养你啊1	ui/task/icon_4.png				1320619	累计打工2小时		10001	{"plvl":1}	16004	{"timeUnit":4} 	2	{500001:10000}		9	2		1	-1
40237	3	1	2	237	1310620	我养你啊2	ui/task/icon_4.png				1320620	累计打工5小时		10001	{"plvl":1,"pre_task_id":40236}	16004	{"timeUnit":4} 	5	{500001:15000}		9	2	40236	1	-1
40238	3	1	2	238	1310621	我养你啊3	ui/task/icon_4.png				1320621	累计打工10小时		10001	{"plvl":1,"pre_task_id":40237}	16004	{"timeUnit":4} 	10	{500001:25000}		9	2	40237	1	-1
40239	3	1	2	239	1310622	我养你啊4	ui/task/icon_4.png				1320622	累计打工30小时		10001	{"plvl":1,"pre_task_id":40238}	16004	{"timeUnit":4} 	30	{500001:50000}		9	2	40238	1	-1
40240	3	1	2	240	1310623	我养你啊5	ui/task/icon_4.png				1320623	累计打工100小时		10001	{"plvl":1,"pre_task_id":40239}	16004	{"timeUnit":4} 	100	{500001:80000}		9	2	40239	1	-1
40241	3	1	2	241	1310624	我养你啊6	ui/task/icon_4.png				1320624	累计打工250小时		10001	{"plvl":1,"pre_task_id":40240}	16004	{"timeUnit":4} 	250	{500001:120000}		9	2	40240	1	-1
40242	3	1	2	242	1310625	我养你啊7	ui/task/icon_4.png				1320625	累计打工500小时		10001	{"plvl":1,"pre_task_id":40241}	16004	{"timeUnit":4} 	500	{500001:160000}		9	2	40241	1	-1
40243	3	1	2	243	1310626	我养你啊8	ui/task/icon_4.png				1320626	累计打工1000小时		10001	{"plvl":1,"pre_task_id":40242}	16004	{"timeUnit":4} 	1000	{500001:200000}		9	2	40242	1	-1
100000	8	2	2	1	1310381	超级暖男	ui/task/icon_2.png				1320681	十香生日送礼5次		10001	{"plvl":1}	12004	{"roleId":101}	5	{500002:100,500001:100}			2		1	-1
100001	8	1	2	2	1310671	累计登录1天	ui/task/icon_4.png				1320671	累计登录1天		10001	{"plvl":1}	3001		1	{500002:200,500001:200}			2		1	-1
100002	8	1	2	3	1310672	累计登录2天	ui/task/icon_4.png				1320672	累计登录2天		10001	{"plvl":1}	3001		2	{500002:200,500001:200}			2		1	-1
100003	8	1	2	4	1310673	累计登录3天	ui/task/icon_4.png				1320673	累计登录3天		10001	{"plvl":1}	3001		3	{500002:200,500001:200}			2		1	-1
100004	8	1	2	5	1310674	累计登录4天	ui/task/icon_4.png				1320674	累计登录4天		10001	{"plvl":1}	3001		4	{500002:200,500001:200}			2		1	-1
100005	8	1	2	6	1310675	累计登录5天	ui/task/icon_4.png				1320675	累计登录5天		10001	{"plvl":1}	3001		5	{500002:200,500001:200}			2		1	-1
100006	8	1	2	7	1310676	累计登录6天	ui/task/icon_4.png				1320676	累计登录6天		10001	{"plvl":1}	3001		6	{500002:200,500001:200}			2		1	-1
100007	8	1	2	8	1310677	累计登录7天	ui/task/icon_4.png				1320677	累计登录7天		10001	{"plvl":1}	3001		7	{500002:200,500001:200}			2		1	-1
100008	8	1	2	9	1310678	十香生日主线结局-达成	ui/task/icon_2.png				1320678	获得十香生日主线结局的CG		10001	{"plvl":1}	2002	{"itemId":540045}	1	{500002:200,500001:300}			2		1	-1
100009	8	1	2	10	1310679	十香生日隐藏结局1-达成	ui/task/icon_2.png				1320679	获得十香生日隐藏结局1的CG		10001	{"plvl":1}	2002	{"itemId":540046}	1	{500002:200,500001:500}			2		1	-1
100010	8	1	2	11	1310680	十香生日隐藏结局2-达成	ui/task/icon_2.png				1320680	获得十香生日隐藏结局2的CG		10001	{"plvl":1}	2002	{"itemId":540047}	1	{500002:200,500001:500}			2		1	-1
80001	3	1	2	150	1310639	拥有10个质点	ui/task/icon_1.png				1320639	拥有10个质点		10001	{"plvl":1}	2002	{"superType":2}	10	{500002:10}			2		0	-1
80002	3	1	2	151	1310640	拥有100个质点	ui/task/icon_1.png				1320640	拥有100个质点		10001	{"plvl":1}	2002	{"superType":2}	100	{500002:10}			2		0	-1
80003	3	1	2	152	1310641	累计消耗10个1级经验道具	ui/task/icon_1.png				1320641	累计消耗10个1级经验道具		10001	{"plvl":1}	2004	{"itemId":510101,"exclude":10013}	10	{500002:10}			2		0	-1
80004	3	1	2	153	1310642	累计消耗20个1级经验道具	ui/task/icon_1.png				1320642	累计消耗20个1级经验道具		10001	{"plvl":1}	2004	{"itemId":510101,"exclude":10013}	20	{500002:10}			2		0	-1
80005	3	1	2	154	1310643	连续登陆2天	ui/task/icon_1.png				1320643	连续登陆2天		10001	{"plvl":1}	3002		2	{500002:10}			2		0	-1
80006	3	1	2	155	1310644	连续登陆3天	ui/task/icon_1.png				1320644	连续登陆3天		10001	{"plvl":1}	3002		3	{500002:10}			2		0	-1
80007	3	1	2	156	1310645	拥有5个好友	ui/task/icon_1.png				1320645	拥有5个好友		10001	{"plvl":1}	7001		5	{500002:10}			2		0	-1
80008	3	1	2	157	1310646	拥有10个好友	ui/task/icon_1.png				1320646	拥有10个好友		10001	{"plvl":1}	7001		10	{500002:10}			2		0	-1
80009	3	1	2	158	1310647	任意灵装等级达到10级	ui/task/icon_1.png				1320647	任意灵装等级达到10级		10001	{"plvl":1}	8002		10	{500002:10}			2		0	-1
80010	3	1	2	159	1310648	任意灵装等级达到20级	ui/task/icon_1.png				1320648	任意灵装等级达到20级		10001	{"plvl":1}	8002		20	{500002:10}			2		0	-1
80011	3	1	2	160	1310649	拥有2套灵装	ui/task/icon_1.png				1320649	拥有2套灵装		10001	{"plvl":1}	2005		2	{500002:10}			2		0	-1
80012	3	1	2	161	1310650	拥有3套灵装	ui/task/icon_1.png				1320650	拥有3套灵装		10001	{"plvl":1}	2005		3	{500002:10}			2		0	-1
80013	3	1	2	162	1310651	达成3次3星通关	ui/task/icon_1.png				1320651	达成3次3星通关		10001	{"plvl":1}	9003	{"star":3,"duntype":1}	3	{500002:10}			2		0	-1
80014	3	1	2	163	1310652	达成5次3星通关	ui/task/icon_1.png				1320652	达成5次3星通关		10001	{"plvl":1}	9003	{"star":3,"duntype":1}	5	{500002:10}			2		0	-1
80015	3	1	2	164	1310653	拾取过2种不同的道具	ui/task/icon_1.png				1320653	拾取过2种不同的道具		10001	{"plvl":1}	9006	{"duntype":1}	2	{500002:10}			2		0	-1
80016	3	1	2	165	1310654	拾取过2种不同的道具	ui/task/icon_1.png				1320654	拾取过3种不同的道具		10001	{"plvl":1}	9006	{"duntype":1}	3	{500002:10}			2		0	-1
80017	3	1	2	166	1310655	累计改名3次	ui/task/icon_1.png				1320655	累计改名3次		10001	{"plvl":1}	11002		3	{500002:10}			2		0	-1
80018	3	1	2	167	1310656	累计改名5次	ui/task/icon_1.png				1320656	累计改名5次		10001	{"plvl":1}	11002		5	{500002:10}			2		0	-1
80019	3	1	2	168	1310657	2个精灵的好感度达到50	ui/task/icon_1.png				1320657	2个精灵的好感度达到50		10001	{"plvl":1}	12001	{"limit":2}	50	{500002:10}			2		0	-1
80020	3	1	2	169	1310658	3个精灵的好感度达到100	ui/task/icon_1.png				1320658	3个精灵的好感度达到100		10001	{"plvl":1}	12001	{"limit":3}	100	{500002:10}			2		0	-1
80021	3	1	2	170	1310659	任意英雄达到10级	ui/task/icon_1.png				1320659	任意英雄达到10级		10001	{"plvl":1}	13001		10	{500002:10}			2		0	-1
80022	3	1	2	171	1310660	任意英雄达到20级	ui/task/icon_1.png				1320660	任意英雄达到20级		10001	{"plvl":1}	13001		20	{500002:10}			2		0	-1
80023	3	1	2	172	1310661	任意英雄达到突破2级	ui/task/icon_1.png				1320661	任意英雄达到突破2级		10001	{"plvl":1}	13002		2	{500002:10}			2		0	-1
80024	3	1	2	173	1310662	任意英雄达到突破3级	ui/task/icon_1.png				1320662	任意英雄达到突破3级		10001	{"plvl":1}	13002		3	{500002:10}			2		0	-1
80025	3	1	2	174	1310663	2个英雄达到突破2级	ui/task/icon_1.png				1320663	2个英雄达到突破2级		10001	{"plvl":1}	13003	{"limitLvl":2}	2	{500002:10}			2		0	-1
80026	3	1	2	175	1310664	3个英雄达到突破2级	ui/task/icon_1.png				1320664	3个英雄达到突破2级		10001	{"plvl":1}	13003	{"limitLvl":3}	2	{500002:10}			2		0	-1
80027	3	1	2	176	1310665	2个建筑达到2级	ui/task/icon_1.png				1320665	2个建筑达到2级		10001	{"plvl":1}	16002	{"limitLvl":2}	2	{500002:10}			2		0	-1
80028	3	1	2	177	1310666	2个建筑达到3级	ui/task/icon_1.png				1320666	2个建筑达到3级		10001	{"plvl":1}	16002	{"limitLvl":3}	2	{500002:10}			2		0	-1
80029	3	1	2	178	1310667	累计打工1小时	ui/task/icon_1.png				1320667	累计打工1小时		10001	{"plvl":1}	16004	{"timeUnit":4} 	1	{500002:10}			2		0	-1
80030	3	1	2	179	1310668	累计打工2小时	ui/task/icon_1.png				1320668	累计打工2小时		10001	{"plvl":1}	16004	{"timeUnit":4} 	2	{500002:10}			2		0	-1
80031	3	1	2	180	1310669	在商城购买2次	ui/task/icon_1.png				1320669	在商城购买2次		10001	{"plvl":1}	17004		2	{500002:10}			2		0	-1
80032	3	1	2	181	1310670	在商城购买3次	ui/task/icon_1.png				1320670	在商城购买3次		10001	{"plvl":1}	17004		3	{500002:10}			2		0	-1
