id	名称(策划用,ID=(heroId-1)*1000+type*1000+pos*10+1)	效果描述(策划用,51字内)	效果名称	效果图标	图标边框	所属英雄	技能ID(不同皮肤技能用数组形式)	技能类型(1普攻,2技能一,3小技能二,4必杀,5闪避技能,6觉醒技能,7,出场技能,8.下落技能,9起身震飞,0被动)	效果编号(1-9)	效果等级	基本描述	效果简述	被动技能补充描述	加成效果显示	消耗天赋点	前置效果要求	后置技能	主技能连线标识(连主技能=1,不连不填)	英雄等级要求	天使星级要求	附加效果	附带buff	展示视频	服务器位置（警告:不可修改）
110401054	狂三普攻-穿透率	普攻穿透率+10%	10401013	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	5	4	10402013	10403013			5	[[110401131]]	[110401041,110401042,110401043]		1	1	1041036-1041037-1041038-1041039-1041040			5
110401341	狂三普攻-吸血	普攻命中目标时,将会把伤害值的1%转化为自身生命值	10401014	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	34	1	10402014	10403014			5				1	1		10510411		34
110401342	狂三普攻-吸血	普攻命中目标时,将会把伤害值的2%转化为自身生命值	10401015	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	34	2	10402015	10403015			5				1	1		10510412		34
110401343	狂三普攻-吸血	普攻命中目标时,将会把伤害值的3%转化为自身生命值	10401016	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	34	3	10402016	10403016			5				1	1		10510413		34
110401344	狂三普攻-吸血	普攻命中目标时,将会把伤害值的4%转化为自身生命值	10401017	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	34	4	10402017	10403017			5				1	1		10510414		34
110401131	狂三普攻-狂三5段	普攻可以连续释放5段伤害	10401018	icon/angleskill/50006_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	13	1	10402018	10403018			10	[[110401123]]	[110401051,110401052,110401053,110401054]		1	1	1041802		video/ks_1_2.mp4	13
110401041	狂三普攻-暴击率	普攻暴击率+2%	10401019	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	4	1	10402019	10403019			5	[[110401054]]			1	1	1041041-1041042-1041043-1041044-1041045			4
110401042	狂三普攻-暴击率	普攻暴击率+4%	10401020	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	4	2	10402020	10403020			5	[[110401054]]			1	1	1041046-1041047-1041048-1041049-1041050			4
110401043	狂三普攻-暴击率	普攻暴击率+6%	10401021	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	4	3	10402021	10403021			5	[[110401054]]	[110401151]		1	1	1041051-1041052-1041053-1041054-1041055			4
110401081	狂三普攻-Boss伤	普攻对Boss伤害+2%	10401022	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	8	1	10402022	10403022			5	[[110401071]]			1	1	1041056-1041057-1041058-1041059-1041060			8
110401082	狂三普攻-Boss伤	普攻对Boss伤害+4%	10401023	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	8	2	10402023	10403023			5	[[110401071]]			1	1	1041061-1041062-1041063-1041064-1041065			8
110401083	狂三普攻-Boss伤	普攻对Boss伤害+7%	10401024	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	8	3	10402024	10403024			5	[[110401071]]			1	1	1041066-1041067-1041068-1041069-1041070			8
110401084	狂三普攻-Boss伤	普攻对Boss伤害+10%	10401025	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	8	4	10402025	10403025			5	[[110401071]]	[110401121,110401122,110401123]		1	1	1041071-1041072-1041073-1041074-1041075			8
110401151	狂三普攻-3级	普攻攻击范围+20%	10401026	icon/angleskill/50006_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	15	1	10402026	10403026			10	[[110401043]]			1	1	1041803-1041804-1041805-1041806-1041807		video/ks_1_3.mp4	15
110401121	狂三普攻-命中恢复时间值	普攻每次命中目标都有10%几率恢复1点时间值	10401027	icon/angleskill/50001_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	12	1	10402027	10403027			5	[[110401084]]			1	1		10510911		12
110401122	狂三普攻-命中恢复时间值	普攻每次命中目标都有20%几率恢复1点时间值	10401028	icon/angleskill/50001_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	12	2	10402028	10403028			5	[[110401084]]			1	1		10510912		12
110401123	狂三普攻-命中恢复时间值	普攻每次命中目标都有30%几率恢复1点时间值	10401029	icon/angleskill/50001_angleskillA.png	ui/fairy_angle/024.png	110401	100410	1	12	3	10402029	10403029			5	[[110401084]]	[110401131]		1	1		10510913		12
110402151	狂三技能1-移动速度	技能1使用后,移速+10%,持续5秒	10401032	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	15	1	10402032	10403032			5	[[110402161]]			1	1		10520111		15
110402152	狂三技能1-移动速度	技能1使用后,移速+20%,持续5秒	10401033	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	15	2	10402033	10403033			5	[[110402161]]			1	1		10520112		15
110402153	狂三技能1-移动速度	技能1使用后,移速+30%,持续5秒	10401034	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	15	3	10402034	10403034			5	[[110402161]]	[110402091]		1	1		10520113		15
110402161	狂三技能1-1级	侧滑铲结束,衔接自身旋转开枪四周范围攻击1次	10401035	icon/angleskill/50012_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	16	1	10402035	10403035			10	[[110402074]]	[110402151,110402152,110402153]		1	1	1042801		video/ks_2_1.mp4	16
110402051	狂三技能1-+闪避	技能1使用后,闪避+20%,持续3秒	10401036	icon/angleskill/50007_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	5	1	10402036	10403036			5	[[110402091]]			1	1		10520311		5
110402052	狂三技能1-+闪避	技能1使用后,闪避+40%,持续3秒	10401037	icon/angleskill/50007_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	5	2	10402037	10403037			5	[[110402091]]			1	1		10520312		5
110402053	狂三技能1-+闪避	技能1使用后,闪避+60%,持续3秒	10401038	icon/angleskill/50007_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	5	3	10402038	10403038			5	[[110402091]]	[110402061]		1	1		10520313		5
110402071	狂三技能1-Boss伤	技能1对Boss伤害+2%	10401039	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	7	1	10402039	10403039			5			1	1	1	1042001-1042002-1042003-1042004-1042005-1042006-1042007			7
110402072	狂三技能1-Boss伤	技能1对Boss伤害+4%	10401040	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	7	2	10402040	10403040			5			1	1	1	1042008-1042009-1042010-1042011-1042012-1042013-1042014			7
110402073	狂三技能1-Boss伤	技能1对Boss伤害+7%	10401041	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	7	3	10402041	10403041			5			1	1	1	1042015-1042016-1042017-1042018-1042019-1042020-1042021			7
110402074	狂三技能1-Boss伤	技能1对Boss伤害+10%	10401042	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	7	4	10402042	10403042			5		[110402161]	1	1	1	1042022-1042023-1042024-1042025-1042026-1042027-1042028			7
110402091	狂三技能1-2级	转圈时间延长至2秒,并且可以控制移动	10401043	icon/angleskill/50012_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	9	1	10402043	10403043			10	[[110402153]]	[110402051,110402052,110402053]		1	1	1042802		video/ks_2_2.mp4	9
110402351	狂三技能1-攻速	技能1攻速+10%	10401044	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	35	1	10402044	10403044			5				1	1	1042029-1042030-1042031-1042032-1042033-1042034-1042035			35
110402352	狂三技能1-攻速	技能1攻速+15%	10401045	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	35	2	10402045	10403045			5				1	1	1042036-1042037-1042038-1042039-1042040-1042041-1042042			35
110402353	狂三技能1-攻速	技能1攻速+20%	10401046	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	35	3	10402046	10403046			5				1	1	1042043-1042044-1042045-1042046-1042047-1042048-1042049			35
110402354	狂三技能1-攻速	技能1攻速+25%	10401047	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	35	4	10402047	10403047			5				1	1	1042050-1042051-1042052-1042053-1042054-1042055-1042056			35
110402341	狂三技能1-消耗	技能1时间值消耗-0.5	10401048	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	34	1	10402048	10403048			5				1	1	1042057			34
110402342	狂三技能1-消耗	技能1时间值消耗-1	10401049	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	34	2	10402049	10403049			5				1	1	1042058			34
110402343	狂三技能1-消耗	技能1时间值消耗-1.5	10401050	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	34	3	10402050	10403050			5				1	1	1042059			34
110402061	狂三技能1-3级	技能1攻击范围+20%	10401051	icon/angleskill/50012_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	6	1	10402051	10403051			10	[[110402053]]	[110402021,110402022,110402023,110402024]		1	1	1042803		video/ks_2_3.mp4	6
110402021	狂三技能1-技能伤	技能1伤害+5%	10401052	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	2	1	10402052	10403052			5	[[110402061]]			1	1	1042060-1042061-1042062-1042063-1042064-1042065-1042066			2
110402022	狂三技能1-技能伤	技能1伤害+10%	10401053	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	2	2	10402053	10403053			5	[[110402061]]			1	1	1042067-1042068-1042069-1042070-1042071-1042072-1042073			2
110402023	狂三技能1-技能伤	技能1伤害+15%	10401054	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	2	3	10402054	10403054			5	[[110402061]]			1	1	1042074-1042075-1042076-1042077-1042078-1042079-1042080			2
110402024	狂三技能1-技能伤	技能1伤害+20%	10401055	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110401	100470	2	2	4	10402055	10403055			5	[[110402061]]			1	1	1042081-1042082-1042083-1042084-1042085-1042086-1042087			2
110403341	狂三技能2-浮空伤	技能2对浮空的敌人伤害+7%	10401056	icon/angleskill/10113_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	34	1	10402056	10403056			5				1	1		10530111		34
110403342	狂三技能2-浮空伤	技能2对浮空的敌人伤害+13%	10401057	icon/angleskill/10113_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	34	2	10402057	10403057			5				1	1		10530112		34
110403343	狂三技能2-浮空伤	技能2对浮空的敌人伤害+20%	10401058	icon/angleskill/10113_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	34	3	10402058	10403058			5				1	1		10530113		34
110403121	狂三技能2-1级	开枪次数增加	10401059	icon/angleskill/50013_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	12	1	10402059	10403059			10	[[110403074]]	[110403131,110403132,110403133]		1	1	1043801		video/ks_3_1.mp4	12
110403021	狂三技能2-穿透率	技能2穿透率+3%	10401060	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	2	1	10402060	10403060			5	[[110403031]]			1	1	1043001-1043002-1043003-1043004-1043005-1043006			2
110403022	狂三技能2-穿透率	技能2穿透率+5%	10401061	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	2	2	10402061	10403061			5	[[110403031]]			1	1	1043007-1043008-1043009-1043010-1043011-1043012			2
110403023	狂三技能2-穿透率	技能2穿透率+7%	10401062	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	2	3	10402062	10403062			5	[[110403031]]			1	1	1043013-1043014-1043015-1043016-1043017-1043018			2
110403024	狂三技能2-穿透率	技能2穿透率+10%	10401063	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	2	4	10402063	10403063			5	[[110403031]]	[110403051]		1	1	1043019-1043020-1043021-1043022-1043023-1043024			2
110403071	狂三技能2-Boss伤	技能2对Boss伤害+2%	10401064	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	7	1	10402064	10403064			5			1	1	1	1043025-1043026-1043027-1043028-1043029-1043030			7
110403072	狂三技能2-Boss伤	技能2对Boss伤害+4%	10401065	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	7	2	10402065	10403065			5			1	1	1	1043031-1043032-1043033-1043034-1043035-1043036			7
110403073	狂三技能2-Boss伤	技能2对Boss伤害+7%	10401066	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	7	3	10402066	10403066			5			1	1	1	1043037-1043038-1043039-1043040-1043041-1043042			7
110403074	狂三技能2-Boss伤	技能2对Boss伤害+10%	10401067	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	7	4	10402067	10403067			5		[110403121]	1	1	1	1043043-1043044-1043045-1043046-1043047-1043048			7
110403031	狂三技能2-2级	初始时自身旋转向上,把周围的敌人击飞	10401068	icon/angleskill/50013_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	3	1	10402068	10403068			10	[[110403094]]	[110403021,110403022,110403023,110403024]		1	1	1043802		video/ks_3_2.mp4	3
110403091	狂三技能2-技能伤	技能2伤害+5%	10401069	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	9	1	10402069	10403069			5	[[110403133]]			1	1	1043049-1043050-1043051-1043052-1043053-1043054			9
110403092	狂三技能2-技能伤	技能2伤害+10%	10401070	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	9	2	10402070	10403070			5	[[110403133]]			1	1	1043055-1043056-1043057-1043058-1043059-1043060			9
110403093	狂三技能2-技能伤	技能2伤害+15%	10401071	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	9	3	10402071	10403071			5	[[110403133]]			1	1	1043061-1043062-1043063-1043064-1043065-1043066			9
110403094	狂三技能2-技能伤	技能2伤害+20%	10401072	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	9	4	10402072	10403072			5	[[110403133]]	[110403031]		1	1	1043067-1043068-1043069-1043070-1043071-1043072			9
110403351	狂三技能2-消耗	技能2时间值消耗-1	10401073	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	35	1	10402073	10403073			5				1	1	1043073			35
110403352	狂三技能2-消耗	技能2时间值消耗-2	10401074	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	35	2	10402074	10403074			5				1	1	1043074			35
110403353	狂三技能2-消耗	技能2时间值消耗-3	10401075	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	35	3	10402075	10403075			5				1	1	1043075			35
110403051	狂三技能2-3级	不会再强制向后跳,可在空中控制位移	10401076	icon/angleskill/50013_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	5	1	10402076	10403076			10	[[110403024]]			1	1	1043803		video/ks_3_3.mp4	5
110403131	狂三技能2-暴击率	技能2暴击率+2%	10401077	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	13	1	10402077	10403077			5	[[110403121]]			1	1	1043076-1043077-1043078-1043079-1043080-1043081			13
110403132	狂三技能2-暴击率	技能2暴击率+4%	10401078	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	13	2	10402078	10403078			5	[[110403121]]			1	1	1043082-1043083-1043084-1043085-1043086-1043087			13
110403133	狂三技能2-暴击率	技能2暴击率+6%	10401079	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/027.png	110401	100480	3	13	3	10402079	10403079			5	[[110403121]]	[110403091,110403092,110403093,110403094]		1	1	1043088-1043089-1043090-1043091-1043092-1043093			13
110404181	狂三必杀-暴击率	必杀暴击率+2%	10401080	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	18	1	10402080	10403080			5	[[110404123]]			1	1	1044001-1044002-1044003-1044004-1044005			18
110404182	狂三必杀-暴击率	必杀暴击率+4%	10401081	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	18	2	10402081	10403081			5	[[110404123]]			1	1	1044006-1044007-1044008-1044009-1044010			18
110404183	狂三必杀-暴击率	必杀暴击率+6%	10401082	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	18	3	10402082	10403082			5	[[110404123]]	[110404191]		1	1	1044011-1044012-1044013-1044014-1044015			18
110404031	狂三必杀-1级	攻击次数增加至8次	10401083	icon/angleskill/50014_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	3	1	10402083	10403083			10	[[110404023]]	[110404121,110404122,110404123]		1	1	1044801		video/ks_4_1.mp4	3
110404021	狂三必杀-消耗	必杀时间值消耗-1	10401084	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	2	1	10402084	10403084			5	[[110404104]]			1	1	1044016			2
110404022	狂三必杀-消耗	必杀时间值消耗-2	10401085	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	2	2	10402085	10403085			5	[[110404104]]			1	1	1044017			2
110404023	狂三必杀-消耗	必杀时间值消耗-3	10401086	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	2	3	10402086	10403086			5	[[110404104]]	[110404031]		1	1	1044018			2
110404211	狂三必杀-穿透率	必杀穿透率+3%	10401087	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	21	1	10402087	10403087			5	[[110404191]]			1	1	1044019-1044020-1044021-1044022-1044023			21
110404212	狂三必杀-穿透率	必杀穿透率+5%	10401088	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	21	2	10402088	10403088			5	[[110404191]]			1	1	1044024-1044025-1044026-1044027-1044028			21
110404213	狂三必杀-穿透率	必杀穿透率+7%	10401089	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	21	3	10402089	10403089			5	[[110404191]]			1	1	1044029-1044030-1044031-1044032-1044033			21
110404214	狂三必杀-穿透率	必杀穿透率+10%	10401090	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	21	4	10402090	10403090			5	[[110404191]]	[110404241]		1	1	1044034-1044035-1044036-1044037-1044038			21
110404191	狂三必杀-2级	每次乱射会自动寻找最近的敌人	10401091	icon/angleskill/50014_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	19	1	10402091	10403091			10	[[110404183]]	[110404211,110404212,110404213,110404214]		1	1	1044802		video/ks_4_2.mp4	19
110404121	狂三必杀-命中减防	必杀每次命中目标,都将使目标防御-3%,最大可叠加5层,持续5秒	10401092	icon/angleskill/10125_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	12	1	10402092	10403092			5	[[110404031]]			1	1		10540611		12
110404122	狂三必杀-命中减防	必杀每次命中目标,都将使目标防御-5%,最大可叠加5层,持续5秒	10401093	icon/angleskill/10125_angleskillA.png	ui/fairy_angle/025.png	110401	100420	4	12	2	10402093	10403093			5	[[110404031]]			1	1		10540612		12
