排序	怪物ID(填写monster.csv表中怪物ID)	关卡ID(填写dungeonLevel.csv表中关卡ID)	怪物等级	怪物出现时间(从关卡第0秒开始计时，直到关卡结束，单位毫秒)	怪物出现坐标(以1屏尺寸为基础，坐标可出屏，场景左下角为(0,0))	怪物是否翻转	怪物AI(填AI的ID)	怪物出场帧段数(点第一段轨迹的结算帧段值)	出场动作名	怪物移动轨迹(移动轨迹在路径编辑器里编辑，此处填对应轨迹ID)	轨迹是否需要循环(第一段出场轨迹后的轨迹循环，多用于BOSS)	弹幕ID(弹幕表中I的D)	怒气恢复(怪物被击杀后，精灵恢复怒气点数)	怪物掉落Buff(关卡内的Buff道具)	 怪物击杀得分	怪物掉落奖励(实际掉落)	死亡特效{"effectName":"必须有，没有不播放","scale":默认1,"actionName":"如果只有一个动画可不填,1个或多个是数组", "offset":偏移坐标默认0,0}
940	10003	502004	1	29500	{"x":1400, "y":110}		10001			flyorbit_zhuangji					4		
941	10003	502004	1	29700	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
942	10003	502004	1	29900	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
943	10003	502004	1	30100	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
944	10005	502004	1	30800	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
945	10004	502004	1	31400	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
946	10005	502004	1	32000	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
947	10005	502004	1	32600	{"x":1400, "y":100}		10001			flyorbit_zhuangji							
948	10004	502004	1	33200	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
949	10004	502004	1	33800	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
950	10005	502004	1	34400	{"x":1400, "y":140}		10001			flyorbit_zhuangji							
951	10004	502004	1	35000	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
952	10005	502004	1	35600	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
953	10004	502004	1	36200	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
954	10005	502004	1	36800	{"x":1400, "y":160}		10001			flyorbit_zhuangji							
955	10004	502004	1	37400	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
956	10004	502004	1	38000	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
957	10003	502004	1	31100	{"x":1400, "y":30}		10001			flyorbit_zhuangji					4		
958	10003	502004	1	31700	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
959	10003	502004	1	31900	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
960	10003	502004	1	32300	{"x":1400, "y":160}		10001			flyorbit_zhuangji					4		
961	10003	502004	1	32900	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
962	10003	502004	1	33500	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
963	10003	502004	1	33700	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
964	10003	502004	1	34100	{"x":1400, "y":70}		10001			flyorbit_zhuangji					4		
965	10003	502004	1	34700	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
966	10003	502004	1	35300	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
967	10003	502004	1	35900	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
968	10003	502004	1	36500	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
