	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	跳转（选项）	注释	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
301206	101010312	1	{}		100		美衣的脸色惨白，应该是身体不舒服吧？我现在要过去打扰她们吗？	1	{}				{}				301207-301230-301250													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301207	101010312	1			100		递过去矿泉水，并询问情况	1	{}				{}				301208													{}											{}											{}												{}																	{}	{}					{}	{"quality":{101101:1,101102:3,101103:-2}}							{}	{}	{}	{}
301208	101010312	1	{}		100		把手里的矿泉水送过去，表示一下关心，我这么想着，大步地走了过去。	1	{}				{}				301209													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301209	101010312	1	{}		100	1	“各位好巧啊，能在这里遇到你们。”	1	{}				{}				301210													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301210	101010312	1	{}		100			1	{}				{}				301211													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301211	101010312	1	{}		100	叶樱麻衣	“%s君，你好。”	1	{}				{}				301212													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301212	101010312	1	{}		100		1	1	{}				{}				301213													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301213	101010312	1	{}		100	山吹亚衣 	“%s君？你该不会是来看美衣笑话的吧？”	1	{}				{}				301214													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301214	101010312	1	{}		100	1	“欸？！忽然这么说……”	1	{}				{}				301215													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301215	101010312	1	{}		100			1	{}				{}				301216													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301216	101010312	1	{}		100			1	{}				{}				301217													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301217	101010312	1	{}		100	藤袴美衣	“真……真是和海盗船一样，让人不想接近呢。”	1	{}				{}				301218													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301218	101010312	1	{}		100	1	“海盗船？”	1	{}				{}				301219													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301219	101010312	1	{}		100	山吹亚衣 	“没错，美衣正是坐了海盗船才会变成这样，中途呕吐了三次。”	1	{}				{}				301220													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301220	101010312	1	{}		100	藤袴美衣	“那是让人不想接近的噩梦之船……”	1	{}				{}				301221													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301221	101010312	1	{}		100	1	“真的有那么恐怖吗……你先喝点水吧。”	1	{}				{}				301222													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301222	101010312	1	{}		100			1	{}				{}				301223													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301223	101010312	1	{}		100		我把手里的水递给了美衣，在亚衣的帮助下，她喝下了一小口，脸色似乎好了一些。	1	{}				{}				301224													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301224	101010312	1	{}		100			1	{}				{}				301225													{}											{}											{}							scene/bg/bg_youlechang.png	1		1.3	-1	{"x":0,"y":0}	sound/bgm/date_001.mp3											1	1				{}	{}					{}	{}							{}	{}	{}	{}
301225	101010312	1	{}		100			1	{}				{}				301226													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301226	101010312	1	{}		100	山吹亚衣 	“看在这瓶水的份上，我就告诉你吧，千万不要去尝试海盗船，特别是胆小的女生。”	1	{}				{}				301227													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301227	101010312	1	{}		100	1	“知、知道了，多谢提醒。”	1	{}				{}				301228													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301228	101010312	1	{}		100			1	{}				{}				301229													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301229	101010312	1			100		嘴里说着知道了，但我心里已经有了个计划……	1	{}				{}																	{}											{}											{}												{}																	{}	{}					{}	{}							{"sign":[202]}	{}	{}	{}
301230	101010312	1			100		哈哈大笑，并上前搭讪	1	{}				{}				301231													{}											{}											{}												{}																	{}	{}					{}	{"quality":{101101:1,101102:-3,101103:2}}							{}	{}	{}	{}
301231	101010312	1	{}		100		和亚衣她们的关系一直不是很融洽，直接走过去会很尴尬吧……	1	{}				{}				301232													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301232	101010312	1	{}		100		那就……装作发现了有趣的事这样去打招呼好了！	1	{}				{}				301233													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301233	101010312	1	{}		100	1	“哈哈哈！好巧啊，亚衣、麻衣、美衣，竟然在这里遇到你们。”	1	{}				{}				301234													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301234	101010312	1	{}		100			1	{}				{}				301235													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301235	101010312	1	{}		100	叶樱麻衣	“%s君？”	1	{}				{}				301236													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301236	101010312	1	{}		100		1	1	{}				{}				301237													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301237	101010312	1	{}		100	山吹亚衣 	“%s君！刚才的笑声是嘲笑吗？”	1	{}				{}				301238													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301238	101010312	1	{}		100	1	“欸？！为什么忽然这么说？我只是刚才发现了有趣的事……所以……”	1	{}				{}				301239													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301239	101010312	1	{}		100	山吹亚衣 	“狡辩！你一定在暗中观察了很久吧？！”	1	{}				{}				301240													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301240	101010312	1	{}		100	山吹亚衣 	“就等着美衣坐完海盗船，害怕到发抖时，施以无情的嘲笑！”	1	{}				{}				301241													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301241	101010312	1	{}		100			1	{}				{}				301242													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301242	101010312	1	{}		100			1	{}				{}				301243													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301243	101010312	1	{}		100	藤袴美衣	“真、真是让人不想接近呢。”	1	{}				{}				301244													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301244	101010312	1	{}		100	1	“没！没这回事啦！海盗船……很可怕吗？”	1	{}				{}				301245													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301245	101010312	1	{}		100	山吹亚衣 	“不信你可以上去试试啊，真是的。”	1	{}				{}				301246													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301246	101010312	1	{}		100	1	“别这样啦，看来你们是完全误解我了，没办法，我先走吧，美衣你要好好休息哦。”	1	{}				{}				301247													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301247	101010312	1	{}		100	山吹亚衣 	“不送。”	1	{}				{}				301248													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301248	101010312	1	{}		100			1	{}				{}				301249													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301249	101010312	1			100		我叹了口气，离开了亚衣她们，心里无比的郁闷。	1	{}				{}																	{}											{}											{}												{}																	{}	{}					{}	{}							{"sign":[202]}	{}	{}	{}
301250	101010312	1			100		站在原地，偷听他们说什么	1	{}				{}				301251													{}											{}											{}												{}	sound/bgm/date_002.mp3																{}	{}					{}	{"quality":{101101:1,101102:-2,101103:3}}							{}	{}	{}	{}
301251	101010312	1	{}		100		和亚衣她们的关系一直不是很融洽，还是在原地观察一下再说吧。	1	{}				{}				301252													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301252	101010312	1	{}		100			1	{}				{}				301253													{}											{}											{}							scene/bg/bg_youlechang.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301253	101010312	1	{}		100		断断续续听到她们聊到了可怕的游乐项目，美衣体验以后恐惧得不能走路了。	1	{}				{}				301254													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301254	101010312	1	{}		100		但是究竟是什么样的可怕项目，她们至始至终都没有提及。	1	{}				{}				301255													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301255	101010312	1	{}		100		听到最后，我一无所获，只能失望地走开……	1	{}				{}				301256													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301256	101010312	1			100		1	1	{}				{}																	{}											{}											{}												{}												1	1				{}	{}					{}	{}							{"sign":[202]}	{}	{}	{}
301301	101010313	1	{}		100			1	{}				{}				301302	4												{}											{}											{}							scene/bg/bg_gouwuzhongxin.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301302	101010313	1	{}		100		来到商场门口，我再次见到了那个打扮成小丑模样的少女。	1	{}				{}				301303													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301303	101010313	1	{}		100	1	“呜哇！这一次是表演惊险的飞镖游戏吗？”	1	{}				{}				301304													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301304	101010313	1	{}		100		她用红色的布蒙住眼睛，飞镖准确命地中观众头上的苹果。	1	{}				{}				301305													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301305	101010313	1	{}		100	小孩	“哎呀，好可怕啊，都不敢看了！”	1	{}				{}				301306													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301306	101010313	1	{}		100	小丑	“没关系哦，这只是表演而已，哈哈。”	1	{}				{}				301307													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301307	101010313	1	{}		100		表演结束后，小丑向每个观众赠送了幸运币，当然也包括我在内。	1	{}				{}				301308													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301308	101010313	1			100		1	1	{}				{}																	{}											{}											{}												{}												1	1				{}	{}					{}	{}							{"items":{543002:1}}	{}	{}	{}
301401	101010314	1	{}		100			1	{}				{}				301402	4												{}											{}											{}							scene/bg/bg_youlechang.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
301402	101010314	1	{}		100		在游乐场入口，我再次见到了那个打扮成小丑模样的少女。	1	{}				{}				301403													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301403	101010314	1	{}		100	小丑	“又见面了，小哥，刚开始就看你行色匆匆的样子，是在找什么东西吗？”	1	{}				{}				301404													{}											{}											{}												{}	sound/bgm/date_002.mp3																{}	{}					{}	{}							{}	{}	{}	{}
301404	101010314	1	{}		100	1	“哇，被你看出来了。”	1	{}				{}				301405													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301405	101010314	1	{}		100	小丑	“所以，你究竟在找什么呢？”	1	{}				{}				301406													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
301406	101010314	1	{}		100		我刚想回答小丑，忽然，之前捣乱的男孩从小丑背后窜了出来……	1	{}				{}				301407													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
