特效ID	名字（策划看）	特效触发事件名	特效资源名	动画名称	固定特效朝向（包括固定特效朝向，或子弹飞行方向，不填则为释放者朝向，填1则固定X轴正方向，填2则固定X轴负方向）	特效颜色叠加	触发新特效几率	触发新特效	气浪强度（0为关闭，最强100）	是否循环	渲染层级(0在角色下层，1在人物上层，2根据地图Y值排序)	碰撞类型(0矩形，1多边形)	碰撞范围Y轴修正(上/下检测参数。根据特效父节点有2种情况。父节点为角色时，以角色影子为基础检测目标影子。父节点为其他时，以特效影子为基础检测目标影子。)	碰撞区域	缩放	特效类型（1普通型，2放出型）	牵引类型，放出型特效没有牵引数据（0或不填表示没有牵引，1推吸类型，2固定方向）	牵引速度X（推吸类型，只填写X轴正负速度值，正推负吸。固定方向类型，填写XY轴速度）	牵引速度Y	伤害方式判定（0不进行伤害判定，1根据hurt帧事件判定，2碰撞即算伤害）	伤害触发	是否开启地图蒙板	父节点(1触发者,2目标,3地图,4UI层)	特效是否跟随触发动作(0不删除，1删除)	播放位置（0随施法者1目标位置2施法者挂点3施法者位置4目标挂点5随机位置）	播放位置偏移X（单位像素，正前负后）	播放位置偏移Y（0与角色Y轴一致。1~10为可行走区域的10条路）	挂点骨骼名称（不填为spine原点。）	目标选择（0无，1自身，2随机敌人，3最近的敌人，4最远的敌人，5随机地面点）	目标选择范围（以自身为基点，配置x_y_w_h。来确定一个矩形范围。xy为矩形起点坐标，wh为框大小）	目标选择数量	跟踪方式（0直线，1始终跟踪，2角度跟踪，3追踪目标位置，angle,4圆形，5S曲线，6折射，7直线角度，8贝塞尔曲线目标位置,10贝赛尔曲线固定位置）	直线飞行子弹的角度	圆形和S曲线飞行半径	折射时间	贝塞尔曲线高度	命中数量回收(发射型特效生效。0或不填为不回收。其他数字为命中该数量后回收)	自动触发特效（特效结束or回收时，自动播放下一个特效）	特效速度（包含贝塞尔曲线速度）	特效总时间(循环播放特效生效)	回收特效资源	回收特效动画	受击特效资源	受击特效动画（上层）	受击特效动画（下层）	受击特效角度	受击特效缩放	触发事件（配置该特效的事件名）	触发刷怪表（配置刷怪表ID）	刷怪位置类型（1随机，2特效中心点）
50206	琴里-炮-技能2-聚能火球-1级-循环	effect0	effects_10501_extra_PskillB	PskillB_2_1						1	2		90-80	bdbox_eff	0.9	1	1	-200		1	7235		3		2				0			0	0				0	50207	400	2000	0					90	1			
50207	琴里-炮-技能2-聚能火球-1级-爆炸	effect0	effects_10501_extra_PskillB	PskillB_1_3						0	1		90-80	bdbox_eff	0.9	1				1	7236		3		2				0			0	0				0	0	400	0	0					135	1			
50208	琴里-炮-技能2-聚能火球-2级-展示	effect0	effects_10501_extra_PskillB	PskillB_2						0	1		1-0	bdbox_eff	0.9	1				0			1		0				0			0	0				0	0	400	0	0					170	1			
50209	琴里-炮-技能2-聚能火球-2级	effect1	effects_10501_extra_PskillB	PskillB_huoqiu						1	2		80-80	bdbox_eff	0.9	2				2	7237		3		2	70		weapon_1	0			0	0				1	50210	600	2000	0		effects_10501_extra_PskillB	PskillB_1_1		0	1			
50210	琴里-炮-技能2-聚能火球-2级-循环	effect0	effects_10501_extra_PskillB	PskillB_2_1						1	2		90-80	bdbox_eff	0.9	1	1	-200		1	7238		3		2				0			0	0				0	50211	400	2000	0					45	1			
50211	琴里-炮-技能2-聚能火球-2级-爆炸	effect0	effects_10501_extra_PskillB	PskillB_1_3						0	1		90-80	bdbox_eff	0.9	1				1	7239		3		2				0			0	0				0	0	400	0	0					90	1			
50212	琴里-炮-技能2-聚能火球-3级-展示	effect0	effects_10501_extra_PskillB	PskillB_2						0	1		1-0	bdbox_eff	0.9	1				0			1		0				0			0	0				0	0	400	0	0					135	1			
50213	琴里-炮-技能2-聚能火球-3级	effect1	effects_10501_extra_PskillB	PskillB_huoqiu						1	2		80-80	bdbox_eff	0.9	2				2	7240		3		2	70		weapon_1	0			0	0				1	50214	600	2000	0		effects_10501_extra_PskillB	PskillB_1_1		170	1			
50214	琴里-炮-技能2-聚能火球-3级-循环	effect0	effects_10501_extra_PskillB	PskillB_2_1						1	2		90-80	bdbox_eff	0.9	1	1	-200		1	7241		3		2				0			0	0				0	50215	400	2000	0					0	1			
50215	琴里-炮-技能2-聚能火球-3级-爆炸	effect0	effects_10501_extra_PskillB	PskillB_3						0	1		90-80	bdbox_eff	0.9	1				1	7242		3		2				0			0	0				0	0	400	0	0					45	1			
50230	琴里-炮-必杀-0级-跃起展示	effect0	effects_10501_PskillC	PskillC_yan						0	1		1-0	bdbox_eff	0.9	1				0			3		3				0			0	0				0	0	400	0	0					90	1			
50231	琴里-炮-必杀-0级-发射	effect0	effects_10501_PskillC	PskillC_1						0	1		100-80	bdbox_eff	0.9	1				1	7250		3		3				0			0	0				0	0	400	0	0		effects_10501_PskillA	PskillA_hit2		135	1			
50232	琴里-炮-必杀-0级-落地展示	effect0	effects_air	effects_air						0	1		1-0	bdbox_eff	0.9	1				0			3		3				0			0	0				0	0	400	0	0					170	1			
50233	琴里-炮-必杀-1级-跃起展示	effect0	effects_10501_PskillC	PskillC_yan						0	1		1-0	bdbox_eff	0.9	1				0			3		3				0			0	0				0	0	400	0	0					0	1			
50234	琴里-炮-必杀-1级-发射	effect0	effects_10501_PskillC	PskillC_1			10000	50235		0	1		100-80	bdbox_eff	0.9	1				1	7251		3		3				0			0	0				0	0	400	0	0		effects_10501_PskillA	PskillA_hit2		45	1			
50235	琴里-炮-必杀-1级-地面火焰	effect1	effects_10501_PskillC_down	PskillC_1_down						1	0		80-80	bdbox_eff	0.9	1				1	7252		3		2	600			0			0	0				0	0	400	3000	0		effects_10501_hit	hit2		90	1			
50236	琴里-炮-必杀-1级-落地展示	effect0	effects_air	effects_air						0	1		1-0	bdbox_eff	0.9	1				0			3		3				0			0	0				0	0	400	0	0					135	1			
50237	琴里-炮-必杀-2级-跃起展示	effect0	effects_10501_PskillC	PskillC_yan						0	1		1-0	bdbox_eff	0.9	1				0			3		3				0			0	0				0	0	400	0	0					170	1			
50238	琴里-炮-必杀-2级-发射	effect0	effects_10501_PskillC	PskillC_2			10000	50239		0	1		100-80	bdbox_eff	0.9	1				1	7253		3		3				0			0	0				0	0	400	0	0		effects_10501_PskillA	PskillA_hit2		0	1			
50239	琴里-炮-必杀-2级-地面火焰	effect1	effects_10501_PskillC_down	PskillC_1_down						1	0		80-80	bdbox_eff	0.9	1				1	7254		3		2	600			0			0	0				0	0	400	3000	0		effects_10501_hit	hit2		45	1			
50240	琴里-炮-必杀-2级-落地展示	effect0	effects_air	effects_air						0	1		1-0	bdbox_eff	0.9	1				0			3		3				0			0	0				0	0	400	0	0					90	1			
50241	琴里-炮-必杀-3级-跃起展示	effect0	effects_10501_PskillC	PskillC_yan						0	1		1-0	bdbox_eff	0.9	1				0			3		3				0			0	0				0	0	400	0	0					135	1			
50242	琴里-炮-必杀-3级-发射	effect0	effects_10501_PskillC	PskillC_3			10000	50243		0	1		100-80	bdbox_eff	0.9	1				1	7255-7256		3		3				0			0	0				0	50243	400	0	0		effects_10501_PskillA	PskillA_hit2		170	1			
50243	琴里-炮-必杀-3级-地面火焰	effect1	effects_10501_PskillC_down	PskillC_1_down						1	0		80-80	bdbox_eff	0.9	1				1	7257		3		2	650			0			0	0				0	0	400	3000	0		effects_10501_hit	hit2		0	1			
50244	琴里-炮-必杀-3级-落地展示	effect0	effects_air	effects_air						0	1		1-0	bdbox_eff	0.9	1				0			3		3				0			0	0				0	0	400	0	0					45	1			
50300	琴里-炮—觉醒变身	effect0	effects_10501_PskillD	PskillD						0	1		70-50	bdbox_eff	0.9	1				1	7260		1		0				0			0	0				0	0	400	0	0		effects_10501_hit	hit2		90	1			
50310	琴里-炮—闪避	effect0	effects_10501_pdodge	Pdodge						1	1		1-0	bdbox_eff	0.9	1				0			1		0				0			0	0				0	0	400	1000	0					135	1			
60010	崇宫真那—普攻1	effect1	effects_10601_skillA	skillA1			0	60051		0	1		45-45	bdbox_eff	1	1				1	6910		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		0	1			
60020	崇宫真那—普攻2	effect1	effects_10601_skillA	skillA2			0	60051		0	1		45-45	bdbox_eff	1	1				1	6920-6921		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		45	1			
60030	崇宫真那—普攻3	effect1	effects_10601_skillA	skillA3			0	60051		0	1		45-45	bdbox_eff	1	1				1	6930-6931		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		90	1			
60040	崇宫真那—普攻4	effect0	effects_10601_skillA	skillA4			0	60051		0	1		45-45	bdbox_eff	1	1				1	6940-6941		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		135	1			
60050	崇宫真那—普攻5	effect0	effects_10601_skillA	skillA5			0	60051		0	1		45-45	bdbox_eff	1	1				1	6950		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		170	1			
60051	崇宫真那—普攻-残影攻击	effect1	effects_10601_skillA	skillA7						0	1		60-50	bdbox_eff	1	1				1	6951		3		3	200			0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		0	1			
60200	崇宫真那-技能1-0级	effect0	effects_10601_skillB	skillB0						0	1		60-60	bdbox_eff	1	1				1	6201-6202-6203-6204-6205		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		45	1			
60210	崇宫真那-技能1-1级	effect0	effects_10601_skillB	skillB0						0	1		60-60	bdbox_eff	1	1				1	6211-6212-6213-6214-6215		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		90	1			
60220	崇宫真那-技能1-1级	effect0	effects_10601_skillB	skillB1						0	1		60-60	bdbox_eff	1	1				1	6220		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		135	1			
60230	崇宫真那-技能1-2级	effect0	effects_10601_skillB	skillB0						0	1		60-60	bdbox_eff	1	1				1	6231-6232-6233-6234-6235		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		170	1			
60240	崇宫真那-技能1-2级	effect0	effects_10601_skillB	skillB1						0	1		60-60	bdbox_eff	1.2	1				1	6240		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		0	1			
60250	崇宫真那-技能1-2级	effect0	effects_10601_skillB	skillB2All_0						0	1		60-60	bdbox_eff	1.2	1				1	6250		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		45	1			
60251	崇宫真那-技能1-2级	effect1	effects_10601_skillB	skillB2All_1						0	1		60-60	bdbox_eff	1.2	1				1	6250		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		90	1			
60252	崇宫真那-技能1-2级	effect1	effects_10601_skillB	skillB2All_2						0	0		70-65	bdbox_eff	1.2	1				1	6250		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		135	1			
60260	崇宫真那-技能1-3级	effect0	effects_10601_skillB	skillB0						0	1		70-65	bdbox_eff	1	1				1	6261-6262-6263-6264-6265		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		170	1			
60270	崇宫真那-技能1-3级	effect0	effects_10601_skillB	skillB1						0	1		70-65	bdbox_eff	1.5	1				1	6270		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		0	1			
60280	崇宫真那-技能1-3级	effect0	effects_10601_skillB	skillB2All_0						0	1		70-65	bdbox_eff	1.5	1				1	6280		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		45	1			
60281	崇宫真那-技能1-3级	effect1	effects_10601_skillB	skillB3All_1						0	1		80-70	bdbox_eff	1.5	1				1	6280		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		90	1			
60282	崇宫真那-技能1-3级	effect1	effects_10601_skillB	skillB3All_2						0	0		90-80	bdbox_eff	1.5	1				1	6280		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		135	1			
60700	崇宫真那-技能2-0级	effect0	effects_10601_extra_skillB	extra_skillB0_1						0	1		70-70	bdbox_eff	1	1				1	6700		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		170	1			
60710	崇宫真那-技能2-0级	effect0	effects_10601_extra_skillB	extra_skillB0_2						0	1		70-70	bdbox_eff	1	1				1	6710		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt3		0	1			
60720	崇宫真那-技能2-1级	effect0	effects_10601_extra_skillB	extra_skillB2_1_1						0	1		70-70	bdbox_eff	1	1				1	6720		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		45	1			
60730	崇宫真那-技能2-1级	effect0	effects_10601_extra_skillB	extra_skillB2_1_2						0	1		70-70	bdbox_eff	1	1				1	6730		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		90	1			
60740	崇宫真那-技能2-1级	effect0	effects_10601_extra_skillB	extra_skillB2_1_3						0	1		70-70	bdbox_eff	1	1				1	6740		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		135	1			
60750	崇宫真那-技能2-1级	effect0	effects_10601_extra_skillB	extra_skillB2_1_4						0	1		70-70	bdbox_eff	1	1				1	6750		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt3		170	1			
60760	崇宫真那-技能2-2级	effect0	effects_10601_extra_skillB	extra_skillB2_2						0	1		80-70	bdbox_eff	1	1				1	6760-6760-6760-6760-6761-6761		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		0	1			
60770	崇宫真那-技能2-3级	effect0	effects_10601_extra_skillB	extra_skillB3_2						0	1		90-80	bdbox_eff	1	1				1	6770-6770-6770-6770-6770-6770-6770-6771-6771-6771-6771		3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt1		45	1			
60800	崇宫真那-大招-0级	effect1	effects_10601_skillC	skillC0_1						0	1		100-80	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		90	1			
60801	崇宫真那-大招-0级	effect2	effects_10601_skillC	skillC0_2						0	1		100-80	bdbox_eff	1	1				1	6801-6801-6801-6801-6802	1	3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		135	1			
60802	崇宫真那-大招-0级	effect2	effects_10601_skillC	skillC0_3						0	1		100-80	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		170	1			
60810	崇宫真那-大招-1级	effect1	effects_10601_skillC	skillC1_1						0	1		100-80	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		0	1			
60811	崇宫真那-大招-1级	effect2	effects_10601_skillC	skillC1_2						0	1		100-80	bdbox_eff	1	1				1	6811-6811-6811-6811-6811-6811-6811-6812	1	3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		45	1			
60812	崇宫真那-大招-1级	effect2	effects_10601_skillC	skillC1_3						0	1		100-80	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		90	1			
60820	崇宫真那-大招-2级	effect1	effects_10601_skillC	skillC2_1						0	1		100-80	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		135	1			
60821	崇宫真那-大招-2级	effect2	effects_10601_skillC	skillC2_2						0	1		100-80	bdbox_eff	1	1				1	6821-6821-6821-6821-6821-6821-6821-6821-6822	1	3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		170	1			
60822	崇宫真那-大招-2级	effect3	effects_10601_skillC	skillC2_3						0	1		100-80	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		0	1			
60830	崇宫真那-大招-3级	effect1	effects_10601_skillC	skillC3_1						0	1		100-80	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		45	1			
60831	崇宫真那-大招-3级	effect2	effects_10601_skillC	skillC3_2						0	1		100-80	bdbox_eff	1	1				1	6831-6831-6831-6831-6831-6831-6831-6831-6832-6832	1	3		3				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		90	1			
60832	崇宫真那-大招-3级	effect3	effects_10601_skillC	skillC3_3						0	1		100-80	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	0	0	0		effects_10201_skillA	hurt2		135	1			
60120	崇宫真那—觉醒up	effect1	effects_10601_skillD	skillD						0	1		200-200	bdbox_eff	1	1				1	6030-6031-6032	1	1		0				0			0	0				0	0	400	0	0		effects_10201_skillA	hurt1		170	1			
60130	崇宫真那—觉醒up	effect2	effects_10601_skillD	skillD2						0	1		200-200	bdbox_eff	1	1				1	6033-6033-6033-6033-6033-6033-6033-6034	1	3		2			root	0			0	0				0	0	400	0	0		effects_10201_skillA	hurt1		0	1			
66120	崇宫真那-猫娘-觉醒up	effect1	Effects_10603_skillD2	skillD						0	1		200-200	bdbox_eff	1	1				1	6030-6031-6032	1	1		0				0			0	0				0	0	400	0	0		effects_10201_skillA	hurt1		45	1			
66130	崇宫真那-猫娘-觉醒up	effect2	Effects_10603_skillD2	skillD2						0	1		200-200	bdbox_eff	1	1				1	6033-6033-6033-6033-6033-6033-6033-6034	1	3		2			root	0			0	0				0	0	400	0	0		effects_10201_skillA	hurt1		90	1			
60140	崇宫真那—闪避	effect1	effects_10601_quickmove	quickmove						1	1		70-40	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	1000	0		effects_10201_skillA	hurt1		135	1			
60141	崇宫真那—闪避-闪电穿梭	effect1	effects_10601_dodge	dodge						0	1		70-40	bdbox_eff	1	1				1	6040		1		0				0			0	0				0	0	400	1000	0		effects_10201_skillA	hurt1		170	1			
60150	崇宫真那—出场—闪电聚集up	effect1	effects_10601_skillF	skillF_up						0	1		70-70	bdbox_eff	1	1	1	-200		1	6050-6050-6050-6050-6060		1		0				0			0	0				0	0	400	0	0		effects_10201_skillA	hurt1		0	1			
60160	崇宫真那—出场—闪电聚集down	effect1	effects_10601_skillF	skillF_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10201_skillA	hurt1		45	1			
60180	崇宫真那—下落	effect1	effects_10601_quickmove	quickmove						1	1		1-0	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	1000	0		effects_10201_skillA	hurt1		90	1			
60190	崇宫真那—电流爆炸	effect1	effects_10601_skillE	skillE						0	1		70-40	bdbox_eff	1	1				1	6070		3		3				0			0	0				0	0	400	0	0		effects_10201_skillA	hurt1		135	1			
70010	耶俱矢-普攻1	effect0	effects_10701_skillA	skillA1						0	1		55-50	bdbox_eff	0.75	1				1	9001		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		170	1			
70011	耶俱矢-普攻2	effect0	effects_10701_skillA	skillA2						0	1		55-50	bdbox_eff	0.75	1				1	9002		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		0	1			
70012	耶俱矢-普攻3	effect0	effects_10701_skillA	skillA3						0	1		55-50	bdbox_eff	0.75	1				1	9003		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		45	1			
70013	耶俱矢-普攻4	effect0	effects_10701_skillA	skillA4						0	1		55-50	bdbox_eff	0.75	1				1	9004		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		90	1			
70014	耶俱矢-普攻5	effect0	effects_10701_skillA	skillA5						0	1		55-50	bdbox_eff	0.75	1				1	9005		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		135	1			
70020	耶俱矢-普攻1	effect0	effects_10701_skillA	skillA1						0	1		65-60	bdbox_eff	0.9	1				1	9001		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		170	1			
70021	耶俱矢-普攻2	effect0	effects_10701_skillA	skillA2						0	1		65-60	bdbox_eff	0.9	1				1	9002		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		0	1			
70022	耶俱矢-普攻3	effect0	effects_10701_skillA	skillA3						0	1		65-60	bdbox_eff	0.9	1				1	9003		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		45	1			
70023	耶俱矢-普攻4	effect0	effects_10701_skillA	skillA4						0	1		65-60	bdbox_eff	0.9	1				1	9004		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		90	1			
70024	耶俱矢-普攻5	effect0	effects_10701_skillA	skillA5						0	1		65-60	bdbox_eff	0.9	1				1	9005		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		135	1			
70060	耶俱矢-技能1-直接发射	effect1	effects_10701_skillB_leve0	skillB						0	1		60-50	bdbox_eff	1	1				1	9010		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		170	1			
70061	耶俱矢-技能1-0段	effect1	effects_10701_skillB_leve0	skillB						0	1		60-50	bdbox_eff	1	1				1	9011		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		0	1			
70062	耶俱矢-技能1-1段	effect1	effects_10701_skillB_leve1	skillB						0	1		70-70	bdbox_eff	1	1				1	9012		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		45	1			
70063	耶俱矢-技能1-2段	effect1	effects_10701_skillB_leve2	skillB						0	1		80-70	bdbox_eff	1	1				1	9013		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		90	1			
70064	耶俱矢-技能1-3段	effect1	effects_10701_skillB_leve3	skillB						0	1		90-80	bdbox_eff	1	1				1	9014		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		135	1			
70065	耶俱矢-技能1-3段+	effect1	effects_10701_skillB_leve4	animation						0	1		100-90	bdbox_eff	1	1				1	9016-9015-9015-9015		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		170	1			
70066	耶俱矢-技能1-蓄力展示	effect0	effects_10701_skillB_juqi	animation						1	1		1-0	bdbox_eff	1	0.6				0	0		1		0				0			0	0				0	0	0	1000	0		effects_10701_skillA	skillA		0	1			
70067	耶俱矢-技能1-蓄力展示	effect0	effects_10701_skillB_juqi	animation						1	1		1-0	bdbox_eff	1	0.9				0	0		1		0				0			0	0				0	0	0	1000	0		effects_10701_skillA	skillA		45	1			
70068	耶俱矢-技能1-蓄力展示	effect0	effects_10701_skillB_juqi	animation						1	1		1-0	bdbox_eff	1	1.2				0	0		1		0				0			0	0				0	0	0	1000	0		effects_10701_skillA	skillA		90	1			
70080	耶俱矢-技能2-旋风展示	effect1	effects_10701_extra_skillB	extra_skillB_shoushanglizi						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	0	1000	0		effects_10701_skillA	skillA		135	1			
70081	耶俱矢-技能2-旋风0级-出现	effect2	effects_10701_extra_skillB	extra_skillB_chuxian						1	2		50-50	bdbox_eff	1	2	1	-50		1	9070		3		2	50		root	0			0	0				0	70082	400	300	0		effects_10701_skillA	skillA		170	1			
70082	耶俱矢-技能2-旋风0级-循环	effect1	effects_10701_extra_skillB	extra_skillB_xunhuan						1	2		50-50	bdbox_eff	1	2	1	-50		1	9070		3		2			root	0			0	0				0	70083	400	2000	0		effects_10701_skillA	skillA		0	1			
70083	耶俱矢-技能2-旋风0级-消失	effect1	effects_10701_extra_skillB	extra_skillB_xiaoshi						0	2		50-50	bdbox_eff	1	1				1	9070		3		2			root	0			0	0				0	0	0	0	0		effects_10701_skillA	skillA		45	1			
70084	耶俱矢-技能2-旋风1级-出现	effect2	effects_10701_extra_skillB	extra_skillB_chuxian						1	2		50-50	bdbox_eff	1	2	1	-50		1	9071		3		2	50		root	0			0	0				0	70085	400	300	0		effects_10701_skillA	skillA		90	1			
70085	耶俱矢-技能2-旋风1级-循环	effect1	effects_10701_extra_skillB	extra_skillB_xunhuan						1	2		50-50	bdbox_eff	1	2	1	-50		1	9071		3		2			root	0			0	0				0	70086	400	1000	0		effects_10701_skillA	skillA		135	1			
70086	耶俱矢-技能2-旋风1级-消失爆炸	effect1	effects_10701_extra_skillB	extra_skillB_baokai						0	2		50-50	bdbox_eff	1	1				1	9072		3		2			root	0			0	0				0	0	0	0	0		effects_10701_skillA	skillA		170	1			
70087	耶俱矢-技能2-旋风2级-出现	effect2	effects_10701_extra_skillB	extra_skillB_chuxian						1	2		50-50	bdbox_eff	1	2	1	-50		1	9073		3		2	50		root	0			0	0				0	70088	400	300	0		effects_10701_skillA	skillA		0	1			
70088	耶俱矢-技能2-旋风2级-循环	effect1	effects_10701_extra_skillB	extra_skillB_xunhuan						1	2		50-50	bdbox_eff	1	2	1	-50		1	9073		3		2			root	0			0	0				0	70089	400	500	0		effects_10701_skillA	skillA		45	1			
70089	耶俱矢-技能2-旋风2级-原地循环	effect1	effects_10701_extra_skillB	extra_skillB_xunhuan						1	2		50-50	bdbox_eff	1	1	1	-50		1	9073		3		2			root	0			0	0				0	70090	0	2000	0		effects_10701_skillA	skillA		90	1			
70090	耶俱矢-技能2-旋风2级-消失爆炸	effect1	effects_10701_extra_skillB	extra_skillB_baokai						0	2		50-50	bdbox_eff	1	1				1	9074		3		2			root	0			0	0				0		0	0	0		effects_10701_skillA	skillA		135	1			
70091	耶俱矢-技能2-旋风3级-出现	effect2	effects_10701_extra_skillB	extra_skillB_chuxian						1	2		50-50	bdbox_eff	1.2	2	1	-90		1	9075		3		2	50		root	0			0	0				0	70092	400	300	0		effects_10701_skillA	skillA		170	1			
70092	耶俱矢-技能2-旋风3级-循环	effect1	effects_10701_extra_skillB	extra_skillB_xunhuan						1	2		50-50	bdbox_eff	1.2	2	1	-90		1	9075		3		2			root	0			0	0				0	70093	400	500	0		effects_10701_skillA	skillA		0	1			
70093	耶俱矢-技能2-旋风3级-原地循环	effect1	effects_10701_extra_skillB	extra_skillB_xunhuan						1	2		50-50	bdbox_eff	1.2	1	1	-90		1	9075		3		2			root	0			0	0				0	70094	0	2500	0		effects_10701_skillA	skillA		45	1			
70094	耶俱矢-技能2-旋风3级-消失爆炸	effect1	effects_10701_extra_skillB	extra_skillB_baokai						0	2		50-50	bdbox_eff	1.2	1				1	9076		3		2			root	0			0	0				0		0	0	0		effects_10701_skillA	skillA		90	1			
71010	耶俱矢-大招0	effect0	effects_10701_skillC	skillC_0						0	1		80-70	bdbox_eff	1	1				1	9019		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		135	1			
71011	耶俱矢-大招1箭头	effect0	effects_10701_skillC	skillC_1_1			10000	71020-71021-71022-71023-71024		0	1		50-50	bdbox_eff	1	1				1	9020		3		3				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		170	1			
71012	耶俱矢-大招1	effect1	effects_10701_skillC	skillC_1_2						0	1		90-80	bdbox_eff	1	1				1	9020		3		3				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		0	1			
71013	耶俱矢-大招2箭头	effect0	effects_10701_skillC	skillC_2_1			10000	71020-71021-71022-71023-71024-71025-71026-71027-71028-71029		0	1		50-50	bdbox_eff	1	1				1	9021		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		45	1			
71014	耶俱矢-大招2	effect1	effects_10701_skillC	skillC_2_2						0	1		90-80	bdbox_eff	1	1				1	9021		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		90	1			
71015	耶俱矢-大招3箭头	effect0	effects_10701_skillC	skillC_2_1			10000	71020-71021-71022-71023-71024-71025-71026-71027-71028-71029		0	1		50-50	bdbox_eff	1	1				1	9022		1		0				0			0	0				0	0	400	0	0		effects_10701_skillA	skillA		135	1			
71016	耶俱矢-大招3	effect1	effects_10701_skillC	skillC_3_2						1	2		100-90	bdbox_eff	1	2				2	9022		3		3			root	0			0	0				0	0	1300	1500	0		effects_10701_skillA	skillA		170	1			
