	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
140102302	102010201	1	{}		100	1	呐，折纸。	1	{}				{}					140102303	2			10204	3							2	{}	1.2										{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102303	102010201	1	{}		100	鸢一折纸	嗯？	1	{}				{}					140102304				1			id_pose_1		id_look_3				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140102304	102010201	1	{}		100	1	其实上次在教室，我说交往的事，很不好意思，我……	1	{}				{}					140102305				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102305	102010201	1	{}		100	鸢一折纸	没关系。	1	{}				{}					140102306				1			id_pose_1		id_look_2				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140102306	102010201	1	{}		100	1	哎？	1	{}				{}					140102307				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102307	102010201	1	{}		100		折纸已经知道是我在训练了吗？	1	{}				{}					140102308				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102308	102010201	1	{}		100	鸢一折纸	%s只要今后不出轨就好。	1	{}				{}					140102309				1			id_pose_1		id_look_4				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140102309	102010201	1	{}		100	1	出、出、出轨？！！	1	{}				{}					140102310				1									{}											{}											{}		0.1-7-9-5-0.024	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102310	102010201	1	{}		100	鸢一折纸	虽然打到了%s是我的错，但那天，你和夜刀神十香约会了一整天，不能原谅。	1	{}				{}					140102311				1			id_pose_5		id_look_5				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140102311	102010201	1	{}		100	鸢一折纸	%s只和夜刀神十香约会，这不公平。	1	{}				{}					140102312				1			id_pose_5		id_look_5				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140102312	102010201	1	{}		100	1	……那折纸要我怎么办？	1	{}				{}					140102313				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102313	102010201	1	{}		100	鸢一折纸	%s要完完全全属于我一天，和我约会。不去理其他女生，不花心的话……我就不在学校和夜刀神十香起冲突。	1	{}				{}					140102314				1			id_pose_2		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140102314	102010201	1	{}		100	1	啊……约会的话倒是没问题……	1	{}				{}					140102315				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102315	102010201	1	{}		100	鸢一折纸	还有，夜刀神十香和%s去了哪里，我也要去。	1	{}				{}					140102316				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140102316	102010201	1	{}		100	1	没问题……	1	{}				{}					140102317				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102317	102010201	1	{}		100	鸢一折纸	那么，约定好了。明天就去约会吧。	1	{}				{}					140102318				1			id_pose_1		id_look_2				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140102318	102010201	1	{}		100	1	明天吗？	1	{}				{}					140102319				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102319	102010201	1	{}		100	鸢一折纸	%s不愿意吗？	1	{}				{}					140102320				1			id_pose_5		id_look_5				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140102320	102010201	1	{}		100	1	没有、没有。	1	{}				{}					140102321				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102321	102010201	1	{}		100		1	1	{}				{}					140112321						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140112321	102010201	1	{}		100			1	{}				{}					140102322													{}											{}											{}							scene/bg/bg_tiyucangku.png	1		1.3	-1	{"x":51,"y":0}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102322	102010201	1	{}		100		和折纸在周末约会，感觉就像恋人一样……	1	{}				{}					140102323													{}											{}											{}												{}	sound/bgm/date_001.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140102323	102010201	1	{}		100		——虽然确实说过“请和我交往”的话。	1	{}				{}					140102324													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102324	102010201	1	{}		100		我想解释交往的误会，却怎么也开不了口。	1	{}				{}					140102325													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102325	102010201	1	{}		100	？？？	有人在里面吗？	1	{}				{}					140102326													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102326	102010201	1	{}		100	1	啊，是老师——	1	{}				{}					140102327													{}											{}											{}		0.1-7-9-5-0.024	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102327	102010201	1	{}		100		终于来人把我们救了出去。	1	{}				{}					140102328													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102328	102010201	1	{}		100			1	{}				{}					140102329													{}											{}											{}							scene/bg/bg_shidaowoshi.png	2		1.3	-1	{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102329	102010201	1	{}		100		夜晚，我在床上怎么也睡不着觉。	1	{}				{}				1	140102330													{}											{}											{}												{}	sound/bgm/date_013.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140102330	102010201	1	{}		100		我对折纸，到底是什么样的感情呢……	1	{}				{}					140102331-140102332-140102333	5												{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102331	102010201	1	{}		100		是为了AST的情报，为了训练……	1	{}				{}					140102334	1												{}											{}											{}												{}																	{}	{}					{}	{"quality":{102103:3}}		{}					{}	{}	{}	
140102332	102010201	1	{}		100		是为了安慰她失手打伤我……	1	{}				{}					140102334	1												{}											{}											{}												{}																	{}	{}					{}	{"quality":{102101:3,102102:2}}		{}					{}	{}	{}	
140102333	102010201	1	{}		100		是觉得和她在交往很开心……	1	{}				{}					140102334	1												{}											{}											{}												{}																	{}	{}					{}	{"quality":{102101:2,102102:3}}		{}					{}	{}	{}	
140102334	102010201	1	{}		100	1	嗯，应该就是这样吧。	1	{}				{}				1	140102335													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140102335	102010201	1	{}		100		迷迷糊糊地，我进入了梦乡。	1	{}				{}				1														{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
																																																																																																			
140201101	102010311	1	{}		100			1	{}				{}					140201102	4												{}											{}											{}							scene/bg/bg_chaoshi.png	1		1.3	-1	{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201102	102010311	1	{}		100	1	不好意思，请让一让。	1	{}				{}					140201103													{}											{}											{}												{}	sound/bgm/date_018.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140201103	102010311	1	{}		100		我穿过人群，来到货架前，选购了不少当季水果。	1	{}				{}					140201104													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201104	102010311	1	{}		100	店员	小哥，你好，这是送你的芒果。	1	{}				{}					140201105													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201105	102010311	1	{}		100	1	哦，太感谢了！	1	{}				{}					140201106													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201106	102010311	1	{}		100		店员很是热情地送了我额外的芒果。	1	{}				{}				1	140201107													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201107	102010311	1	{}		100		我又花费了不少时间才排队付款出来。	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{"items":{543133:1}}	{}	{}	
																																																																																																			
140201901	102010319	1	{}		100		来晚了，水果的打折和试吃活动已经结束了……	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
140201201	102010312	1	{}		100			1	{}				{}					140201202	4												{}											{}											{}							scene/bg/bg_mianbaodian.png	1		1.3	-1	{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201202	102010312	1	{}		100		我早早的来到了商业街，正赶上面包店的店员在宣传新品。	1	{}				{}					140201203													{}											{}											{}												{}	sound/bgm/date_009.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140201203	102010312	1	{}		100	店员	这位小哥要来看一看我家的新品吗？	1	{}				{}					140201204													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201204	102010312	1	{}		100	1	哦哦，好啊。	1	{}				{}					140201205													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201205	102010312	1	{}		100		我接过宣传单。	1	{}				{}					140201206													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201206	102010312	1	{}		100	店员	小哥不要走开哦，马上我们要开启满赠活动哦！买黄豆粉面包就送新品巧克力！	1	{}				{}					140201207													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201207	102010312	1	{}		100	1	哇！好划算的样子！	1	{}				{}				1	140201208													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201208	102010312	1	{}		100		看样子，店员正在忙碌地准备满赠的活动。	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
140201301	102010313	1	{}		100		1	1	{}				{}					140201302	4												{}											{}											{}							scene/bg/bg_mianbaodian.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140201302	102010313	1	{}		100	店员	买黄豆粉面包就送新品巧克力哦！这位少女要来试试吗？	1	{}				{}					140201303				10207	3							2	{}	1.2										{}											{}												{}	sound/bgm/date_009.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140201303	102010313	1	{}		100	鸢一折纸	黄豆粉面包？我不太喜欢。	1	{}				{}					140201304				1			id_pose_4		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140201304	102010313	1	{}		100	1	折纸？你也在啊。	1	{}				{}					140201305				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201305	102010313	1	{}		100	鸢一折纸	%s，我们果然很有缘。	1	{}				{}					140201306				1			id_pose_1		id_look_2				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140201306	102010313	1	{}		100	1	啊……面包店好像在做活动，你要买一点黄豆粉面包吗？	1	{}				{}					140201307				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201307	102010313	1	{}		100	鸢一折纸	黄豆粉面包，我不是很喜欢。	1	{}				{}					140201308				1			id_pose_4		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140201308	102010313	1	{}		100	1	是吗……	1	{}				{}					140201309				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201309	102010313	1	{}		100	鸢一折纸	%s要买吗？	1	{}				{}					140201310				1			id_pose_1		id_look_3				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140201310	102010313	1	{}		100	1	我暂时不需要买……	1	{}				{}					140201311				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140201311	102010313	1	{}		100	鸢一折纸	是么？我还以为你要给夜刀神十香买。	1	{}				{}					140201312				1			id_pose_2		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
