	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
145201316	103010213	1	{}		100	1	谁会想要赶上这种事啊！	1	{}				{}									1									{}											{}											{}		0.1-7-12-5-0.028	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145201401	103010214	1	{}		100		 	1	{}				{}					145201402	4												{}											{}											{}							scene/bg/bg_keting.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145201402	103010214	1	{}		100	四糸奈	唔……好饿，四糸乃的肚子刚刚也叫了吧。	1	{}				{}					145201403				10303	3		id1_tuzi					2	{}	1.3										{}											{}												{}	sound/bgm/date_013.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201403	103010214	1	{}		100	四糸乃	啊……没、没有。	1	{}				{}					145201404				1			id_normal_2						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201404	103010214	1	{}		100	1	饿了要告诉我哦。	1	{}				{}					145201405				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201405	103010214	1	{}		100	四糸奈	真是辛苦你了，这种待遇真是让我们很感激呢。	1	{}				{}					145201406				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201406	103010214	1	{}		100	1	不用这么客气啦……话说你们想吃点什么呢？	1	{}				{}					145201407				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201407	103010214	1	{}		100	四糸乃	都……都可以。	1	{}				{}					145201408				1			id_normal_12						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201408	103010214	1	{}		100	1	诶诶？冰箱里好像没食物了，所以我们只能出去吃了……	1	{}				{}					145201409				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201409	103010214	1	{}		100	四糸乃	唔……没关系。	1	{}				{}				1	145201410				1			id_normal_2						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201410	103010214	1	{}		100	四糸奈	嘎哈，那就出去随便吃点吧。	1	{}				{}					145201412-145201417-145201423	5			1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201411	103010214	1	{}		100		那就去拉面馆吧！	1	{}				{}					145201412	1			10303	3	3						2	{}	1.3										{}											{}							scene/bg/bg_keting.png				-1	{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201412	103010214	1	{}		100	四糸乃	拉面……好、好吃吗？	1	{}				{}					145201413				1			id_pose_10		id_look_11				{}											{}											{}												{}	sound/bgm/date_013.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201413	103010214	1	{}		100	1	嗯！	1	{}				{}					145201414				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201414	103010214	1	{}		100	四糸奈	十香小姐也喜欢吃吗？	1	{}				{}					145201415				1			id_pose_11		id_look_3				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201415	103010214	1	{}		100	1	诶？	1	{}				{}					145201416				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201416	103010214	1	{}		100	四糸奈	我们想尝试一下十香小姐喜欢吃的东西。	1	{}				{}					145201424				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201417	103010214	1	{}		100		那就去寿司店吧！	1	{}				{}					145201418	1			10303	3	3						2	{}	1.3										{}											{}							scene/bg/bg_keting.png				-1	{}																	{}	{}					{}	{"quality":{103102:2}}		{}					{}	{}	{}	{}
145201418	103010214	1	{}		100	四糸乃	寿司……好、好吃吗？	1	{}				{}					145201419				1			id_pose_10		id_look_11				{}											{}											{}												{}	sound/bgm/date_013.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201419	103010214	1	{}		100	1	嗯！	1	{}				{}					145201420				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201420	103010214	1	{}		100	四糸奈	十香小姐也喜欢吃吗？	1	{}				{}					145201421				1			id_pose_11		id_look_3				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201421	103010214	1	{}		100	1	诶？	1	{}				{}					145201422				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201422	103010214	1	{}		100	四糸奈	我们想尝试一下十香小姐喜欢吃的东西。	1	{}				{}					145201424				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201423	103010214	1	{"muchVariable":{103102:14}}		100		那就去面包店吧！	1	{}				{}					145201424	1			10303	3	3						2	{}	1.3										{}											{}							scene/bg/bg_keting.png				-1	{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201424	103010214	1	{}		100	1	这样啊，那就去吃十香最喜欢的面包好了！	1	{}				{}					145201425				1									{}											{}											{}												{}	sound/bgm/date_013.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145201425	103010214	1	{}		100		我兴致勃勃地拿出钱包，数了树里面的零钱。	1	{}				{}					145201426				1			id_normal_2						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201426	103010214	1	{}		100	1	不过……面包的话真的可以吗？	1	{}				{}					145201427				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201427	103010214	1	{}		100	四糸乃	嗯……没、没问题。	1	{}				{}					145201428				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201428	103010214	1	{}		100	四糸奈	十香，你来安排就好啦，我们相信十香的品味。	1	{}				{}				1	145201429				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201429	103010214	1	{}		100	1	好！那我们出发！	1	{}				{}									1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145201501	103010215	1	{}		100		 	1	{}				{}					145201502	4												{}											{}											{}							scene/bg/bg_shuishangleyuan.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145201502	103010215	1	{}		100	1	亚衣，之前有研究过冲浪板上的刻痕是什么东西造成的吗？	1	{}				{}					145201503													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145201503	103010215	1	{}		100	山吹亚衣 	应该不是太锐利的刀具，好多地方都刻得坑坑洼洼的。	1	{}				{}					145201504													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201504	103010215	1	{}		100	1	管制刀具显然是不可能的，那么……会不会是生活中常见的刀具呢？	1	{}				{}					145201505													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201505	103010215	1	{}		100	1	平时能经常接触的也只有厨房的……	1	{}				{}					145201506													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201506	103010215	1	{}		100	山吹亚衣 	不会，那些刀面积太大了。	1	{}				{}				1	145201507													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201507	103010215	1	{}		100	山吹亚衣 	而且进场的人，我们都会检查包裹，大型的刀都能检测出来。	1	{}				{}					145201508-145201511-145201514	5												{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201508	103010215	1	{}		100		认为是螺丝刀	1	{}				{}					145201509	1												{}											{}											{}							scene/bg/bg_shuishangleyuan.png				-1	{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201509	103010215	1	{}		100	1	会不会是螺丝刀呢？那种东西让人很难防备呢。	1	{}				{}					145201510													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145201510	103010215	1	{}		100	山吹亚衣 	怎么可能，螺丝刀不够锋利啊。	1	{}				{}					145201515													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201511	103010215	1	{}		100		认为是刀片	1	{}				{}					145201512	1												{}											{}											{}							scene/bg/bg_shuishangleyuan.png				-1	{}																	{}	{}					{}	{"sign":[203]}		{}					{}	{}	{}	{}
145201512	103010215	1	{}		100	1	会不会是刀片呢，那个很好携带。	1	{}				{}					145201513													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145201513	103010215	1	{}		100	山吹亚衣 	刀片的话，没办法刻得这么深。	1	{}				{}					145201515													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201514	103010215	1	{}		100		认为是水果刀	1	{}				{}					145201515	1												{}											{}											{}							scene/bg/bg_shuishangleyuan.png				-1	{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201515	103010215	1	{}		100	1	那么一定是水果刀了，总之这个伤口不像是刀片能够造成的。	1	{}				{}					145201516													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145201516	103010215	1	{}		100	山吹亚衣 	范围既然缩小了，%s有什么头绪吗？	1	{}				{}					145201517													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201517	103010215	1	{}		100	1	现在也只有等凶手再次作案了，所以每天你都要好好检查哦。	1	{}				{}				1	145201518													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201518	103010215	1	{}		100	山吹亚衣 	好的！这边有线索的话我会及时提供给你的。	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145201601	103010216	1	{}		100		 	1	{}				{}					145201602	4												{}											{}											{}							scene/bg/bg_tiyuguan.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145201602	103010216	1	{}		100	？？？	霍，哈！	1	{}				{}					145201603				10604	3		id_pose_7		id_look_1			2	{}	1.3										{}											{}												{}	sound/bgm/date_001.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145201603	103010216	1	{}		100		空荡的体育馆中，深蓝色头发的少女正在击打沙袋。	1	{}				{}					145201604				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201604	103010216	1	{}		100		 	1	{}				{}					145201605						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145201605	103010216	1	{}		100		呯呯的响声吸引我看过去。	1	{}				{}					145201606													{}											{}											{}		0.1-7-9-5-0.024	0									{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201606	103010216	1	{}		100		 	1	{}				{}					145201607													{}											{}											{}							scene/bg/bg_tiyuguan.png	1		1.3	-1	{"x":51,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145201607	103010216	1	{}		100	1	现在的女孩子们，好厉害。	1	{}				{}					145201608													{}											{}											{}												{}	sound/bgm/date_001.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145201608	103010216	1	{}		100	1	竟然可以使用这么高难度的飞踢！	1	{}				{}					145201609													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201609	103010216	1	{}		100	？？？	谁在那里？	1	{}				{}					145201610				10604	3		id_normal_2					2	{}	1.3										{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201610	103010216	1	{}		100	1	我……我不是有意要偷看的。	1	{}				{}					145201611				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201611	103010216	1	{}		100	？？？	嗯？	1	{}				{}					145201612				1			id_normal_9						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201612	103010216	1	{}		100		女孩走了过来，狐疑地盯着我的脸。	1	{}				{}					145201613				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201613	103010216	1	{}		100	？？？	为什么觉得你有点面熟。	1	{}				{}					145201614				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201614	103010216	1	{}		100	1	你这么一说……我也觉得你……	1	{}				{}					145201615				1			id_normal_4						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201615	103010216	1	{}		100	1	好像在哪里见过？	1	{}				{}					145201616				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201616	103010216	1	{}		100	？？？	但是我确实不认识你，请不要打扰我练习。	1	{}				{}				1	145201617				1			id_normal_6						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201617	103010216	1	{}		100		留下结论的她跳上通往二楼的楼梯，消失在我的视野里。	1	{}				{}									1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
