	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	标题显示（手机）	头像显示（手机）	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
35101108	4101002	4	{}		100				十香穿的是一件一字肩连衣裙，有一个简单的束腰。	1	{}			{}	{}					35101109		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
35101109	4101002	4	{}		100				短裙在膝盖以上，显得十香的腿修长好看，当然，还有一点……	1	{}			{}	{}					35101110		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
35101110	4101002	4	{}		100			1	「这件衣服很显胸啊。」	1	{}			{}	{}					35101111		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
35101111	4101002	4	{}		100				我挠了挠脸，说出了心里话。	1	{}			{}	{}					35101112		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
35101112	4101002	4	{}		100			夜刀神十香	「哎？……什么嘛。」	1	{}			{}	{}					35101113		1			id_pose_10		id_look_13			2	{}	1.2										{}											{}										1		{}			sound/role/shixiang/TOUKA_S_18.mp3													{}	{}					{}	{}		{}		
35101113	4101002	4	{}		100				十香捂住了自己的胸部，看我的眼神像是看变态。	1	{}			{}	{}					35101114		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
35101114	4101002	4	{}		100			1	「……实话实说而已，十香……身材很好，穿什么都好看。」	1	{}			{}	{}					35101115		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
35101115	4101002	4	{}		100			夜刀神十香	「哼~不许盯着人家的胸部看。」	1	{}			{}	{}					35101116		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
35101116	4101002	4	{}		100				十香转过头，脸颊绯红。	1	{}			{}	{}					35101117		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
35101117	4101002	4	{}		100			1	「让我看一下我买的裙子嘛。」	1	{}			{}	{}				1	35101118		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
35101118	4101002	4	{}		100			夜刀神十香	「呜姆~ %s 到底是是喜欢裙子还是喜欢我？」	1	{}			{}	{}					35201101-35201201	5	1			id_pose_9		id_look_2			2	{}	1.2										{}											{}										1		{}			sound/role/shixiang/TOUKA_S_15.mp3													{}	{}					{}	{}		{}		
35201101	4101002	4	{}		100				当然是喜欢十香。	1	{}			{}	{}					35201102	1	10107			id_pose_6		id_look_4			2	{}	1.2										{}											{}							scene/bg/bg_shangchang.png			1	-1	{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
35201201	4101002	4	{}		100				十香和裙子都好看。	1	{}			{}	{}					35201102	1	10107			id_pose_6		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_shangchang.png			1	-1	{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
35201102	4101002	4	{}		100			夜刀神十香	「哼~」	1	{}			{}	{}					35201103	2	1			id_pose_2		id_look_3			2	{}	1.2										{}											{}										1		{}			sound/role/shixiang/TOUKA_S_05.mp3													{}	{}					{}	{}		{}		
35201103	4101002	4	{}		100			1	「十香如果喜欢这件裙子，那要多穿给我看哦。」	1	{}			{}	{}					35201104		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
35201104	4101002	4	{}		100			夜刀神十香	「要更多奖励~更多~要黄豆粉面包哦~」	1	{}			{}	{}					35201105		1								2	{}	1.2										{}											{}										1		{}			sound/role/shixiang/TOUKA_S_15.mp3													{}	{}					{}	{}		{}		
35201105	4101002	4	{}		100			1	「好好好，买买买。」	1	{}			{}	{}							1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
1036100001	4103001		{}							1	{}			{}	{}					36100001	4										{}											{}											{}							scene/bg/bg_gongyuan.png	2		1	-1	{}																{}	{}					{}	{}		{}		
36100001	4103001	4	{}		100				四糸乃今天穿了一件白色的连衣裙。	1	{}			{}	{}					36100002		10303			id_pose_1		id_look_1			2	{}	1.2										{}											{}										1		{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
36100002	4103001	4	{}		100				这是我第一次见她穿灵装以外的衣服。	1	{}			{}	{}					36100003		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100003	4103001	4	{}		100			1	「很适合你啊，四糸乃。」	1	{}			{}	{}					36100004		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100004	4103001	4	{}		100				白色的连衣裙上有粉色的花边，看起来清新可爱。	1	{}			{}	{}					36100005		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100005	4103001	4	{}		100				四糸乃的皮肤很光滑，现在被这件裙子衬托得更加白皙。	1	{}			{}	{}					36100006		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100006	4103001	4	{}		100			四糸奈	『是吧是吧，四糸乃穿这件衣服很好看哦。』	1	{}			{}	{}					36100007		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100007	4103001	4	{}		100				四糸奈扬起双手，激动地夸耀着她的审美。	1	{}			{}	{}					36100008		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100008	4103001	4	{}		100			四糸乃	「谢谢。」	1	{}			{}	{}					36100009		1			id_pose_4		id_look_8			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100009	4103001	4	{}		100				四糸乃低下头，说话的声音像蚊子一样细小。	1	{}			{}	{}					36100010		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100010	4103001	4	{}		100			1	「帽子也很可爱，是一起买的吗？」	1	{}			{}	{}					36100011		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100011	4103001	4	{}		100			四糸乃	「嗯，帽子……遮住头发。」	1	{}			{}	{}					36100012		1			id_pose_4		id_look_8			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100012	4103001	4	{}		100				四糸乃有一头碧蓝的秀发，在阳光下如同海浪一样美丽。	1	{}			{}	{}					36100013		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100013	4103001	4	{}		100				可能是四糸乃觉得它太耀眼了，总会吸引别人的目光……	1	{}			{}	{}					36100014		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100014	4103001	4	{}		100				所以我常常见到她带着帽子。	1	{}			{}	{}					36100015		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100015	4103001	4	{}		100			1	「四糸乃的头发很好看，不用带帽子也可以哦。」	1	{}			{}	{}					36100016		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100016	4103001	4	{}		100				四糸乃害羞地低下头。	1	{}			{}	{}				1	36100017		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36100017	4103001	4	{}		100			四糸奈	「哎呀，别管她了，她就是喜欢买各式各样的帽子遮住自己。」	1	{}			{}	{}					36101101-36101201	5	1			id_pose_1		id_look_1			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36101101	4103001	4	{}		100				四糸乃应该更大胆一点。	1	{}			{}	{}					36101102	1	10303			id_pose_1		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_gongyuan.png			1	-1	{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
36101201	4103001	4	{}		100				四糸乃这么好看，别遮住啊。	1	{}			{}	{}					36101102	1	10303			id_pose_1		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_gongyuan.png			1	-1	{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
36101102	4103001	4	{}		100			四糸乃	「我……我……」	1	{}			{}	{}					36101103	2	1			id_pose_4		id_look_1			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36101103	4103001	4	{}		100				四糸乃的耸了一下肩膀，眼眶里藏着泪水。	1	{}			{}	{}					36101104		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36101104	4103001	4	{}		100			1	「啊啊……不用勉强也可以，四糸乃可以慢慢适应。」	1	{}			{}	{}					36101105		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36101105	4103001	4	{}		100				我轻轻拍着她的背安慰她。	1	{}			{}	{}					36101106		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36101106	4103001	4	{}		100			四糸乃	「嗯，会……会加油的。」	1	{}			{}	{}					36101107		1			id_pose_6		id_look_1			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36101107	4103001	4	{}		100			1	「四糸乃以后可以穿着这件连衣裙去逛街了。」	1	{}			{}	{}					36101108		1			id_pose_1					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36101108	4103001	4	{}		100			四糸奈	『四糸乃想去商店买帽子哦。』	1	{}			{}	{}					36101109		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36101109	4103001	4	{}		100				四糸乃想要捂住四糸奈的嘴，被四糸奈灵巧地躲开了。	1	{}			{}	{}					36101110		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36101110	4103001	4	{}		100			1	「嗯，很好啊，以后一起去吧。」	1	{}			{}	{}					36101111		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
36101111	4103001	4	{}		100			四糸乃	「嗯……一起。」	1	{}			{}	{}							1			id_pose_1		id_look_1			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
1037100001	4104001		{}							1	{}			{}	{}					37100001	4										{}											{}											{}							scene/bg/bg_wuding.png	2		1	-1	{}																{}	{}					{}	{}		{}		
37100001	4104001	4	{}		100				狂三再站到我眼前时，已经换上了我们学校的校服。	1	{}			{}	{}					37100002		10404			id_pose_9		id_look_10			2	{}	1.2										{}											{}										1		{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
37100002	4104001	4	{}		100			时崎狂三	「感觉怎么样呢？ %s 同学。」	1	{}			{}	{}					37100003		1			id_pose_12		id_look_5			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37100003	4104001	4	{}		100				狂三惦着脚尖，在原地旋转了一圈。	1	{}			{}	{}					37100004		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37100004	4104001	4	{}		100				普普通通的校服，穿在狂三身上，像是量身定做的高端时装一样漂亮。	1	{}			{}	{}					37100005		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37100005	4104001	4	{}		100			1	「非常……非常合适啊。」	1	{}			{}	{}					37100006		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37100006	4104001	4	{}		100				狂三把手指放在嘴唇上，歪着头对我笑。	1	{}			{}	{}					37100007		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37100007	4104001	4	{}		100			时崎狂三	「人类的衣服，也很有趣呢。」	1	{}			{}	{}				1	37100008		1			id_pose_3		id_look_11			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37100008	4104001	4	{}		100				狂三按了按她的裙子，看起来只是个对校服充满好奇的女学生。	1	{}			{}	{}					37101101-37101201	5	1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101101	4104001	4	{}		100				人类有很多好东西等待狂三发掘。	1	{}			{}	{}					37101102	1	10404			id_pose_9		id_look_10			2	{}	1.2										{}											{}							scene/bg/bg_wuding.png			1	-1	{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
37101201	4104001	4	{}		100				人类很有创造性，能做出很多不一样的衣服。	1	{}			{}	{}					37101102	1	10404			id_pose_9		id_look_10			2	{}	1.2										{}											{}							scene/bg/bg_wuding.png			1	-1	{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
37101102	4104001	4	{}		100			时崎狂三	「啊呵呵，人类，有时候也很有趣呢。」	1	{}			{}	{}					37101103	2	1			id_pose_3		id_look_11			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101103	4104001	4	{}		100				狂三抿着嘴偷偷笑起来。	1	{}			{}	{}					37101104		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101104	4104001	4	{}		100			1	「嗯啊，每天上学能看到狂三穿校服，真是一件幸福的事啊。」	1	{}			{}	{}					37101105		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101105	4104001	4	{}		100			时崎狂三	「啊啦， %s 同学很喜欢校服吗？」	1	{}			{}	{}					37101106		1			id_pose_9		id_look_11			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101106	4104001	4	{}		100				狂三睁大了眼睛，看起来灵动可爱。	1	{}			{}	{}					37101107		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101107	4104001	4	{}		100			1	「狂三这样身材好又漂亮的女孩子，穿什么都好看啊。」	1	{}			{}	{}					37101108		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101108	4104001	4	{}		100			时崎狂三	「是吗？我倒是觉得……校服的裙子有点长。」	1	{}			{}	{}					37101109		1			id_pose_9		id_look_11			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101109	4104001	4	{}		100				狂三把手放在裙子上，轻轻提起一个角。	1	{}			{}	{}					37101110		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101110	4104001	4	{}		100			1	「啊啊啊啊……」	1	{}			{}	{}					37101111		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101111	4104001	4	{}		100				我能明确感受到……我的脸瞬间涨红。	1	{}			{}	{}					37101112		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101112	4104001	4	{}		100			时崎狂三	「啊啦~ %s 同学真是纯情又可爱啊。」	1	{}			{}	{}					37101113		1			id_pose_12		id_look_5			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101113	4104001	4	{}		100			1	「啊啊……校服裙子是这样的嘛……因为在学校……所以。」	1	{}			{}	{}					37101114		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101114	4104001	4	{}		100			时崎狂三	「所以……就有这一点点小遗憾啊。」	1	{}			{}	{}					37101115		1			id_pose_12		id_look_5			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101115	4104001	4	{}		100				狂三看着我的眼睛，仿佛能看穿我内心所有的想法。	1	{}			{}	{}					37101116		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101116	4104001	4	{}		100			1	「如果……狂三想要短一点的裙子……」	1	{}			{}	{}					37101117		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
37101117	4104001	4	{}		100			时崎狂三	「怎么样呢？」	1	{}			{}	{}				1	37101118		1			id_pose_9		id_look_11			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
