 	关卡名策划看	关卡类型(1-战斗，2-约会，3-城市约会，11-卡巴拉活动关卡)	玩法模式(1-常规，2-飞行，3-撞击，约会关卡不填)	前置关卡id	是否为free关	约会ID(读取约会表中的ID)	剧情简介	每卷最后1个主线剧情关卡(填1做标识)	关卡点位(1个wave中每个关卡布局点)	所属关卡组ID	所属关卡组ID(此字段服务器用)	精灵限定类型(0-无限定/禁用；1-不能编入自己的精灵；2-可以编入自己的精灵；3-禁用精灵；)	限定精灵ID(读取heroLimitforDungeon表ID)	禁用精灵ID(读取hero表中ID)	刷怪组id	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	撞击飞行关卡预览视频文件（填video表中ID）	飞行关入场方向（1  LEFT  2 RIGHT 3 BOTTOM 4 TOP） 	飞行关出场方向（1  LEFT  2 RIGHT 3 BOTTOM 4 TOP）	飞行关入场距离	预览视频第一帧图片路径	背景音乐	显示顺序	难度	地图摄像机修正Z	战斗角色大小比例	地图摄像机修正X(x1-x2，x1为向左扩大，x2为向右扩大)	关卡时长	关卡名字（暂时没用此字段）	关卡简名（获取系统用）	关卡分级名字	关卡图标	关卡图标上奖励展示	关卡图片	关卡图片(约会关卡用此字段配置关卡场景展示缩略图)	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	刷怪备注(策划看)	通关条件类型(1歼灭，2生存，3击杀具体怪物，4击杀怪物类型，5击杀怪物数量，6防守)	通关条件参数(歼灭不填，生存x秒内存活，怪物ID及数量x，怪物敌人类型及数量x，怪物总量x)	通关条件描述	通关条件开场描述	挑战类型(1通关，2连击数，3通关时间小于，4损失血量低于x%，5死亡人数小于x，6受击次数小于x，7倒地次数小于x，8使用x次觉醒技能，9使用角色出场技击败x个敌人，10选择一个助战角色，11队伍中包含某角色，12每x秒至少击杀1名敌人，13队伍中所有精灵使用技能总次数不超过x，14队伍中不能有精灵阵亡，31-击杀怪物数量达到x，32-积分达到x)	挑战参数（类型为1通关时，参数配置为1）	挑战描述	首通奖励展示	关卡掉落展示	进入等级	消耗资源	可进入次数	是否可以开启决斗模式	开启决斗模式消耗资源	决斗模式奖励倍数	决斗模式下的怪物技能	是否可以一次性挑战多次	快速挑战参数{挑战次数:解锁星星条件}	奖励	首通奖励	日常副本奖励(根据每一次通关获得的星级发放对应奖励，1星奖励ID-2星奖励ID-3星奖励ID)	是否播放关卡开场默认动作	是否播放胜利动作	词缀怪物总数	词缀怪物出现区间
207313	第7章困难3-3	1	1	107528-207212					[46,[4]]	7003	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	2		0.6		300	300303			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8006	3	300906		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510220-510103-510153	510220-570002-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220713	60120713		1	1		
207314	第7章困难3-4	1	1	107528-207313					[22,[3]]	7003	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	4	2		0.6		300	300304			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8002	1	300902	常规+循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510221-510103-510153	510221-510230-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220714	60120714		1	1		
207315	第7章困难3-5	1	1	107528-207314					[37,[1,2]]	7003	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	5	2		0.6		300	300305			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510103-510153	510222-510303-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220715	60120715		1	1		
207416	第7章困难4-1	1	1	107528-207315					[29,[5,6]]	7004	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	2		0.6		300				icon/fuben/levelIcon/Dating/zhihuibu.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510223-510103-510153	510223-510106-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220716	60120716		1	1		
207417	第7章困难4-2	1	1	107528-207416					[18,[3]]	7004	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	2		0.6		300				icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510224-510103-510153	510224-220022-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220717	60120717		1	1		
207418	第7章困难4-3	1	1	107528-207417					[46,[4]]	7004	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	2		0.6		300				icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510217-510103-510153	510217-570002-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220718	60120718		1	1		
207419	第7章困难4-4	1	1	107528-207418					[22,[3]]	7004	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	4	2		0.6		300				icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510218-510103-510153	510218-510231-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220719	60120719		1	1		
207420	第7章困难4-5	1	1	107528-207419					[50,[4]]	7004	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	5	2		0.6		300				icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510313-510103-510153	510219-510313-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220720	60120720		1	1		
207521	第7章困难5-1	1	1	107528-207420					[29,[1,2]]	7005	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	2		0.6		300				icon/fuben/levelIcon/Dating/zhihuibu.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510220-510103-510153	510220-510106-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220721	60120721		1	1		
207522	第7章困难5-2	1	1	107528-207521					[44,[4]]	7005	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	2		0.6		300				icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510221-510103-510153	510221-220023-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220722	60120722		1	1		
207523	第7章困难5-3	1	1	107528-207522					[20,[3]]	7005	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	2		0.6		300				icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510222-510103-510153	510222-570002-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220723	60120723		1	1		
207524	第7章困难5-4	1	1	107528-207523					[48,[4]]	7005	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	4	2		0.6		300				icon/fuben/levelIcon/Dating/zhihuibu.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510223-510103-510153	510223-510232-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220724	60120724		1	1		
207525	第7章困难5-5	1	1	107528-207524					[37,[1,2]]	7005	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	5	2		0.6		300				icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300053-300054	510303-510103-510153	510224-570002-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220725	60120725		1	1		
																																																																	
301101	第1章地狱1-1	1	1	103316-201210					[30,[1,2]]	1001	1001				112011-112012-112013	4_jiaowai_01	1201						sound/battle_sound/battle_004.mp3	1	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/jiaowai_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+循环	1	[[2]]	300801	300816	2-3-4	25-100-70	300052-300054-300057	510217-510104-510154	510217-510157-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230101	60130101		1	1		
301102	第1章地狱1-2	1	1	201210-301101					[20,[3]]	1001	1001				112016-112017-112018	4_jiaowai_01	1202						sound/battle_sound/battle_001.mp3	2	3		0.6		300	300302			icon/fuben/levelIcon/Dungeon/jiaowai_2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[2]]	300801	300816	2-3-5	25-100-2	300052-300053-300057	510218-510104-510154	510218-510232-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230102	60130102		1	1		
301103	第1章地狱1-3	1	1	201210-301102					[49,[4]]	1001	1001				112020-112021-112022-112023	4_jiaoshi	1203						sound/battle_sound/battle_002.mp3	3	3		0.6		150	300303			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8003	3	300903	常规+极限+常规	5	[[16]]	300803	300818	2-4-7	25-70-3	300052-300054-300055	510301-510104-510154	510219-510301-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230103	60130103		1	1		
301204	第1章地狱2-1	1	1	201210-301103					[30,[5,6]]	1002	1001				122011-122012-122013	4_jiaoshi	1204						sound/battle_sound/battle_003.mp3	1	3		0.6		300	300304			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_2.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png				定时(怪物易进攻)	1	[[2]]	300801	300816	2-3-7	25-100-3	300052-300055-300056	510220-510104-510154	510220-510107-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230104	60130104		1	1		
301205	第1章地狱2-2	1	1	201210-301204					[46,[4]]	1002	1001				122016-122017-122018-122019	4_zhengchangxiaowai	1205						sound/battle_sound/battle_004.mp3	2	3		0.6		150	300305			icon/fuben/levelIcon/Dungeon/xiaomenwai_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png	8004	1	300904		5	[[16]]	300803	300818	2-4-5	25-70-2	300052-300056-300061	510221-510104-510154	510221-510231-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230105	60130105		1	1		
301206	第1章地狱2-3	1	1	201210-301205					[23,[3]]	1002	1001				122022-122023-122024	4_zhengchangxiaowai	1206						sound/battle_sound/battle_001.mp3	3	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/xiaomenwai_2.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png					3	[[620602,1]]	300804	300819	2-5-6	25-2-6	300052-300053-300057	510301-510104-510154	510222-510301-510104-510154-220009	1	{500004:18}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230106	60130106		1	1		
																																																																	
302101	第2章地狱1-1	1	1	202315-301206					[29,[1,2]]	2001	2001				212011-212012-212013-212014	2_hedao	2201						sound/battle_sound/battle_004.mp3	1	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/hebianjiedao_3.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png					1	[[2]]	300801	300816	2-3-7	25-100-3	300052-300055-300056	510223-510104-510154	510223-510157-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230201	60130201		1	1		
302102	第2章地狱1-2	1	1	202315-302101					[19,[3]]	2001	2001				212016-212017-212018	2_tiantai	2202						sound/battle_sound/battle_001.mp3	2	3		0.6		300	300302			icon/fuben/levelIcon/Dungeon/louding_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png	8009	1	300909	常规+循环	1	[[2]]	300801	300816	2-4-5	25-70-2	300052-300056-300057	510224-510104-510154	510224-510230-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230202	60130202		1	1		
302103	第2章地狱1-3	1	1	202315-302102					[48,[4]]	2001	2001				212020-212021-212022-212023	2_hedao	2203						sound/battle_sound/battle_002.mp3	3	3		0.6		150	300303			icon/fuben/levelIcon/Dungeon/hebianjiedao_2.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png				极限	5	[[16]]	300803	300818	2-5-6	25-2-6	300052-300054-300056	510306-510104-510154	510217-510306-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230203	60130203		1	1		
302204	第2章地狱2-1	1	1	202315-302103					[30,[1,2]]	2002	2001				222011-222012-222013	4_pohuaixiaowai	2204						sound/battle_sound/battle_003.mp3	1	3		0.6		300	300304			icon/fuben/levelIcon/Dungeon/xiaomenwaipohuai_2.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[2]]	300801	300816	2-6-7	25-6-3	300052-300054-300057	510218-510104-510154	510218-510107-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230204	60130204		1	1		
302205	第2章地狱2-2	1	1	202315-302204					[33,[5,6]]	2002	2001				222016-222017-222018-222019	2_tiantai	2205						sound/battle_sound/battle_004.mp3	2	3		0.6		150	300305			icon/fuben/levelIcon/Dungeon/louding_2.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png	8007	3	300907	常规+定时	5	[[16]]	300803	300818	2-4-6	25-70-6	300052-300056-300057	510219-510104-510154	510219-510229-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230205	60130205		1	1		
302206	第2章地狱2-3	1	1	202315-302205					[36,[1,2]]	2002	2001				222022-222023-222024	4_putongjiedao	2206						sound/battle_sound/battle_001.mp3	3	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/putongjiedaohuifu_2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[2]]	300801	300816	2-4-7	25-70-3	300052-300053-300057	510306-510104-510154	510220-510306-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230206	60130206		1	1		
302307	第2章地狱3-1	1	1	202315-302206					[30,[5,6]]	2003	2001				223011-223012-223013-223014-223015	2_hedao	2207						sound/battle_sound/battle_002.mp3	1	3		0.6		60	300302			icon/fuben/levelIcon/Dungeon/hebianjiedao_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png				常规+极限	2	[[60]]	300802	300817	2-6-7	30-5-2	300052-300054-300055	510221-510104-510154	510221-510157-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230207	60130207		1	1		
302308	第2章地狱3-2	1	1	202315-302307					[46,[4]]	2003	2001				223016-223017-223018	4_pohuaixiaowai	2208						sound/battle_sound/battle_003.mp3	2	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/xiaomenwaipohuai_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png	8008	1	300908		1	[[2]]	300801	300816	2-3-7	25-100-3	300052-300056-300061	510222-510104-510154	510222-510228-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230208	60130208		1	1		
302309	第2章地狱3-3	1	1	202315-302308					[23,[3]]	2003	2001				223022-223023-223024	2_tiantai	2209						sound/battle_sound/battle_004.mp3	3	3		0.6		300	300304			icon/fuben/levelIcon/Dungeon/louding_3.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+常规+循环	3	[[20201,1]]	300804	300819	2-4-5	25-70-2	300052-300053-300054	510306-510104-510154	510223-510306-510104-510154-220009	1	{500004:21}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230209	60130209		1	1		
																																																																	
303101	第3章地狱1-1	1	1	203315-302309					[30,[1,2]]	3001	3001				312011-312012-312013-312014	4_pohuaixiaowai	3201						sound/battle_sound/battle_001.mp3	1	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/xiaomenwaipohuai_3.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8005	3	300905	常规+极限	1	[[2]]	300801	300816	2-3-4	40-80-50	300052-300053-300056	510224-510104-510154	510224-510107-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230301	60130301		1	1		
303102	第3章地狱1-2	1	1	203315-303101					[20,[3]]	3001	3001				312016-312017-312018-312019	4_pohuaixiaowai	3202						sound/battle_sound/battle_002.mp3	2	3		0.6		300	300302			icon/fuben/levelIcon/Dungeon/xiaomenwaipohuai_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png					1	[[2]]	300801	300816	2-3-5	40-80-1	300052-300053-300057	510217-510104-510154	510217-510227-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230302	60130302		1	1		
303103	第3章地狱1-3	1	1	203315-303102					[49,[4]]	3001	3001				312020-312021-312022-312023-312024	4_ditie	3203						sound/battle_sound/battle_004.mp3	3	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/pohuaijiedao_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png				循环	7	[[5]]	300809	300876	2-3-6	40-80-4	300052-300054-300055	510309-510104-510154	510218-510309-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230303	60130303		1	1		
303204	第3章地狱2-1	1	1	203315-303103					[30,[5,6]]	3002	3001				322011-322012-322013	4_jiaoshi	3204						sound/battle_sound/battle_002.mp3	1	3		0.6		300	300304			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png	8001	1	300901	定时(怪物易进攻)	1	[[2]]	300801	300816	2-3-7	40-80-2	300052-300055-300056	510219-510104-510154	510219-510157-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230304	60130304		1	1		
303205	第3章地狱2-2  （3波，15只）	1	1	203315-303204					[46,[4]]	3002	3001				322016-322017-322018	4_jiaowai02	3205						sound/battle_sound/battle_003.mp3	2	3		0.6		150	300305			icon/fuben/levelIcon/Dungeon/jiaowai_4.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					5	[[15]]	300803	300818	2-4-5	40-50-1	300052-300056-300057	510220-510104-510154	510220-510226-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230305	60130305		1	1		
303206	第3章地狱2-3	1	1	203315-303205					[23,[3]]	3002	3001				322022-322023-322024-322025	4_jiaoshi	3206						sound/battle_sound/battle_004.mp3	3	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8003	3	300903		1	[[2]]	300801	300816	2-5-6	40-1-4	300052-300054-300056	510309-510104-510154	510221-510309-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230306	60130306		1	1		
303307	第3章地狱3-1	1	1	203315-303206					[30,[1,2]]	3003	3001				332011-332012-332013-332014-332015	4_putongjiedao	3207						sound/battle_sound/battle_002.mp3	1	3		0.6		60	300302			icon/fuben/levelIcon/Dungeon/putongjiedaohuifu_2.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png				常规+极限	2	[[60]]	300802	300817	2-6-7	40-4-2	300052-300054-300055	510222-510104-510154	510222-510107-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230307	60130307		1	1		
303308	第3章地狱3-2	1	1	203315-303307					[33,[5,6]]	3003	3001				332016-332017-332018	4_zhengchangxiaowai	3208						sound/battle_sound/battle_001.mp3	2	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/xiaomenwai_2.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png				循环	1	[[2]]	300801	300816	2-4-6	40-50-4	300052-300056-300061	510223-510104-510154	510223-510225-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230308	60130308		1	1		
303309	第3章地狱3-3	1	1	203315-303308					[36,[1,2]]	3003	3001				332022-332023-332024	4_zhengchangxiaowai	3209						sound/battle_sound/battle_002.mp3	3	3		0.6		300	300304			icon/fuben/levelIcon/Dungeon/xiaomenwai_3.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png	8006	3	300906		3	[[624501,1]]	300804	300819	2-4-5	40-50-1	300052-300053-300054	510307-510104-510154	510224-510307-510104-510154-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230309	60130309		1	1		
																																																																	
304101	第4章地狱1-1	1	1	204315-303309					[30,[5,6]]	4001	4001				412011-412012-412013-412014	4_xinshoujiedao	4201						sound/battle_sound/battle_001.mp3	1	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8007	3	300907		1	[[2]]	300801	300816	2-3-4	50-70-40	300052-300054-300057	510225-510104-510154	510225-510240-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230401	60130401		1	1		
304102	第4章地狱1-2	1	1	204315-304101					[33,[1,2]]	4001	4001				412016-412017-412018-412019	4_xinshoujiedao	4202						sound/battle_sound/battle_002.mp3	2	3		0.6		300	300302			icon/fuben/levelIcon/Dungeon/xinshouguanqia_2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+常规+定时	1	[[2]]	300801	300816	2-3-5	50-70-1	300052-300053-300057	510226-510104-510154	510226-510239-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230402	60130402		1	1		
304103	第4章地狱1-3  （3波，15只）	1	1	204315-304102					[36,[5,6]]	4001	4001				412020-412021-412022	4_ditie	4203						sound/battle_sound/battle_004.mp3	3	3		0.6		150	300303			icon/fuben/levelIcon/Dungeon/pohuaijiedao_2.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					5	[[15]]	300803	300818	2-4-7	60-30-2	300052-300054-300055	510304-510104-510154	510227-510304-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230403	60130403		1	1		
304204	第4章地狱2-1	1	1	204315-304103					[30,[1,2]]	4002	4001				432011-432012-432013-432014	4_pohuaixiaowai	4207						sound/battle_sound/battle_002.mp3	1	3		0.6		300	300304			icon/fuben/levelIcon/Dungeon/xiaomenwaipohuai_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				循环	1	[[2]]	300801	300816	2-3-7	50-70-2	300052-300055-300056	510228-510104-510154	510228-510238-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230404	60130404		1	1		
304205	第4章地狱2-2  （3波，15只）	1	1	204315-304204					[46,[4]]	4002	4001				432016-432017-432018	4_putongjiedao	4208						sound/battle_sound/battle_003.mp3	2	3		0.6		150	300305			icon/fuben/levelIcon/Dungeon/putongjiedaohuifu_2.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8008	1	300908		5	[[15]]	300803	300818	2-4-5	50-40-1	300052-300056-300057	510229-510104-510154	510229-510237-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230405	60130405		1	1		
304206	第4章地狱2-3	1	1	204315-304205					[23,[3]]	4002	4001				432022-432023-432024-432025-432026	4_jiaowai_01	4209						sound/battle_sound/battle_004.mp3	3	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/jiaowai_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[2]]	300801	300816	2-5-6	50-1-5	300052-300054-300056	510304-510104-510154	510230-510304-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230406	60130406		1	1		
304307	第4章地狱3-1	1	1	204315-304206					[30,[5,6]]	4003	4001				442011-442012-442013-442014-442015	4_pohuaixiaowai	4210						sound/battle_sound/battle_002.mp3	1	3		0.6		60	300302			icon/fuben/levelIcon/Dungeon/xiaomenwaipohuai_2.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8004	1	300904	极限(怪物易进攻)	2	[[60]]	300802	300817	2-6-7	50-5-2	300052-300055-300056	510231-510104-510154	510231-510236-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230407	60130407		1	1		
304308	第4章地狱3-2	1	1	204315-304307					[20,[3]]	4003	4001				442017-442018-442019-442020-442021	4_ditie	4211						sound/battle_sound/battle_001.mp3	2	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/pohuaijiedao_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png				常规+常规+循环	7	[[5]]	300809	300876	2-4-6	50-40-5	300052-300056-300061	510232-510104-510154	510232-510235-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230408	60130408		1	1		
